PLAYER,Pts,Reb,2M,2A,3M,3A,1M,1A,Ast,MIN,FG%,1%,Or,Dr,To,Stl,Blk,Fo,+/-,Eff,Team
KyleKuzma,17,6,5,10,2,4,1,2,7,33,50.0,50.0,0,6,2,0,2,5,-11,22,WashingtonWizards
TyusJones,15,2,3,10,3,4,0,0,13,31,42.9,0.0,1,1,1,1,0,0,-11,22,WashingtonWizards
DanielGafford,15,7,7,10,0,0,1,2,2,30,70.0,50.0,3,4,2,2,1,5,-8,21,WashingtonWizards
MarvinBagley,14,7,5,9,0,0,4,4,1,18,55.6,100.0,5,2,0,0,0,3,1,18,WashingtonWizards
LandryShamet,14,1,3,5,1,5,5,5,3,16,40.0,100.0,1,0,0,1,0,2,3,13,WashingtonWizards
BilalCoulibaly,9,3,3,6,1,3,0,0,1,31,44.4,0.0,1,2,2,1,4,2,-14,11,WashingtonWizards
DelonWright,6,2,3,5,0,0,0,0,0,17,60.0,0.0,1,1,0,1,1,1,2,8,WashingtonWizards
CoreyKispert,6,3,1,3,0,6,4,4,1,18,11.1,100.0,0,3,1,0,0,0,5,1,WashingtonWizards
DeniAvdija,4,8,1,4,0,1,2,4,3,18,20.0,50.0,0,8,2,0,1,1,-2,8,WashingtonWizards
JordanPoole,4,1,0,3,1,4,1,1,0,28,14.3,100.0,0,1,2,0,0,4,-10,-3,WashingtonWizards
WashingtonWizards,104,43,31,65,8,27,18,22,31,240,42.4,0.0,12,31,14,6,9,23,-45,121,WashingtonWizards
NikolaJokic,42,12,15,20,0,0,12,14,8,36,75.0,85.7,4,8,0,1,3,2,20,59,DenverNuggets
MichaelPorter,19,6,5,7,3,7,0,0,0,32,57.1,0.0,0,6,3,2,2,2,13,20,DenverNuggets
JamalMurray,19,5,4,15,3,8,2,2,7,39,30.4,100.0,1,4,1,0,0,2,4,14,DenverNuggets
AaronGordon,11,10,4,10,0,0,3,7,2,31,40.0,42.9,3,7,1,1,3,0,12,16,DenverNuggets
KentaviousCaldwell-Pope,10,3,3,4,1,5,1,2,3,35,44.4,50.0,0,3,2,3,0,2,10,11,DenverNuggets
DeAndreJordan,3,4,1,1,0,0,1,2,0,7,100.0,50.0,2,2,1,0,0,1,-4,5,DenverNuggets
ReggieJackson,3,1,0,2,1,2,0,0,3,21,25.0,0.0,0,1,0,0,0,1,5,4,DenverNuggets
ChristianBraun,2,6,1,3,0,0,0,0,2,21,33.3,0.0,2,4,1,0,1,3,-9,8,DenverNuggets
PeytonWatson,2,3,1,2,0,0,0,1,2,13,50.0,0.0,0,3,2,0,3,0,-2,6,DenverNuggets
ZekeNnaji,2,1,1,2,0,0,0,0,2,5,50.0,0.0,1,0,2,1,0,3,-4,3,DenverNuggets
DenverNuggets,113,54,35,66,8,22,19,28,29,240,48.9,0.0,15,39,13,8,12,16,45,146,DenverNuggets
