PLAYER,Pts,Reb,Ast,MIN,2M-2A,3M-3A,FG%,1M-1A,1%,Or,Dr,To,Stl,Blk,Fo,+/-,Eff,Team
BennedictMathurin,24,7,1,30,6-9,3-5,64.3%,3-3,100.0%,0,7,2,1,1,4,14,27,IndianaPacers
JalenSmith,19,10,2,30,5-7,3-6,61.5%,0-0,-,3,7,1,0,2,4,-2,27,IndianaPacers
PascalSiakam,19,6,6,35,8-11,0-2,61.5%,3-3,100.0%,0,6,1,2,0,3,8,27,IndianaPacers
AaronNesmith,16,7,6,37,4-5,2-6,54.5%,2-3,66.7%,1,6,1,2,1,3,-1,25,IndianaPacers
AndrewNembhard,16,4,9,37,3-9,2-5,35.7%,4-4,100.0%,2,2,1,1,0,3,5,20,IndianaPacers
IsaiahJackson,10,7,1,14,4-5,0-1,66.7%,2-2,100.0%,5,2,0,0,1,4,0,17,IndianaPacers
BenSheppard,6,0,1,20,0-2,2-4,33.3%,0-0,-,0,0,1,1,0,2,0,3,IndianaPacers
BuddyHield,3,3,3,19,0-4,1-4,12.5%,0-0,-,0,3,1,0,1,1,0,2,IndianaPacers
ObiToppin,3,0,2,17,1-3,0-2,20.0%,1-1,100.0%,0,0,2,1,0,2,6,0,IndianaPacers
IndianaPacers,116,44,31,240,31-55,13-35,48.9%,15-16,93.8%  ,11,33,10,8,6,26,30,148,IndianaPacers
JarenJacksonJr.,25,5,4,32,7-14,0-3,41.2%,11-12,91.7%,0,5,4,2,1,5,10,22,MemphisGrizzlies
VinceWilliamsJr.,20,8,1,36,6-9,2-3,66.7%,2-4,50.0%,4,4,0,0,0,3,-1,23,MemphisGrizzlies
GregoryJackson,18,4,1,29,4-5,2-4,66.7%,4-5,80.0%,1,3,0,1,1,0,0,21,MemphisGrizzlies
DavidRoddy,14,5,1,32,3-6,2-7,38.5%,2-2,100.0%,1,4,0,1,1,4,4,14,MemphisGrizzlies
SantiagoAldama,10,6,1,28,2-6,2-5,36.4%,0-0,-,1,5,1,0,0,0,-1,9,MemphisGrizzlies
JohnKonchar,9,7,4,30,3-3,1-2,80.0%,0-0,-,2,5,2,0,2,1,-5,19,MemphisGrizzlies
ZiaireWilliams,4,3,3,14,2-3,0-3,33.3%,0-0,-,0,3,2,0,0,1,-18,4,MemphisGrizzlies
ScottyPippenJr.,4,3,4,17,0-3,1-2,20.0%,1-2,50.0%,1,2,3,0,0,3,9,3,MemphisGrizzlies
XavierTillman,3,4,1,17,0-3,0-0,0.0%,3-6,50.0%,3,1,0,1,2,2,-17,5,MemphisGrizzlies
JacobGilyard,3,0,0,5,0-0,1-1,100.0%,0-0,-,0,0,1,0,0,1,-11,2,MemphisGrizzlies
MemphisGrizzlies,110,45,20,240,27-52,11-30,46.3%,23-31,74.2%  ,13,32,13,5,7,20,-30,122,MemphisGrizzlies
