PLAYER,Pts,Reb,Ast,MIN,2M-2A,3M-3A,FG%,1M-1A,1%,Or,Dr,To,Stl,Blk,Fo,+/-,Eff,Team
AlperenSengun,30,8,4,34,11-15,0-2,64.7%,8-10,80.0%,4,4,2,2,1,1,17,35,HoustonRockets
FredVanVleet,21,6,10,36,1-1,6-8,77.8%,1-2,50.0%,0,6,4,0,2,2,24,32,HoustonRockets
JalenGreen,14,8,4,31,2-6,3-9,33.3%,1-2,50.0%,0,8,4,0,0,1,17,11,HoustonRockets
CamWhitmore,11,2,1,17,1-2,3-5,57.1%,0-0,-,0,2,1,2,0,3,-6,12,HoustonRockets
AmenThompson,10,6,1,20,2-4,1-3,42.9%,3-7,42.9%,0,6,1,0,0,1,0,8,HoustonRockets
Jae&#039;SeanTate,8,4,3,31,0-0,2-2,100.0%,2-2,100.0%,0,4,1,1,0,4,17,15,HoustonRockets
JeffGreen,8,0,0,17,0-2,2-2,50.0%,2-2,100.0%,0,0,1,0,0,1,-7,5,HoustonRockets
JabariSmithJr.,7,11,0,33,1-4,1-4,25.0%,2-2,100.0%,0,11,0,0,1,4,11,13,HoustonRockets
AaronHoliday,3,1,3,14,0-2,1-3,20.0%,0-0,-,0,1,1,0,0,2,-5,2,HoustonRockets
ReggieBullock,0,1,1,8,0-1,0-1,0.0%,0-0,-,0,1,0,0,0,0,-13,0,HoustonRockets
HoustonRockets,112,50,27,240,18-37,19-39,48.7%,19-27,70.4%  ,6,44,16,5,4,19,55,133,HoustonRockets
CameronJohnson,15,6,5,32,3-7,3-6,46.2%,0-2,0.0%,0,6,0,0,1,0,-5,18,BrooklynNets
MikalBridges,15,4,3,36,2-6,3-12,27.8%,2-3,66.7%,0,4,1,1,1,1,-19,9,BrooklynNets
RoyceO&#039;Neale,13,4,3,30,3-5,2-8,38.5%,1-2,50.0%,1,3,1,2,0,3,-7,12,BrooklynNets
NicClaxton,12,13,0,28,6-8,0-0,75.0%,0-0,-,5,8,1,1,2,5,-8,25,BrooklynNets
Day&#039;RonSharpe,11,12,1,20,4-7,0-0,57.1%,3-6,50.0%,4,8,1,1,1,5,-5,19,BrooklynNets
TrendonWatford,11,8,1,20,1-4,2-2,50.0%,3-4,75.0%,4,4,0,1,0,1,9,17,BrooklynNets
SpencerDinwiddie,11,1,5,28,1-2,2-3,60.0%,3-5,60.0%,0,1,1,2,0,1,-16,14,BrooklynNets
DorianFinney-Smith,9,2,2,20,3-5,1-11,25.0%,0-0,-,1,1,2,0,1,2,4,0,BrooklynNets
CamThomas,4,0,5,17,0-5,0-2,0.0%,4-4,100.0%,0,0,1,1,0,1,-10,2,BrooklynNets
ArmoniBrooks,0,1,0,3,0-0,0-0,-,0-0,-,0,1,0,0,0,0,4,1,BrooklynNets
JalenWilson,0,0,0,5,0-0,0-0,-,0-0,-,0,0,0,1,0,0,-2,1,BrooklynNets
BrooklynNets,101,53,25,240,23-49,13-44,38.7%,16-26,61.5%  ,17,36,8,10,6,19,-55,118,BrooklynNets
