PLAYER,Pts,Reb,Ast,MIN,2M-2A,3M-3A,FG%,1M-1A,1%,Or,Dr,To,Stl,Blk,Fo,+/-,Eff,Team
AnthonyEdwards,27,7,5,38,7-13,2-6,47.4%,7-8,87.5%,0,7,5,3,1,0,2,27,MinnesotaTimberwolves
Karl-AnthonyTowns,21,6,4,33,5-10,2-6,43.8%,5-6,83.3%,0,6,0,1,0,3,12,22,MinnesotaTimberwolves
MikeConley,16,1,8,30,2-3,4-6,66.7%,0-0,-,0,1,1,2,1,1,1,24,MinnesotaTimberwolves
RudyGobert,15,13,3,37,6-12,0-0,50.0%,3-6,50.0%,5,8,2,1,3,3,-1,24,MinnesotaTimberwolves
JadenMcDaniels,14,1,3,36,3-4,2-4,62.5%,2-2,100.0%,0,1,1,1,0,2,-3,15,MinnesotaTimberwolves
KyleAnderson,9,5,4,23,4-5,0-2,57.1%,1-1,100.0%,2,3,1,1,1,0,8,16,MinnesotaTimberwolves
NazReid,9,5,2,21,0-3,3-6,33.3%,0-0,-,2,3,3,1,1,6,5,9,MinnesotaTimberwolves
NickeilAlexander-Walker,5,1,3,15,1-1,1-5,33.3%,0-0,-,0,1,1,3,0,2,8,7,MinnesotaTimberwolves
TroyBrown,2,1,0,6,0-0,0-1,0.0%,2-2,100.0%,0,1,0,0,0,2,3,2,MinnesotaTimberwolves
MinnesotaTimberwolves,118,41,32,240,28-51,14-36,48.3%,20-25,80.0%  ,9,32,15,13,7,19,35,146,MinnesotaTimberwolves
AnthonyDavis,31,8,4,39,10-19,1-1,55.0%,8-9,88.9%,1,7,1,0,3,2,3,35,LosAngelesLakers
AustinReaves,20,7,5,27,6-10,1-4,50.0%,5-5,100.0%,2,5,4,2,0,2,-9,23,LosAngelesLakers
RuiHachimura,18,5,0,34,5-7,2-5,58.3%,2-6,33.3%,1,4,2,1,0,3,-6,13,LosAngelesLakers
D&#039;AngeloRussell,17,4,8,38,5-13,2-6,36.8%,1-1,100.0%,0,4,4,2,3,1,-4,18,LosAngelesLakers
TaureanPrince,14,5,1,37,1-2,4-4,83.3%,0-0,-,0,5,3,0,0,4,6,16,LosAngelesLakers
CameronReddish,8,1,2,37,3-6,0-2,37.5%,2-2,100.0%,1,0,1,1,0,1,-6,6,LosAngelesLakers
JaxsonHayes,3,3,1,11,1-1,0-0,100.0%,1-1,100.0%,1,2,1,0,0,2,-8,6,LosAngelesLakers
JarredVanderbilt,0,5,0,14,0-2,0-1,0.0%,0-0,-,1,4,0,0,0,3,1,2,LosAngelesLakers
ChristianWood,0,0,0,3,0-0,0-0,-,0-0,-,0,0,1,0,0,0,-12,-1,LosAngelesLakers
LosAngelesLakers,111,41,21,240,31-60,10-23,49.4%,19-24,79.2%  ,9,32,17,6,6,19,-35,118,LosAngelesLakers
