PLAYER,Pts,Reb,Ast,MIN,2M-2A,3M-3A,FG%,1M-1A,1%,Or,Dr,To,Stl,Blk,Fo,+/-,Eff,Team
BennedictMathurin,31,5,4,37,8-12,2-2,71.4%,9-10,90.0%,0,5,5,2,0,1,-3,32,IndianaPacers
PascalSiakam,22,6,2,35,9-12,1-3,66.7%,1-3,33.3%,3,3,5,2,0,3,-5,20,IndianaPacers
BuddyHield,17,4,4,28,4-5,3-8,53.8%,0-0,-,0,4,0,2,0,3,-10,21,IndianaPacers
TyreseHaliburton,14,3,1,22,5-7,1-3,60.0%,1-1,100.0%,1,2,5,1,0,1,-15,10,IndianaPacers
IsaiahJackson,10,8,2,27,3-8,0-0,37.5%,4-4,100.0%,2,6,2,2,0,3,-15,15,IndianaPacers
T.J.McConnell,9,3,7,23,2-4,1-1,60.0%,2-2,100.0%,1,2,1,2,0,0,1,18,IndianaPacers
BenSheppard,7,1,0,16,1-1,1-5,33.3%,2-2,100.0%,0,1,0,0,0,0,-1,4,IndianaPacers
AaronNesmith,6,4,2,27,3-5,0-2,42.9%,0-0,-,1,3,1,1,1,6,0,9,IndianaPacers
ObiToppin,6,4,1,18,1-2,1-4,33.3%,1-2,50.0%,0,4,1,1,1,2,-1,7,IndianaPacers
AndrewNembhard,0,0,0,1,0-0,0-0,-,0-0,-,0,0,0,0,0,0,-2,0,IndianaPacers
JaraceWalker,0,1,0,7,0-0,0-1,0.0%,0-0,-,0,1,2,0,1,1,-4,-1,IndianaPacers
IndianaPacers,122,44,23,240,36-56,10-29,54.1%,20-24,83.3%  ,9,35,23,13,3,20,-55,135,IndianaPacers
DomantasSabonis,26,11,7,35,9-13,0-1,64.3%,8-9,88.9%,3,8,4,2,1,3,7,37,SacramentoKings
De&#039;AaronFox,25,3,3,35,10-16,1-5,52.4%,2-6,33.3%,0,3,3,6,1,1,7,21,SacramentoKings
MalikMonk,23,5,6,27,8-11,1-3,64.3%,4-6,66.7%,1,4,1,1,0,4,6,27,SacramentoKings
HarrisonBarnes,22,4,1,37,5-7,4-7,64.3%,0-2,0.0%,1,3,3,3,0,2,7,20,SacramentoKings
KevinHuerter,15,5,6,30,2-4,3-6,50.0%,2-3,66.7%,2,3,4,0,0,5,5,16,SacramentoKings
TreyLyles,13,3,0,16,1-1,3-4,80.0%,2-2,100.0%,1,2,0,0,0,1,1,15,SacramentoKings
KeeganMurray,5,1,1,28,1-1,1-6,28.6%,0-0,-,1,0,0,0,0,0,12,2,SacramentoKings
DavionMitchell,4,2,1,16,2-3,0-2,40.0%,0-0,-,0,2,1,1,0,0,-1,4,SacramentoKings
KesslerEdwards,0,4,1,15,0-0,0-0,-,0-0,-,0,4,0,2,1,1,11,8,SacramentoKings
SacramentoKings,133,42,26,240,38-56,13-34,56.7%,18-28,64.3%  ,11,31,17,15,3,17,55,150,SacramentoKings
