PLAYER,Pts,Reb,Ast,MIN,2M-2A,3M-3A,FG%,1M-1A,1%,Or,Dr,To,Stl,Blk,Fo,+/-,Eff,Team
StephenCurry,27,5,1,31,4-6,4-14,40.0%,7-7,100.0%,1,4,2,1,0,5,-9,20,GoldenStateWarriors
KlayThompson,15,7,3,36,3-7,3-11,33.3%,0-0,-,1,6,3,0,1,3,9,11,GoldenStateWarriors
ChrisPaul,14,6,9,34,4-9,0-6,26.7%,6-7,85.7%,1,5,1,2,0,0,5,18,GoldenStateWarriors
JonathanKuminga,12,6,1,20,4-8,0-0,50.0%,4-6,66.7%,3,3,2,2,1,5,4,14,GoldenStateWarriors
MosesMoody,11,3,0,18,2-2,2-4,66.7%,1-2,50.0%,1,2,1,3,1,1,-6,14,GoldenStateWarriors
AndrewWiggins,10,1,0,27,4-9,0-3,33.3%,2-3,66.7%,1,0,0,0,1,3,-22,3,GoldenStateWarriors
KevonLooney,7,11,1,28,3-6,0-0,50.0%,1-1,100.0%,5,6,2,0,0,2,-11,14,GoldenStateWarriors
DarioSaric,7,7,1,20,2-8,1-3,27.3%,0-0,-,4,3,0,0,2,3,7,9,GoldenStateWarriors
GaryPaytonII,1,2,2,22,0-3,0-2,0.0%,1-2,50.0%,0,2,0,3,0,1,15,2,GoldenStateWarriors
CoryJoseph,0,1,1,4,0-0,0-0,-,0-0,-,1,0,0,0,0,0,-12,2,GoldenStateWarriors
GoldenStateWarriors,104,49,19,240,26-58,10-43,35.6%,22-28,78.6%  ,18,31,11,11,6,23,-20,107,GoldenStateWarriors
DevinBooker,32,6,8,37,10-13,3-8,61.9%,3-3,100.0%,1,5,6,1,0,4,5,33,PhoenixSuns
KevinDurant,18,10,3,37,6-20,1-2,31.8%,3-5,60.0%,2,8,2,0,1,1,0,13,PhoenixSuns
JoshOkogie,17,5,1,32,6-8,1-1,77.8%,2-2,100.0%,4,1,2,1,0,2,2,20,PhoenixSuns
JusufNurkic,14,14,3,28,4-6,1-2,62.5%,3-3,100.0%,3,11,1,0,1,5,2,28,PhoenixSuns
EricGordon,10,4,1,32,2-7,2-9,25.0%,0-0,-,1,3,1,1,1,2,6,4,PhoenixSuns
YutaWatanabe,8,4,0,18,1-1,2-4,60.0%,0-0,-,0,4,1,0,1,2,7,10,PhoenixSuns
DrewEubanks,4,8,2,19,1-3,0-0,33.3%,2-4,50.0%,2,6,3,0,3,3,-2,10,PhoenixSuns
NassirLittle,3,1,0,3,0-0,1-1,100.0%,0-0,-,0,1,0,1,0,1,-3,5,PhoenixSuns
JordanGoodwin,2,4,3,14,1-3,0-1,25.0%,0-0,-,1,3,2,1,0,0,7,5,PhoenixSuns
GraysonAllen,0,4,2,21,0-1,0-5,0.0%,0-0,-,3,1,1,0,0,2,-4,-1,PhoenixSuns
PhoenixSuns,108,60,23,240,31-62,11-33,44.2%,13-17,76.5%  ,17,43,19,5,7,22,20,127,PhoenixSuns
