PLAYER,Pts,Reb,Ast,MIN,2M-2A,3M-3A,FG%,1M-1A,1%,Or,Dr,To,Stl,Blk,Fo,+/-,Eff,Team
MylesTurner,22,6,1,37,8-13,0-5,44.4%,6-7,85.7%,0,6,2,1,0,3,-9,17,IndianaPacers
T.J.McConnell,17,1,7,21,6-10,1-1,63.6%,2-2,100.0%,0,1,3,0,0,3,10,18,IndianaPacers
PascalSiakam,16,10,4,33,7-16,0-0,43.8%,2-2,100.0%,2,8,1,0,0,1,-5,20,IndianaPacers
AndrewNembhard,15,1,7,27,6-6,1-3,77.8%,0-0,-,0,1,2,0,0,1,-15,19,IndianaPacers
AaronNesmith,13,9,0,34,4-6,1-7,38.5%,2-2,100.0%,4,5,1,0,0,3,-4,13,IndianaPacers
BennedictMathurin,11,5,3,28,2-6,1-2,37.5%,4-5,80.0%,0,5,1,0,0,2,2,12,IndianaPacers
BenSheppard,5,1,1,12,1-1,1-1,100.0%,0-0,-,1,0,0,1,0,1,7,8,IndianaPacers
ObiToppin,4,2,0,17,2-4,0-0,50.0%,0-0,-,0,2,0,0,0,0,4,4,IndianaPacers
BuddyHield,3,1,1,22,1-1,0-2,33.3%,1-1,100.0%,0,1,0,2,1,1,-15,6,IndianaPacers
IsaiahJackson,3,2,0,9,1-3,0-0,33.3%,1-2,50.0%,0,2,0,0,0,1,0,2,IndianaPacers
IndianaPacers,109,38,24,240,38-66,5-21,49.4%,18-21,85.7%  ,7,31,10,4,1,16,-25,119,IndianaPacers
NikolaJokic,31,13,10,37,10-15,3-4,68.4%,2-2,100.0%,2,11,1,0,1,3,9,48,DenverNuggets
JamalMurray,31,8,7,37,8-15,3-9,45.8%,6-6,100.0%,2,6,3,0,0,1,17,30,DenverNuggets
KentaviousCaldwell-Pope,14,5,0,35,3-6,2-6,41.7%,2-2,100.0%,2,3,1,1,0,3,7,12,DenverNuggets
ReggieJackson,13,2,2,24,5-7,1-4,54.5%,0-0,-,0,2,2,2,1,3,-14,13,DenverNuggets
AaronGordon,9,1,1,32,3-4,0-1,60.0%,3-3,100.0%,0,1,0,0,2,3,5,11,DenverNuggets
PeytonWatson,7,2,0,19,1-2,1-2,50.0%,2-2,100.0%,0,2,2,1,2,1,-3,8,DenverNuggets
MichaelPorter,5,4,1,31,1-4,1-5,22.2%,0-0,-,0,4,0,0,1,1,7,4,DenverNuggets
ChristianBraun,2,4,0,15,1-1,0-2,33.3%,0-0,-,3,1,0,1,1,0,-1,6,DenverNuggets
DeAndreJordan,2,3,1,11,1-1,0-0,100.0%,0-2,0.0%,2,1,1,0,1,2,-2,4,DenverNuggets
DenverNuggets,114,42,22,240,33-55,11-33,50.0%,15-17,88.2%  ,11,31,10,5,9,17,25,136,DenverNuggets
