PLAYER,Pts,Reb,Ast,MIN,2M-2A,3M-3A,FG%,1M-1A,1%,Or,Dr,To,Stl,Blk,Fo,+/-,Eff,Team
ScottieBarnes,20,12,2,37,7-15,1-4,42.1%,3-3,100.0%,4,8,4,2,1,3,1,22,TorontoRaptors
PascalSiakam,20,6,3,35,9-15,0-6,42.9%,2-3,66.7%,1,5,0,1,0,1,-2,17,TorontoRaptors
JakobPoeltl,14,10,1,28,6-8,0-0,75.0%,2-3,66.7%,5,5,2,0,1,3,-5,21,TorontoRaptors
DennisSchroder,10,1,8,32,3-7,1-3,40.0%,1-1,100.0%,0,1,1,1,0,1,1,13,TorontoRaptors
OguguaAnunoby,10,3,1,30,2-3,2-9,33.3%,0-0,-,0,3,2,2,1,0,0,7,TorontoRaptors
MalachiFlynn,6,1,0,15,3-3,0-2,60.0%,0-0,-,0,1,1,1,0,1,-9,5,TorontoRaptors
ChrisBoucher,4,7,1,17,1-4,0-0,25.0%,2-2,100.0%,3,4,1,0,1,2,-3,9,TorontoRaptors
GradeyDick,4,6,0,21,2-4,0-3,28.6%,0-0,-,1,5,0,2,0,3,-9,7,TorontoRaptors
GaryTrentJr.,3,1,2,19,1-6,0-1,14.3%,1-3,33.3%,0,1,0,1,0,2,-10,-1,TorontoRaptors
JalenMcDaniels,0,0,1,5,0-0,0-1,0.0%,0-0,-,0,0,0,0,0,1,-4,0,TorontoRaptors
TorontoRaptors,91,47,19,240,34-65,4-29,40.4%,11-15,73.3%  ,14,33,11,10,4,17,-40,100,TorontoRaptors
JeramiGrant,22,6,0,37,6-10,2-8,44.4%,4-4,100.0%,1,5,2,1,1,2,8,18,PortlandTrailBlazers
MalcolmBrogdon,21,3,5,29,6-14,3-7,42.9%,0-1,0.0%,1,2,1,0,0,2,9,15,PortlandTrailBlazers
ShaedonSharpe,14,5,3,38,2-5,2-5,40.0%,4-4,100.0%,2,3,4,1,2,3,4,15,PortlandTrailBlazers
ScootHenderson,11,4,7,34,4-6,0-6,33.3%,3-4,75.0%,0,4,4,2,0,6,1,11,PortlandTrailBlazers
DeandreAyton,10,23,2,32,5-9,0-0,55.6%,0-0,-,7,16,1,1,2,1,7,33,PortlandTrailBlazers
MatisseThybulle,9,0,2,19,0-0,3-4,75.0%,0-0,-,0,0,0,0,0,1,-5,10,PortlandTrailBlazers
SkylarMays,5,0,1,11,1-1,1-3,50.0%,0-0,-,0,0,0,1,0,0,3,5,PortlandTrailBlazers
JabariWalker,4,3,0,16,2-3,0-0,66.7%,0-0,-,0,3,1,0,1,2,1,6,PortlandTrailBlazers
ToumaniCamara,3,7,0,23,1-2,0-2,25.0%,1-2,50.0%,2,5,1,0,1,2,12,6,PortlandTrailBlazers
PortlandTrailBlazers,99,51,20,240,27-50,11-35,44.7%,12-15,80.0%  ,13,38,14,6,7,19,40,119,PortlandTrailBlazers
