PLAYER,Pts,Reb,Ast,MIN,2M-2A,3M-3A,FG%,1M-1A,1%,Or,Dr,To,Stl,Blk,Fo,+/-,Eff,Team
De&#039;AaronFox,28,2,6,36,9-14,2-6,55.0%,4-7,57.1%,1,1,1,1,0,2,17,24,SacramentoKings
KeeganMurray,25,8,1,38,4-5,5-8,69.2%,2-2,100.0%,2,6,0,1,0,0,21,31,SacramentoKings
DomantasSabonis,23,9,10,35,7-8,1-2,80.0%,6-11,54.5%,0,9,3,0,2,4,6,34,SacramentoKings
KevinHuerter,20,2,2,29,1-2,6-9,63.6%,0-0,-,1,1,0,0,0,4,5,20,SacramentoKings
MalikMonk,13,5,4,26,1-3,3-5,50.0%,2-2,100.0%,1,4,2,1,1,2,10,18,SacramentoKings
SashaVezenkov,11,2,0,17,1-1,3-5,66.7%,0-0,-,0,2,0,0,0,1,7,11,SacramentoKings
HarrisonBarnes,4,5,3,22,2-2,0-2,50.0%,0-0,-,2,3,1,0,0,0,8,9,SacramentoKings
JaValeMcGee,2,4,1,7,1-2,0-0,50.0%,0-0,-,1,3,0,0,0,1,2,6,SacramentoKings
AlexLen,2,0,3,6,1-2,0-0,50.0%,0-0,-,0,0,0,0,0,0,4,4,SacramentoKings
KeonEllis,2,0,2,12,1-1,0-2,33.3%,0-0,-,0,0,2,0,1,1,-3,1,SacramentoKings
ChrisDuarte,2,0,0,9,1-1,0-2,33.3%,0-0,-,0,0,1,0,0,4,-2,-1,SacramentoKings
ColbyJones,0,0,0,1,0-0,0-0,-,0-0,-,0,0,0,0,0,0,-5,0,SacramentoKings
KesslerEdwards,0,0,0,1,0-0,0-0,-,0-0,-,0,0,0,0,0,0,-5,0,SacramentoKings
JordanFord,0,0,0,1,0-0,0-1,0.0%,0-0,-,0,0,0,0,0,0,-5,-1,SacramentoKings
SacramentoKings,132,37,32,240,29-41,20-42,59.0%,14-22,63.6%  ,8,29,10,3,4,19,60,156,SacramentoKings
DonovanMitchell,22,2,5,38,3-12,4-9,33.3%,4-4,100.0%,0,2,2,1,1,0,-1,15,ClevelandCavaliers
CarisLeVert,21,3,1,28,5-10,2-3,53.8%,5-6,83.3%,1,2,2,0,0,3,-7,16,ClevelandCavaliers
MaxStrus,19,5,4,34,2-3,5-9,58.3%,0-0,-,2,3,1,1,0,3,10,23,ClevelandCavaliers
EvanMobley,16,12,2,30,8-14,0-0,57.1%,0-0,-,7,5,3,1,0,4,-3,22,ClevelandCavaliers
DariusGarland,16,3,6,34,2-6,3-8,35.7%,3-4,75.0%,0,3,1,0,0,1,-14,14,ClevelandCavaliers
JarrettAllen,12,9,1,22,5-6,0-0,83.3%,2-3,66.7%,4,5,2,0,0,2,-25,18,ClevelandCavaliers
GeorgesNiang,12,1,1,22,3-3,2-4,71.4%,0-0,-,0,1,0,0,0,1,-12,12,ClevelandCavaliers
TristanThompson,2,1,0,13,1-1,0-0,100.0%,0-0,-,0,1,0,0,0,2,8,3,ClevelandCavaliers
CraigPorter,0,3,3,3,0-1,0-0,0.0%,0-0,-,0,3,0,0,0,1,1,5,ClevelandCavaliers
DeanWade,0,0,1,13,0-0,0-1,0.0%,0-0,-,0,0,0,0,0,1,-18,0,ClevelandCavaliers
SamMerrill,0,0,0,3,0-0,0-1,0.0%,0-0,-,0,0,0,0,0,0,1,-1,ClevelandCavaliers
ClevelandCavaliers,120,39,24,240,29-56,16-35,49.5%,14-17,82.4%  ,14,25,11,3,1,18,-60,127,ClevelandCavaliers
