PLAYER,Pts,Reb,Ast,MIN,2M-2A,3M-3A,FG%,1M-1A,1%,Or,Dr,To,Stl,Blk,Fo,+/-,Eff,Team
JimmyButler,23,8,8,34,4-5,2-4,66.7%,9-12,75.0%,0,8,5,3,0,0,11,31,MiamiHeat
TerryRozier,18,6,7,31,5-8,2-4,58.3%,2-3,66.7%,1,5,1,1,0,1,21,25,MiamiHeat
BamAdebayo,14,8,3,30,7-9,0-0,77.8%,0-0,-,2,6,3,0,1,3,32,21,MiamiHeat
TylerHerro,14,3,4,26,4-8,2-5,46.2%,0-0,-,0,3,1,0,0,0,22,13,MiamiHeat
JoshRichardson,13,5,1,27,2-4,3-3,71.4%,0-0,-,2,3,0,2,0,4,16,19,MiamiHeat
JaimeJaquez,12,6,2,23,3-6,1-5,36.4%,3-3,100.0%,2,4,2,3,0,3,8,14,MiamiHeat
CalebMartin,11,3,1,25,4-6,1-3,55.6%,0-0,-,1,2,0,1,1,2,14,13,MiamiHeat
DuncanRobinson,9,1,1,22,3-3,1-4,57.1%,0-0,-,0,1,0,0,1,2,10,9,MiamiHeat
KevinLove,7,4,4,15,2-2,1-7,33.3%,0-0,-,3,1,1,0,0,4,-8,8,MiamiHeat
OrlandoRobinson,0,1,0,3,0-0,0-1,0.0%,0-0,-,0,1,0,0,0,0,2,0,MiamiHeat
HaywoodHighsmith,0,0,0,3,0-0,0-0,-,0-0,-,0,0,0,0,0,0,2,0,MiamiHeat
MiamiHeat,121,45,31,240,34-51,13-36,54.0%,14-18,77.8%  ,11,34,13,10,3,19,130,153,MiamiHeat
PaoloBanchero,23,9,7,34,6-12,1-4,43.8%,8-12,66.7%,1,8,2,2,0,2,-23,26,OrlandoMagic
WendellCarter,15,6,3,28,4-5,2-4,66.7%,1-2,50.0%,1,5,0,0,0,5,-22,20,OrlandoMagic
MarkelleFultz,13,1,4,28,4-8,1-2,50.0%,2-2,100.0%,1,0,2,1,1,3,-9,13,OrlandoMagic
FranzWagner,13,7,3,35,4-8,1-7,33.3%,2-2,100.0%,1,6,7,2,0,1,-20,8,OrlandoMagic
JoeIngles,9,1,1,15,0-0,3-4,75.0%,0-0,-,0,1,0,0,0,0,1,10,OrlandoMagic
GaryHarris,7,1,1,19,3-3,0-3,50.0%,1-1,100.0%,1,0,0,1,0,1,-17,7,OrlandoMagic
ColeAnthony,4,3,0,14,2-2,0-1,66.7%,0-0,-,0,3,2,1,0,1,-1,5,OrlandoMagic
JonathanIsaac,3,3,1,10,0-0,1-2,50.0%,0-0,-,0,3,2,0,1,0,-18,5,OrlandoMagic
JalenSuggs,3,3,4,28,0-1,1-6,14.3%,0-0,-,0,3,0,0,0,2,-9,4,OrlandoMagic
MoritzWagner,3,3,0,16,1-3,0-1,25.0%,1-2,50.0%,3,0,1,0,1,2,-4,2,OrlandoMagic
ChumaOkeke,2,0,0,3,1-2,0-0,50.0%,0-0,-,0,0,0,0,0,0,-2,1,OrlandoMagic
GogaBitadze,0,1,1,3,0-0,0-0,-,0-0,-,0,1,1,0,0,0,-2,1,OrlandoMagic
AnthonyBlack,0,1,0,3,0-1,0-0,0.0%,0-0,-,0,1,1,0,0,0,-2,-1,OrlandoMagic
CalebHoustan,0,0,0,3,0-0,0-1,0.0%,0-0,-,0,0,0,0,0,0,-2,-1,OrlandoMagic
OrlandoMagic,95,39,25,240,25-45,10-35,43.8%,15-21,71.4%  ,8,31,18,7,3,17,-130,100,OrlandoMagic
