PLAYER,Pts,Reb,Ast,MIN,2M-2A,3M-3A,FG%,1M-1A,1%,Or,Dr,To,Stl,Blk,Fo,+/-,Eff,Team
JonasValanciunas,24,12,1,31,9-11,0-1,75.0%,6-7,85.7%,2,10,1,1,2,3,15,35,NewOrleansPelicans
C.J.McCollum,19,3,8,38,7-10,1-8,44.4%,2-2,100.0%,1,2,1,2,1,1,16,22,NewOrleansPelicans
TreyMurphyIII,18,3,1,22,3-3,4-10,53.8%,0-0,-,1,2,0,1,1,0,9,18,NewOrleansPelicans
HerbertJones,17,4,0,31,3-4,3-4,75.0%,2-2,100.0%,2,2,1,3,1,1,14,22,NewOrleansPelicans
BrandonIngram,14,5,7,34,3-10,0-4,21.4%,8-8,100.0%,0,5,4,1,0,3,10,12,NewOrleansPelicans
ZionWilliamson,12,4,7,26,4-9,0-0,44.4%,4-5,80.0%,1,3,1,0,1,2,12,17,NewOrleansPelicans
NajiMarshall,10,6,0,19,2-3,1-1,75.0%,3-3,100.0%,2,4,2,0,0,1,5,13,NewOrleansPelicans
JordanHawkins,3,0,0,15,0-1,1-2,33.3%,0-0,-,0,0,1,0,0,1,-9,0,NewOrleansPelicans
CodyZeller,2,3,1,13,0-0,0-0,-,2-2,100.0%,1,2,0,0,0,1,2,6,NewOrleansPelicans
DysonDaniels,2,2,1,12,1-3,0-1,25.0%,0-0,-,0,2,0,0,0,2,1,2,NewOrleansPelicans
NewOrleansPelicans,121,42,26,240,32-54,10-31,49.4%,27-29,93.1%  ,10,32,11,8,6,15,75,147,NewOrleansPelicans
DevinVassell,14,0,1,27,3-5,2-7,41.7%,2-2,100.0%,0,0,3,2,0,2,-16,7,SanAntonioSpurs
JeremySochan,13,3,4,31,2-9,2-4,30.8%,3-4,75.0%,0,3,2,0,0,2,-9,8,SanAntonioSpurs
JulianChampagnie,12,5,3,22,1-1,3-6,57.1%,1-1,100.0%,1,4,3,0,0,3,-7,14,SanAntonioSpurs
ZachCollins,12,5,3,24,2-6,1-5,27.3%,5-6,83.3%,3,2,3,2,1,2,-18,11,SanAntonioSpurs
KeldonJohnson,11,7,3,33,3-4,1-3,57.1%,2-2,100.0%,1,6,2,1,0,2,-7,17,SanAntonioSpurs
CediOsman,11,2,5,27,2-4,2-5,44.4%,1-2,50.0%,0,2,0,0,1,3,-17,13,SanAntonioSpurs
TreJones,10,3,3,23,2-5,2-4,44.4%,0-0,-,1,2,2,0,0,1,-10,9,SanAntonioSpurs
MalakiBranham,10,2,0,22,2-4,2-3,57.1%,0-0,-,0,2,3,0,0,1,2,6,SanAntonioSpurs
CharlesBassey,8,11,3,19,4-4,0-0,100.0%,0-0,-,1,10,1,0,3,4,5,24,SanAntonioSpurs
SandroMamukelashvili,3,1,1,6,0-1,1-2,33.3%,0-0,-,1,0,0,0,0,1,0,3,SanAntonioSpurs
DominickBarlow,2,0,0,3,1-1,0-0,100.0%,0-0,-,0,0,0,0,0,0,1,2,SanAntonioSpurs
BlakeWesley,0,0,2,3,0-0,0-0,-,0-0,-,0,0,0,0,0,0,1,2,SanAntonioSpurs
SanAntonioSpurs,106,39,28,240,22-44,16-39,45.8%,14-17,82.4%  ,8,31,19,5,5,21,-75,116,SanAntonioSpurs
