PLAYER,Pts,Reb,Ast,MIN,2M-2A,3M-3A,FG%,1M-1A,1%,Or,Dr,To,Stl,Blk,Fo,+/-,Eff,Team
Karl-AnthonyTowns,32,11,4,37,8-15,4-7,54.5%,4-5,80.0%,4,7,4,2,1,3,9,35,MinnesotaTimberwolves
NickeilAlexander-Walker,20,5,7,36,4-8,4-8,50.0%,0-0,-,2,3,4,5,2,4,15,27,MinnesotaTimberwolves
RudyGobert,15,13,0,37,6-11,0-0,54.5%,3-4,75.0%,3,10,0,0,3,4,15,25,MinnesotaTimberwolves
MikeConley,8,3,7,29,0-0,2-6,33.3%,2-2,100.0%,0,3,2,2,0,3,4,14,MinnesotaTimberwolves
TroyBrown,8,3,2,29,1-3,2-3,50.0%,0-0,-,0,3,1,1,0,0,20,10,MinnesotaTimberwolves
NazReid,6,3,0,22,3-5,0-4,33.3%,0-0,-,1,2,0,1,1,2,-2,5,MinnesotaTimberwolves
ShakeMilton,5,2,3,20,2-5,0-2,28.6%,1-2,50.0%,0,2,0,2,0,0,-6,6,MinnesotaTimberwolves
KyleAnderson,4,1,6,19,2-6,0-1,28.6%,0-0,-,0,1,0,0,0,0,-6,6,MinnesotaTimberwolves
DaishenNix,3,1,0,10,0-1,1-4,20.0%,0-0,-,0,1,0,0,0,0,6,0,MinnesotaTimberwolves
MinnesotaTimberwolves,101,42,29,240,26-54,13-35,43.8%,10-13,76.9%  ,10,32,11,13,7,16,55,128,MinnesotaTimberwolves
SimoneFontecchio,16,5,5,34,4-5,2-7,50.0%,2-2,100.0%,3,2,2,1,0,3,-11,19,UtahJazz
CollinSexton,14,3,4,23,3-6,1-2,50.0%,5-5,100.0%,0,3,3,0,0,1,-3,14,UtahJazz
OchaiAgbaji,13,6,3,36,2-4,3-6,50.0%,0-0,-,3,3,1,4,0,1,-3,20,UtahJazz
KeyonteGeorge,12,4,4,33,3-13,1-6,21.1%,3-3,100.0%,1,3,2,0,0,2,-11,3,UtahJazz
JohnCollins,9,12,0,28,2-8,1-4,25.0%,2-2,100.0%,3,9,4,0,0,4,-17,8,UtahJazz
KellyOlynyk,8,4,3,14,1-3,2-2,60.0%,0-0,-,1,3,2,0,0,3,2,11,UtahJazz
WalkerKessler,7,5,2,27,3-4,0-2,50.0%,1-2,50.0%,0,5,1,1,3,1,-7,13,UtahJazz
TalenHorton-Tucker,7,1,1,19,2-4,1-3,42.9%,0-0,-,0,1,0,0,0,1,1,5,UtahJazz
OmerYurtseven,2,7,0,14,1-3,0-1,25.0%,0-0,-,1,6,2,0,1,3,-4,5,UtahJazz
LukaSamanic,2,4,0,12,1-3,0-1,25.0%,0-0,-,1,3,2,0,0,0,-2,1,UtahJazz
UtahJazz,90,51,22,240,22-53,11-34,37.9%,13-14,92.9%  ,13,38,19,6,4,19,-55,99,UtahJazz
