PLAYER,Pts,Reb,2M,2A,3M,3A,1M,1A,Ast,MIN,2M-2A,3M-3A,FG%,1M-1A,1%,Or,Dr,To,Stl,Blk,Fo,+/-,Eff,Team
StephenCurry,38,5,6,12,5,13,11,12,3,36,6-12,5-13,44.0,11-12,91.7,1,4,5,1,0,2,-4,27,GoldenStateWarriors
KlayThompson,16,5,2,6,3,10,3,3,3,33,2-6,3-10,31.3,3-3,100.0,0,5,1,1,0,1,4,13,GoldenStateWarriors
DarioSaric,11,10,4,6,1,4,0,0,1,27,4-6,1-4,50.0,0-0,0,3,7,1,1,0,4,2,17,GoldenStateWarriors
JonathanKuminga,10,3,2,8,0,3,6,7,0,24,2-8,0-3,18.2,6-7,85.7,2,1,0,2,0,2,5,5,GoldenStateWarriors
DraymondGreen,9,9,2,4,1,3,2,2,7,24,2-4,1-3,42.9,2-2,100.0,2,7,2,1,0,5,-11,20,GoldenStateWarriors
BrandinPodziemski,8,1,1,3,2,2,0,0,0,1,1-3,2-2,60.0,0-0,0,1,0,0,1,0,0,6,8,GoldenStateWarriors
AndrewWiggins,6,4,3,5,0,2,0,2,2,25,3-5,0-2,42.9,0-2,0.0,2,2,1,1,0,4,-13,6,GoldenStateWarriors
GaryPaytonII,4,4,2,2,0,0,0,0,2,14,2-2,0-0,100.0,0-0,0,2,2,1,0,0,2,-2,9,GoldenStateWarriors
KevonLooney,2,6,1,3,0,0,0,0,0,19,1-3,0-0,33.3,0-0,0,5,1,0,1,0,3,-12,7,GoldenStateWarriors
ChrisPaul,2,1,0,1,0,2,2,2,5,22,0-1,0-2,0.0,2-2,100.0,0,1,2,0,0,4,-1,3,GoldenStateWarriors
TrayceJackson-Davis,2,0,1,1,0,0,0,0,1,1,1-1,0-0,100.0,0-0,0,0,0,0,0,0,0,6,3,GoldenStateWarriors
MosesMoody,2,3,1,2,0,4,0,0,0,13,1-2,0-4,16.7,0-0,0,1,2,1,0,0,1,-10,-1,GoldenStateWarriors
GoldenStateWarriors,110,57,25,53,12,43,24,28,24,240,25-53,12-43,38.5,24-28,0,23,34,16,9,0,28,-30,117,GoldenStateWarriors
AnthonyEdwards,33,6,10,18,1,9,10,10,7,38,10-18,1-9,40.7,10-10,100.0,1,5,4,2,0,0,15,28,MinnesotaTimberwolves
Karl-AnthonyTowns,21,14,6,11,2,3,3,3,3,37,6-11,2-3,57.1,3-3,100.0,2,12,1,2,1,1,11,34,MinnesotaTimberwolves
JadenMcDaniels,13,0,5,6,1,2,0,0,1,35,5-6,1-2,75.0,0-0,0,0,0,0,0,0,5,8,12,MinnesotaTimberwolves
RudyGobert,10,10,4,7,0,0,2,8,3,35,4-7,0-0,57.1,2-8,25.0,4,6,2,1,5,3,-1,18,MinnesotaTimberwolves
NickeilAlexander-Walker,10,2,2,3,2,3,0,0,1,17,2-3,2-3,66.7,0-0,0,0,2,0,2,0,2,0,13,MinnesotaTimberwolves
NazReid,10,6,1,3,2,5,2,2,2,19,1-3,2-5,37.5,2-2,100.0,1,5,2,0,0,2,10,11,MinnesotaTimberwolves
MikeConley,8,5,2,2,1,5,1,1,9,31,2-2,1-5,42.9,1-1,100.0,1,4,1,0,0,4,6,17,MinnesotaTimberwolves
KyleAnderson,8,4,4,4,0,0,0,2,1,17,4-4,0-0,100.0,0-2,0.0,0,4,3,1,0,1,-13,9,MinnesotaTimberwolves
TroyBrown,2,0,0,0,0,0,2,2,0,1,0-0,0-0,0,2-2,100.0,0,0,0,0,0,0,-4,2,MinnesotaTimberwolves
ShakeMilton,1,0,0,1,0,0,1,2,0,10,0-1,0-0,0.0,1-2,50.0,0,0,1,0,0,1,-2,-2,MinnesotaTimberwolves
MinnesotaTimberwolves,116,51,34,55,9,27,21,30,27,240,34-55,9-27,52.4,21-30,0,11,40,14,8,6,19,30,142,MinnesotaTimberwolves
