PLAYER,Pts,Reb,2M,2A,3M,3A,1M,1A,Ast,MIN,2M-2A,3M-3A,FG%,1M-1A,1%,Or,Dr,To,Stl,Blk,Fo,+/-,Eff,Team
ColeAnthony,30,7,8,13,1,3,11,12,7,32,8-13,1-3,56.3,11-12,91.7,1,6,2,2,1,3,15,37,OrlandoMagic
FranzWagner,30,7,9,12,2,3,6,9,2,35,9-12,2-3,73.3,6-9,66.7,1,6,3,2,0,3,10,31,OrlandoMagic
PaoloBanchero,23,7,7,13,2,5,3,6,8,37,7-13,2-5,50.0,3-6,50.0,0,7,2,2,0,2,8,26,OrlandoMagic
JalenSuggs,12,5,3,4,2,5,0,0,1,32,3-4,2-5,55.6,0-0,0,0,5,1,1,2,2,6,16,OrlandoMagic
GogaBitadze,11,7,5,7,0,0,1,1,3,20,5-7,0-0,71.4,1-1,100.0,2,5,2,1,0,4,-1,18,OrlandoMagic
MoritzWagner,11,7,3,5,1,2,2,2,2,18,3-5,1-2,57.1,2-2,100.0,2,5,2,0,0,3,7,15,OrlandoMagic
CalebHoustan,6,2,0,0,1,2,3,3,0,12,0-0,1-2,50.0,3-3,100.0,1,1,0,0,0,2,17,7,OrlandoMagic
GaryHarris,5,0,1,1,1,5,0,0,6,24,1-1,1-5,33.3,0-0,0,0,0,0,1,0,2,5,8,OrlandoMagic
AnthonyBlack,2,0,1,3,0,1,0,0,3,15,1-3,0-1,25.0,0-0,0,0,0,0,0,0,3,-2,2,OrlandoMagic
JoeIngles,0,2,0,2,0,1,0,0,1,15,0-2,0-1,0.0,0-0,0,0,2,2,1,0,2,0,-1,OrlandoMagic
OrlandoMagic,130,46,37,60,10,27,26,33,33,240,37-60,10-27,54.0,26-33,0,9,37,15,10,3,26,65,159,OrlandoMagic
MilesBridges,23,10,8,13,1,4,4,6,2,37,8-13,1-4,52.9,4-6,66.7,3,7,3,1,1,2,-6,24,CharlotteHornets
TerryRozier,22,1,7,11,2,4,2,4,9,37,7-11,2-4,60.0,2-4,50.0,0,1,5,1,1,4,-10,21,CharlotteHornets
BrandonMiller,20,5,5,8,2,3,4,5,1,33,5-8,2-3,63.6,4-5,80.0,0,5,2,1,0,5,-1,20,CharlotteHornets
P.J.Washington,13,4,0,1,3,9,4,6,2,28,0-1,3-9,30.0,4-6,66.7,0,4,1,0,3,5,-5,12,CharlotteHornets
MarkWilliams,12,6,5,6,0,0,2,2,1,22,5-6,0-0,83.3,2-2,100.0,1,5,1,1,1,4,-11,19,CharlotteHornets
GordonHayward,10,5,2,7,2,4,0,2,2,33,2-7,2-4,36.4,0-2,0.0,0,5,3,0,1,1,-15,6,CharlotteHornets
LaMeloBall,7,1,2,3,1,3,0,0,2,15,2-3,1-3,50.0,0-0,0,0,1,1,0,0,0,-2,6,CharlotteHornets
J.T.Thor,6,0,0,1,2,3,0,0,0,9,0-1,2-3,50.0,0-0,0,0,0,0,0,0,1,-4,4,CharlotteHornets
IshmaelSmith,4,2,2,3,0,0,0,0,4,17,2-3,0-0,66.7,0-0,0,0,2,1,1,0,2,-13,9,CharlotteHornets
BryceMcGowens,0,2,0,0,0,0,0,0,1,6,0-0,0-0,0,0-0,0,1,1,1,1,0,2,1,3,CharlotteHornets
TheoMaledon,0,0,0,0,0,0,0,0,3,4,0-0,0-0,0,0-0,0,0,0,0,0,0,0,1,3,CharlotteHornets
CharlotteHornets,117,39,31,53,13,30,16,25,27,240,31-53,13-30,53.0,16-25,0,8,31,20,6,7,26,-65,127,CharlotteHornets
