PLAYER,Pts,Reb,2M,2A,3M,3A,1M,1A,Ast,MIN,2M-2A,3M-3A,FG%,1M-1A,1%,Or,Dr,To,Stl,Blk,Fo,+/-,Eff,Team
PaoloBanchero,35,10,9,22,4,7,5,7,4,45,9-22,4-7,44.8,5-7,71.4,1,9,2,3,1,2,18,33,OrlandoMagic
CalebHoustan,25,2,1,1,7,14,2,3,4,36,1-1,7-14,53.3,2-3,66.7,1,1,0,1,0,2,13,24,OrlandoMagic
JalenSuggs,16,5,2,6,4,7,0,0,3,29,2-6,4-7,46.2,0-0,0,1,4,1,1,0,6,16,17,OrlandoMagic
MoritzWagner,15,7,5,8,1,4,2,2,0,25,5-8,1-4,50.0,2-2,100.0,2,5,0,1,0,2,-7,17,OrlandoMagic
GogaBitadze,11,14,5,6,0,0,1,2,3,28,5-6,0-0,83.3,1-2,50.0,7,7,0,0,2,4,14,28,OrlandoMagic
ColeAnthony,10,9,3,10,0,3,4,4,5,31,3-10,0-3,23.1,4-4,100.0,0,9,4,0,0,5,-17,10,OrlandoMagic
ChumaOkeke,3,7,0,0,1,5,0,0,2,38,0-0,1-5,20.0,0-0,0,0,7,1,0,0,0,17,7,OrlandoMagic
TrevelinQueen,2,1,1,1,0,0,0,0,0,6,1-1,0-0,100.0,0-0,0,1,0,1,0,0,2,-3,2,OrlandoMagic
MarkelleFultz,0,2,0,2,0,0,0,4,4,15,0-2,0-0,0.0,0-4,0.0,0,2,1,1,0,0,-6,0,OrlandoMagic
AnthonyBlack,0,0,0,1,0,1,0,0,0,12,0-1,0-1,0.0,0-0,0,0,0,1,1,0,1,-10,-2,OrlandoMagic
OrlandoMagic,117,57,26,57,17,41,14,22,25,265,26-57,17-41,43.9,14-22,0,13,44,11,8,3,24,35,136,OrlandoMagic
TraeYoung,31,4,9,14,2,9,7,10,9,42,9-14,2-9,47.8,7-10,70.0,0,4,5,1,1,2,-10,26,AtlantaHawks
DejounteMurray,24,6,9,18,0,2,6,10,2,40,9-18,0-2,45.0,6-10,60.0,0,6,3,0,0,2,-14,14,AtlantaHawks
BogdanBogdanovic,18,3,3,8,4,9,0,0,1,26,3-8,4-9,41.2,0-0,0,1,2,0,4,0,5,13,16,AtlantaHawks
SaddiqBey,16,7,3,6,2,4,4,5,2,38,3-6,2-4,50.0,4-5,80.0,1,6,0,1,0,1,-17,20,AtlantaHawks
JalenT.Johnson,12,11,6,8,0,4,0,0,4,40,6-8,0-4,50.0,0-0,0,1,10,3,0,1,6,-20,19,AtlantaHawks
OnyekaOkongwu,5,6,1,1,1,2,0,2,3,32,1-1,1-2,66.7,0-2,0.0,1,5,0,0,5,3,19,16,AtlantaHawks
ClintCapela,4,12,2,6,0,0,0,2,0,36,2-6,0-0,33.3,0-2,0.0,4,8,1,3,2,3,-16,14,AtlantaHawks
WesleyMatthews,0,1,0,0,0,0,0,0,0,9,0-0,0-0,0,0-0,0,0,1,0,0,1,1,11,2,AtlantaHawks
GarrisonMathews,0,0,0,0,0,0,0,0,0,2,0-0,0-0,0,0-0,0,0,0,0,0,0,0,-1,0,AtlantaHawks
AtlantaHawks,110,50,33,61,9,30,17,29,21,265,33-61,9-30,46.2,17-29,0,8,42,12,9,10,23,-35,127,AtlantaHawks
