PLAYER,Pts,Reb,2M,2A,3M,3A,1M,1A,Ast,MIN,2M-2A,3M-3A,FG%,1M-1A,1%,Or,Dr,To,Stl,Blk,Fo,+/-,Eff,Team
DejounteMurray,29,4,10,12,3,6,0,0,4,32,10-12,3-6,72.2,0-0,0,0,4,3,3,0,2,-1,32,AtlantaHawks
SaddiqBey,17,4,0,3,3,7,8,9,2,31,0-3,3-7,30.0,8-9,88.9,1,3,0,1,0,1,1,16,AtlantaHawks
JalenT.Johnson,16,4,6,9,1,2,1,3,3,32,6-9,1-2,63.6,1-3,33.3,0,4,3,2,0,3,-17,16,AtlantaHawks
TraeYoung,13,3,2,11,2,6,3,3,6,30,2-11,2-6,23.5,3-3,100.0,3,0,5,2,0,1,-19,6,AtlantaHawks
BogdanBogdanovic,10,5,1,7,2,5,2,2,2,25,1-7,2-5,25.0,2-2,100.0,3,2,2,3,0,2,-24,9,AtlantaHawks
ClintCapela,7,5,3,5,0,0,1,4,1,22,3-5,0-0,60.0,1-4,25.0,3,2,0,1,1,1,-1,10,AtlantaHawks
OnyekaOkongwu,6,1,3,4,0,0,0,0,1,23,3-4,0-0,75.0,0-0,0,1,0,0,0,0,2,-19,7,AtlantaHawks
TrentForrest,4,0,2,5,0,0,0,0,6,20,2-5,0-0,40.0,0-0,0,0,0,1,1,0,0,-5,7,AtlantaHawks
PattyMills,2,1,1,2,0,1,0,0,0,15,1-2,0-1,33.3,0-0,0,1,0,0,1,0,1,-11,2,AtlantaHawks
AJGriffin,2,0,1,1,0,1,0,0,0,4,1-1,0-1,50.0,0-0,0,0,0,0,0,1,0,2,2,AtlantaHawks
SethLundy,2,0,0,0,0,1,2,2,0,4,0-0,0-1,0.0,2-2,100.0,0,0,0,0,0,0,2,1,AtlantaHawks
BrunoFernando,0,1,0,0,0,1,0,0,0,4,0-0,0-1,0.0,0-0,0,0,1,0,0,0,0,2,0,AtlantaHawks
AtlantaHawks,108,29,29,59,11,30,17,23,25,240,29-59,11-30,44.9,17-23,0,13,16,15,14,2,13,-90,108,AtlantaHawks
ObiToppin,18,6,7,7,0,0,4,4,4,21,7-7,0-0,100.0,4-4,100.0,2,4,1,0,0,4,10,27,IndianaPacers
BuddyHield,18,3,3,5,4,6,0,0,2,23,3-5,4-6,63.6,0-0,0,0,3,2,0,3,3,14,20,IndianaPacers
BennedictMathurin,15,1,6,8,0,1,3,5,3,27,6-8,0-1,66.7,3-5,60.0,1,0,5,0,0,2,16,9,IndianaPacers
AaronNesmith,13,4,2,3,3,3,0,0,0,21,2-3,3-3,83.3,0-0,0,1,3,1,1,0,3,1,16,IndianaPacers
IsaiahJackson,12,5,6,7,0,0,0,0,2,18,6-7,0-0,85.7,0-0,0,1,4,2,4,4,3,11,24,IndianaPacers
MylesTurner,12,7,5,6,0,3,2,3,4,26,5-6,0-3,55.6,2-3,66.7,2,5,3,2,2,2,9,19,IndianaPacers
BruceBrown,12,1,3,6,2,3,0,0,4,21,3-6,2-3,55.6,0-0,0,0,1,2,0,0,0,8,11,IndianaPacers
AndrewNembhard,10,4,2,4,2,2,0,0,6,23,2-4,2-2,66.7,0-0,0,0,4,4,2,0,2,4,16,IndianaPacers
T.J.McConnell,6,4,3,5,0,0,0,0,14,25,3-5,0-0,60.0,0-0,0,0,4,5,3,1,0,14,21,IndianaPacers
JalenSmith,6,7,3,7,0,0,0,0,0,19,3-7,0-0,42.9,0-0,0,3,4,0,0,0,1,11,9,IndianaPacers
OscarTshiebwe,4,1,2,2,0,0,0,0,0,4,2-2,0-0,100.0,0-0,0,0,1,0,0,0,0,-2,5,IndianaPacers
JordanNwora,0,1,0,1,0,0,0,0,2,4,0-1,0-0,0.0,0-0,0,0,1,0,0,0,0,-2,2,IndianaPacers
BenSheppard,0,0,0,0,0,0,0,0,0,4,0-0,0-0,0,0-0,0,0,0,0,0,0,0,-2,0,IndianaPacers
KendallBrown,0,0,0,0,0,0,0,0,0,4,0-0,0-0,0,0-0,0,0,0,0,0,0,1,-2,0,IndianaPacers
IndianaPacers,126,48,42,61,11,18,9,12,41,240,42-61,11-18,67.1,9-12,0,12,36,25,12,10,21,90,179,IndianaPacers
