PLAYER,Pts,Reb,2M,2A,3M,3A,1M,1A,Ast,MIN,2M-2A,3M-3A,FG%,1M-1A,1%,Or,Dr,To,Stl,Blk,Fo,+/-,Eff,Team
JeramiGrant,37,4,13,24,1,4,8,11,3,43,13-24,1-4,50.0,8-11,72.7,1,3,1,1,2,2,2,29,PortlandTrailBlazers
MalcolmBrogdon,30,7,7,14,2,4,10,10,6,37,7-14,2-4,50.0,10-10,100.0,1,6,1,1,1,3,-7,35,PortlandTrailBlazers
JabariWalker,13,12,4,9,0,2,5,6,3,41,4-9,0-2,36.4,5-6,83.3,2,10,0,0,1,3,3,21,PortlandTrailBlazers
DeandreAyton,12,8,6,15,0,0,0,0,1,30,6-15,0-0,40.0,0-0,0,2,6,1,0,2,1,-14,13,PortlandTrailBlazers
ScootHenderson,10,2,4,4,0,0,2,2,1,8,4-4,0-0,100.0,2-2,100.0,0,2,2,0,1,2,8,12,PortlandTrailBlazers
KrisMurray,5,3,1,1,1,1,0,0,0,14,1-1,1-1,100.0,0-0,0,0,3,3,0,0,1,8,5,PortlandTrailBlazers
MatisseThybulle,4,1,1,1,0,1,2,2,2,28,1-1,0-1,50.0,2-2,100.0,0,1,0,1,2,3,-14,9,PortlandTrailBlazers
ToumaniCamara,4,4,1,3,0,0,2,2,0,19,1-3,0-0,33.3,2-2,100.0,1,3,1,0,0,2,11,5,PortlandTrailBlazers
DuopReath,3,5,1,1,0,0,1,2,2,18,1-1,0-0,100.0,1-2,50.0,2,3,0,0,2,4,18,11,PortlandTrailBlazers
JustinMinaya,0,1,0,0,0,0,0,0,0,2,0-0,0-0,0,0-0,0,0,1,0,0,0,0,0,1,PortlandTrailBlazers
PortlandTrailBlazers,118,47,38,72,4,12,30,35,18,240,38-72,4-12,50.0,30-35,0,9,38,9,3,11,21,15,141,PortlandTrailBlazers
MylesTurner,29,12,4,7,6,10,3,3,1,34,4-7,6-10,58.8,3-3,100.0,2,10,1,0,5,3,6,39,IndianaPacers
TyreseHaliburton,21,2,4,7,2,7,7,9,17,35,4-7,2-7,42.9,7-9,77.8,0,2,0,0,0,1,16,30,IndianaPacers
PascalSiakam,21,6,8,11,1,3,2,6,3,34,8-11,1-3,64.3,2-6,33.3,0,6,1,1,0,5,17,21,IndianaPacers
BuddyHield,18,6,0,2,6,11,0,0,7,36,0-2,6-11,46.2,0-0,0,1,5,1,1,1,4,11,25,IndianaPacers
AaronNesmith,12,4,1,5,3,4,1,2,2,28,1-5,3-4,44.4,1-2,50.0,1,3,2,0,0,6,15,10,IndianaPacers
JalenSmith,7,3,1,4,1,1,2,2,0,14,1-4,1-1,40.0,2-2,100.0,2,1,1,0,0,2,-9,6,IndianaPacers
BenSheppard,3,1,0,1,1,3,0,0,0,10,0-1,1-3,25.0,0-0,0,0,1,0,1,0,1,-15,2,IndianaPacers
T.J.McConnell,2,0,1,4,0,0,0,0,2,13,1-4,0-0,25.0,0-0,0,0,0,2,0,0,1,-19,-1,IndianaPacers
BennedictMathurin,2,3,0,3,0,5,2,3,0,23,0-3,0-5,0.0,2-3,66.7,0,3,3,0,0,1,-21,-7,IndianaPacers
ObiToppin,0,0,0,0,0,3,0,0,2,11,0-0,0-3,0.0,0-0,0,0,0,2,0,0,2,-16,-3,IndianaPacers
IndianaPacers,115,37,19,44,20,47,17,25,34,240,19-44,20-47,42.9,17-25,0,6,31,13,3,6,26,-15,122,IndianaPacers
