PLAYER,Pts,Reb,2M,2A,3M,3A,1M,1A,Ast,MIN,2M-2A,3M-3A,FG%,1M-1A,1%,Or,Dr,To,Stl,Blk,Fo,+/-,Eff,Team
KevinDurant,43,6,10,17,6,15,5,6,8,41,10-17,6-15,50.0,5-6,83.3,1,5,1,1,2,2,3,42,PhoenixSuns
BradleyBeal,18,4,5,13,2,4,2,2,5,38,5-13,2-4,41.2,2-2,100.0,0,4,1,0,0,0,6,16,PhoenixSuns
DevinBooker,16,4,4,5,2,6,2,3,5,41,4-5,2-6,54.5,2-3,66.7,0,4,2,1,0,2,-3,18,PhoenixSuns
DrewEubanks,10,8,4,4,0,0,2,2,4,22,4-4,0-0,100.0,2-2,100.0,2,6,0,0,0,3,19,22,PhoenixSuns
GraysonAllen,9,4,0,2,3,4,0,0,3,36,0-2,3-4,50.0,0-0,0,0,4,1,1,0,1,-13,13,PhoenixSuns
JusufNurkic,8,7,4,7,0,0,0,0,4,26,4-7,0-0,57.1,0-0,0,1,6,1,0,2,3,-15,17,PhoenixSuns
KeitaBates-Diop,5,1,1,1,1,2,0,0,2,18,1-1,1-2,66.7,0-0,0,0,1,0,1,1,1,15,9,PhoenixSuns
JoshOkogie,4,3,1,1,0,2,2,4,0,14,1-1,0-2,33.3,2-4,50.0,1,2,0,1,0,1,-4,4,PhoenixSuns
SabenLee,2,2,1,1,0,1,0,0,1,6,1-1,0-1,50.0,0-0,0,0,2,1,0,0,0,2,3,PhoenixSuns
PhoenixSuns,115,39,30,51,14,34,13,17,32,240,30-51,14-34,51.8,13-17,0,5,34,7,5,5,13,10,144,PhoenixSuns
CobyWhite,26,10,6,9,4,5,2,2,9,41,6-9,4-5,71.4,2-2,100.0,2,8,1,2,0,4,9,42,ChicagoBulls
DeMarDerozan,21,5,7,14,1,3,4,6,3,40,7-14,1-3,47.1,4-6,66.7,1,4,2,1,0,3,-10,17,ChicagoBulls
NikolaVucevic,19,17,8,12,1,5,0,0,7,37,8-12,1-5,52.9,0-0,0,5,12,1,0,0,2,10,34,ChicagoBulls
AlexCaruso,15,4,0,1,5,11,0,0,3,33,0-1,5-11,41.7,0-0,0,1,3,2,0,3,5,14,16,ChicagoBulls
PatrickWilliams,13,4,2,4,3,8,0,0,2,32,2-4,3-8,41.7,0-0,0,1,3,2,1,0,2,-10,11,ChicagoBulls
AyoDosunmu,13,1,6,9,0,2,1,2,0,30,6-9,0-2,54.5,1-2,50.0,1,0,1,2,1,2,-10,10,ChicagoBulls
AndreDrummond,6,5,2,4,0,0,2,4,0,11,2-4,0-0,50.0,2-4,50.0,3,2,1,0,0,0,-12,6,ChicagoBulls
DalenTerry,0,0,0,1,0,1,0,0,1,9,0-1,0-1,0.0,0-0,0,0,0,0,0,0,0,1,-1,ChicagoBulls
JevonCarter,0,1,0,2,0,2,0,0,0,8,0-2,0-2,0.0,0-0,0,0,1,0,0,0,0,-2,-3,ChicagoBulls
ChicagoBulls,113,47,31,56,14,37,9,14,25,240,31-56,14-37,48.4,9-14,0,14,33,10,6,4,18,-10,132,ChicagoBulls
