PLAYER,Pts,Reb,Ast,MIN,2M-2A,3M-3A,FG%,1M-1A,1%,Or,Dr,To,Stl,Blk,Fo,+/-,Eff,Team
TylerHerro,28,3,3,34,5-10,5-10,50.0%,3-3,100.0%,2,1,1,0,0,2,1,23,MiamiHeat
BamAdebayo,22,12,3,32,9-12,0-0,75.0%,4-7,57.1%,1,11,3,1,0,4,12,29,MiamiHeat
KevinLove,15,7,4,23,3-4,1-3,57.1%,6-7,85.7%,3,4,1,1,0,2,5,22,MiamiHeat
DuncanRobinson,14,3,7,29,1-2,3-10,33.3%,3-3,100.0%,0,3,1,1,0,6,2,16,MiamiHeat
JaimeJaquez,14,4,4,39,4-9,1-2,45.5%,3-4,75.0%,0,4,2,1,0,1,6,14,MiamiHeat
JoshRichardson,12,2,2,29,2-3,2-3,66.7%,2-2,100.0%,0,2,0,0,1,2,1,15,MiamiHeat
NikolaJovic,6,8,6,21,1-4,1-5,22.2%,1-4,25.0%,3,5,2,2,2,3,7,12,MiamiHeat
KyleLowry,6,2,1,16,1-2,1-1,66.7%,1-2,50.0%,1,1,0,0,2,1,5,9,MiamiHeat
HaywoodHighsmith,3,3,0,16,0-0,1-2,50.0%,0-0,-,0,3,0,0,0,0,-4,5,MiamiHeat
MiamiHeat,120,44,30,240,26-46,15-36,50.0%,23-32,71.9%  ,10,34,10,6,5,21,35,145,MiamiHeat
FredVanVleet,32,5,7,39,3-8,7-14,45.5%,5-5,100.0%,2,3,1,0,2,2,-3,33,HoustonRockets
AlperenSengun,22,11,2,33,8-13,1-2,60.0%,3-4,75.0%,4,7,3,3,0,6,-10,28,HoustonRockets
CamWhitmore,11,6,0,17,4-6,1-2,62.5%,0-0,-,1,5,1,1,0,4,8,14,HoustonRockets
JalenGreen,11,5,6,31,0-2,2-8,20.0%,5-6,83.3%,0,5,3,0,0,3,-11,10,HoustonRockets
JabariSmithJr.,10,6,0,32,2-8,1-5,23.1%,3-3,100.0%,3,3,1,0,0,3,-11,5,HoustonRockets
Jae&#039;SeanTate,9,4,1,34,2-4,1-4,37.5%,2-2,100.0%,3,1,0,1,0,5,-4,10,HoustonRockets
AaronHoliday,8,4,1,23,1-1,1-5,33.3%,3-3,100.0%,0,4,0,1,0,2,10,10,HoustonRockets
AmenThompson,5,2,1,11,1-2,0-0,50.0%,3-3,100.0%,0,2,2,1,1,3,-5,7,HoustonRockets
JeffGreen,5,0,2,20,2-3,0-1,50.0%,1-2,50.0%,0,0,1,0,1,3,-9,4,HoustonRockets
HoustonRockets,113,43,20,240,23-47,14-41,42.0%,25-28,89.3%  ,13,30,12,7,4,31,-35,121,HoustonRockets
