PLAYER,Pts,Reb,2M,2A,3M,3A,1M,1A,Ast,MIN,2M-2A,3M-3A,FG%,1M-1A,1%,Or,Dr,To,Stl,Blk,Fo,+/-,Eff,Team
LukaDoncic,28,10,7,14,2,11,8,14,10,44,7-14,2-11,36.0,8-14,57.1,1,9,5,1,0,1,-4,22,DallasMavericks
TimHardawayJr.,21,2,5,10,3,11,2,2,3,37,5-10,3-11,38.1,2-2,100.0,1,1,1,3,0,2,1,15,DallasMavericks
DerrickJones,19,3,4,7,2,4,5,5,2,39,4-7,2-4,54.5,5-5,100.0,3,0,0,1,2,2,1,22,DallasMavericks
DanteExum,16,6,5,8,1,4,3,4,1,40,5-8,1-4,50.0,3-4,75.0,1,5,0,2,0,2,-7,18,DallasMavericks
JadenHardy,15,2,0,4,5,9,0,0,1,23,0-4,5-9,38.5,0-0,0,0,2,0,1,0,3,1,11,DallasMavericks
GrantWilliams,9,9,3,3,1,4,0,0,4,31,3-3,1-4,57.1,0-0,0,5,4,0,0,1,6,-18,20,DallasMavericks
DwightPowell,3,1,1,1,0,0,1,2,1,18,1-1,0-0,100.0,1-2,50.0,1,0,0,0,0,2,-17,4,DallasMavericks
Olivier-MaxenceProsper,0,1,0,0,0,0,0,0,1,3,0-0,0-0,0,0-0,0,0,1,0,0,0,0,3,2,DallasMavericks
MarkieffMorris,0,2,0,1,0,0,0,0,0,5,0-1,0-0,0.0,0-0,0,1,1,0,0,0,1,-5,1,DallasMavericks
A.J.Lawson,0,0,0,0,0,0,0,0,0,1,0-0,0-0,0,0-0,0,0,0,0,0,0,0,0,0,DallasMavericks
DallasMavericks,111,39,25,48,14,43,19,27,23,240,25-48,14-43,42.9,19-27,0,15,24,6,8,3,19,-45,115,DallasMavericks
KawhiLeonard,30,10,11,16,1,6,5,5,5,37,11-16,1-6,54.5,5-5,100.0,3,7,0,1,1,0,7,37,LAClippers
NormanPowell,21,3,4,4,3,6,4,4,2,31,4-4,3-6,70.0,4-4,100.0,0,3,1,1,0,2,16,23,LAClippers
JamesHarden,17,5,2,4,2,8,7,8,11,39,2-4,2-8,33.3,7-8,87.5,0,5,4,0,2,3,10,22,LAClippers
IvicaZubac,12,9,5,6,0,0,2,2,0,25,5-6,0-0,83.3,2-2,100.0,2,7,1,1,0,2,0,20,LAClippers
AmirCoffey,12,5,1,1,2,5,4,4,3,39,1-1,2-5,50.0,4-4,100.0,0,5,3,1,0,5,-3,15,LAClippers
DanielTheis,11,2,2,2,2,2,1,2,2,16,2-2,2-2,100.0,1-2,50.0,1,1,0,0,0,4,-1,14,LAClippers
RussellWestbrook,10,6,5,7,0,2,0,0,3,23,5-7,0-2,55.6,0-0,0,0,6,2,2,0,3,15,15,LAClippers
TeranceMann,7,4,2,6,1,2,0,0,1,29,2-6,1-2,37.5,0-0,0,1,3,1,0,1,3,1,7,LAClippers
LAClippers,120,49,32,46,11,31,23,25,27,240,32-46,11-31,55.8,23-25,0,10,39,13,6,4,22,45,153,LAClippers
