PLAYER,Pts,Reb,2M,2A,3M,3A,1M,1A,Ast,MIN,2M-2A,3M-3A,FG%,1M-1A,1%,Or,Dr,To,Stl,Blk,Fo,+/-,Eff,Team
DamianLillard,33,4,5,8,6,14,5,5,5,30,5-8,6-14,50.0,5-5,100.0,0,4,2,0,1,3,26,30,MilwaukeeBucks
BobbyPortis,31,12,7,11,4,7,5,5,1,27,7-11,4-7,61.1,5-5,100.0,3,9,4,1,0,3,24,34,MilwaukeeBucks
GiannisAntetokounmpo,22,8,7,9,0,0,8,13,6,26,7-9,0-0,77.8,8-13,61.5,1,7,0,1,0,1,22,30,MilwaukeeBucks
CameronPayne,11,1,2,2,1,3,4,4,5,15,2-2,1-3,60.0,4-4,100.0,0,1,2,1,0,2,5,14,MilwaukeeBucks
MarJonBeauchamp,11,6,3,6,1,2,2,2,1,33,3-6,1-2,50.0,2-2,100.0,1,5,3,2,0,0,12,13,MilwaukeeBucks
AndreJacksonJr.,10,8,2,3,2,5,0,0,1,26,2-3,2-5,50.0,0-0,0,1,7,1,0,0,4,2,14,MilwaukeeBucks
A.J.Green,9,1,0,0,3,6,0,0,1,20,0-0,3-6,50.0,0-0,0,1,0,0,0,0,5,22,8,MilwaukeeBucks
PatConnaughton,6,4,1,1,1,1,1,1,2,12,1-1,1-1,100.0,1-1,100.0,1,3,0,0,1,1,28,13,MilwaukeeBucks
LindellWigginton,6,0,2,3,0,1,2,2,0,5,2-3,0-1,50.0,2-2,100.0,0,0,0,0,0,0,0,4,MilwaukeeBucks
BrookLopez,5,1,1,1,1,2,0,0,1,26,1-1,1-2,66.7,0-0,0,0,1,2,0,5,3,23,9,MilwaukeeBucks
ChrisLivingston,2,3,1,1,0,0,0,0,0,9,1-1,0-0,100.0,0-0,0,0,3,0,0,0,2,0,5,MilwaukeeBucks
ThanasisAntetokounmpo,0,1,0,0,0,0,0,0,0,5,0-0,0-0,0,0-0,0,0,1,0,0,0,0,-4,1,MilwaukeeBucks
RobinLopez,0,0,0,1,0,1,0,0,1,6,0-1,0-1,0.0,0-0,0,0,0,0,0,1,0,0,0,MilwaukeeBucks
MilwaukeeBucks,146,52,31,46,19,42,27,32,24,240,31-46,19-42,56.8,27-32,0,9,43,14,5,8,24,160,175,MilwaukeeBucks
CadeCunningham,25,1,10,15,0,2,5,6,6,31,10-15,0-2,58.8,5-6,83.3,0,1,2,1,0,3,-13,23,DetroitPistons
BojanBogdanovic,24,2,6,9,2,6,6,6,2,31,6-9,2-6,53.3,6-6,100.0,1,1,2,1,0,3,-16,20,DetroitPistons
JamesWiseman,17,6,7,9,0,0,3,3,5,26,7-9,0-0,77.8,3-3,100.0,3,3,0,1,0,4,-15,27,DetroitPistons
JadenIvey,13,4,3,11,2,6,1,2,2,28,3-11,2-6,29.4,1-2,50.0,1,3,1,1,1,0,-32,7,DetroitPistons
MarvinBagley,12,7,6,11,0,0,0,1,1,22,6-11,0-0,54.5,0-1,0.0,3,4,0,1,2,3,-17,17,DetroitPistons
MarcusSasser,11,1,1,2,1,2,6,6,2,17,1-2,1-2,50.0,6-6,100.0,0,1,2,2,0,2,-15,12,DetroitPistons
AusarThompson,7,6,2,3,1,3,0,0,1,24,2-3,1-3,50.0,0-0,0,0,6,0,0,0,4,-17,11,DetroitPistons
KillianHayes,2,4,1,4,0,0,0,0,5,14,1-4,0-0,25.0,0-0,0,0,4,1,0,0,0,-3,7,DetroitPistons
IsaiahLivers,2,4,1,3,0,5,0,0,1,27,1-3,0-5,12.5,0-0,0,2,2,0,3,1,1,-17,4,DetroitPistons
AlecBurks,1,1,0,0,0,2,1,2,0,4,0-0,0-2,0.0,1-2,50.0,0,1,0,0,0,0,-11,-1,DetroitPistons
JoeHarris,0,0,0,0,0,1,0,0,0,7,0-0,0-1,0.0,0-0,0,0,0,0,0,0,1,-4,-1,DetroitPistons
KevinKnox,0,0,0,1,0,1,0,0,0,9,0-1,0-1,0.0,0-0,0,0,0,0,0,0,2,0,-2,DetroitPistons
DetroitPistons,114,39,37,68,6,28,22,26,25,240,37-68,6-28,44.8,22-26,0,13,26,8,10,4,23,-160,124,DetroitPistons
