PLAYER,Pts,Reb,2M,2A,3M,3A,1M,1A,Ast,MIN,2M-2A,3M-3A,FG%,1M-1A,1%,Or,Dr,To,Stl,Blk,Fo,+/-,Eff,Team
BrandonIngram,31,4,6,13,5,5,4,4,3,26,6-13,5-5,61.1,4-4,100.0,0,4,1,0,0,0,33,30,NewOrleansPelicans
ZionWilliamson,26,3,12,16,0,0,2,2,5,30,12-16,0-0,75.0,2-2,100.0,0,3,1,3,1,2,32,33,NewOrleansPelicans
HerbertJones,18,7,6,7,1,2,3,4,4,27,6-7,1-2,77.8,3-4,75.0,1,6,1,1,2,4,39,28,NewOrleansPelicans
NajiMarshall,11,7,4,6,1,5,0,0,4,26,4-6,1-5,45.5,0-0,0,1,6,3,1,0,2,2,14,NewOrleansPelicans
JonasValanciunas,10,13,3,4,0,0,4,4,7,21,3-4,0-0,75.0,4-4,100.0,1,12,0,1,3,3,33,33,NewOrleansPelicans
CodyZeller,9,9,4,6,0,1,1,4,2,23,4-6,0-1,57.1,1-4,25.0,3,6,1,0,0,2,12,13,NewOrleansPelicans
JordanHawkins,9,5,1,6,2,5,1,1,2,29,1-6,2-5,27.3,1-1,100.0,1,4,1,0,0,2,8,7,NewOrleansPelicans
JoseAlvarado,5,0,1,2,1,3,0,0,3,15,1-2,1-3,40.0,0-0,0,0,0,2,0,0,0,8,3,NewOrleansPelicans
JeremiahRobinson-Earl,4,5,1,3,0,1,2,2,1,12,1-3,0-1,25.0,2-2,100.0,3,2,0,0,0,1,-12,7,NewOrleansPelicans
DysonDaniels,3,2,0,0,1,4,0,0,5,25,0-0,1-4,25.0,0-0,0,0,2,0,1,0,2,28,8,NewOrleansPelicans
KiraLewis,3,0,0,1,1,2,0,0,2,6,0-1,1-2,33.3,0-0,0,0,0,0,1,0,1,-3,4,NewOrleansPelicans
NewOrleansPelicans,129,55,38,64,12,28,17,21,38,240,38-64,12-28,54.3,17-21,0,10,45,10,8,6,19,180,180,NewOrleansPelicans
HarrisonBarnes,16,4,1,3,3,6,5,6,0,30,1-3,3-6,44.4,5-6,83.3,0,4,0,1,0,0,-23,15,SacramentoKings
De&#039;AaronFox,14,2,3,6,2,12,2,4,0,29,3-6,2-12,27.8,2-4,50.0,0,2,2,1,0,1,-32,0,SacramentoKings
DomantasSabonis,10,10,4,8,0,0,2,3,8,31,4-8,0-0,50.0,2-3,66.7,5,5,5,0,0,4,-36,18,SacramentoKings
JaValeMcGee,10,7,4,6,0,0,2,4,1,13,4-6,0-0,66.7,2-4,50.0,2,5,3,0,2,3,-6,13,SacramentoKings
KevinHuerter,10,0,2,2,2,8,0,0,3,23,2-2,2-8,40.0,0-0,0,0,0,0,0,0,1,-25,7,SacramentoKings
ColbyJones,8,1,4,6,0,2,0,1,0,14,4-6,0-2,50.0,0-1,0.0,0,1,0,1,0,2,-1,5,SacramentoKings
MalikMonk,8,0,1,5,2,6,0,0,5,24,1-5,2-6,27.3,0-0,0,0,0,1,0,0,2,-16,4,SacramentoKings
KeeganMurray,5,3,0,2,1,2,2,2,0,16,0-2,1-2,25.0,2-2,100.0,2,1,0,1,1,2,-20,7,SacramentoKings
JalenSlawson,4,3,2,2,0,1,0,0,2,12,2-2,0-1,66.7,0-0,0,0,3,1,0,1,1,-5,8,SacramentoKings
KesslerEdwards,3,4,0,0,1,4,0,0,0,15,0-0,1-4,25.0,0-0,0,0,4,0,0,1,2,-12,5,SacramentoKings
FilipPetrusev,3,0,1,2,0,0,1,2,0,6,1-2,0-0,50.0,1-2,50.0,0,0,0,0,0,1,3,1,SacramentoKings
DavionMitchell,2,0,0,0,0,2,2,2,8,19,0-0,0-2,0.0,2-2,100.0,0,0,1,0,0,1,-4,7,SacramentoKings
ChrisDuarte,0,2,0,0,0,2,0,0,0,8,0-0,0-2,0.0,0-0,0,0,2,0,0,0,1,-3,0,SacramentoKings
SacramentoKings,93,36,22,42,11,45,16,24,27,240,22-42,11-45,37.9,16-24,0,9,27,13,4,5,21,-180,90,SacramentoKings
