PLAYER,Pts,Reb,2M,2A,3M,3A,1M,1A,Ast,MIN,2M-2A,3M-3A,FG%,1M-1A,1%,Or,Dr,To,Stl,Blk,Fo,+/-,Eff,Team
DeMarDerozan,29,7,7,17,1,3,12,14,3,37,7-17,1-3,40.0,12-14,85.7,0,7,2,0,1,1,26,24,ChicagoBulls
NikolaVucevic,19,12,5,12,3,4,0,0,2,34,5-12,3-4,50.0,0-0,0,4,8,2,0,1,0,11,24,ChicagoBulls
CobyWhite,18,10,4,10,2,5,4,5,7,38,4-10,2-5,40.0,4-5,80.0,0,10,0,0,0,3,15,25,ChicagoBulls
AlexCaruso,12,5,3,5,1,1,3,4,2,30,3-5,1-1,66.7,3-4,75.0,4,1,1,0,2,2,-2,17,ChicagoBulls
TorreyCraig,12,4,0,2,4,4,0,0,2,17,0-2,4-4,66.7,0-0,0,3,1,0,1,0,2,7,17,ChicagoBulls
PatrickWilliams,8,9,2,4,1,1,1,2,1,29,2-4,1-1,60.0,1-2,50.0,3,6,4,2,2,2,8,15,ChicagoBulls
AyoDosunmu,8,2,1,5,2,4,0,0,2,22,1-5,2-4,33.3,0-0,0,0,2,4,1,0,2,18,3,ChicagoBulls
AndreDrummond,7,9,3,8,0,0,1,2,1,14,3-8,0-0,37.5,1-2,50.0,5,4,3,1,0,3,10,9,ChicagoBulls
JulianPhillips,2,0,1,1,0,1,0,0,1,6,1-1,0-1,50.0,0-0,0,0,0,0,0,0,0,-2,2,ChicagoBulls
JevonCarter,0,0,0,0,0,1,0,0,3,11,0-0,0-1,0.0,0-0,0,0,0,1,1,0,1,5,2,ChicagoBulls
DalenTerry,0,0,0,0,0,0,0,0,0,3,0-0,0-0,0,0-0,0,0,0,0,0,0,0,4,0,ChicagoBulls
ChicagoBulls,115,61,26,64,14,24,21,27,24,240,26-64,14-24,45.5,21-27,0,19,42,17,6,6,16,100,138,ChicagoBulls
TerryRozier,29,5,11,15,1,12,4,4,4,40,11-15,1-12,44.4,4-4,100.0,2,3,2,1,2,4,-20,24,CharlotteHornets
GordonHayward,18,4,6,12,1,4,3,3,5,35,6-12,1-4,43.8,3-3,100.0,2,2,5,2,1,2,-7,16,CharlotteHornets
MilesBridges,16,7,5,8,2,9,0,0,2,40,5-8,2-9,41.2,0-0,0,2,5,1,3,0,3,-15,17,CharlotteHornets
BrandonMiller,12,6,1,9,3,5,1,1,4,39,1-9,3-5,28.6,1-1,100.0,0,6,2,1,1,2,-17,12,CharlotteHornets
P.J.Washington,9,6,3,6,1,7,0,0,4,29,3-6,1-7,30.8,0-0,0,1,5,1,1,2,5,-5,12,CharlotteHornets
NickRichards,6,11,2,4,0,0,2,2,0,28,2-4,0-0,50.0,2-2,100.0,6,5,2,1,3,4,-20,17,CharlotteHornets
BryceMcGowens,5,1,1,1,1,1,0,0,1,16,1-1,1-1,100.0,0-0,0,0,1,1,0,0,3,-10,6,CharlotteHornets
IshmaelSmith,0,1,0,0,0,0,0,0,3,14,0-0,0-0,0,0-0,0,0,1,2,0,0,1,-6,2,CharlotteHornets
CharlotteHornets,95,43,29,55,9,38,10,10,23,240,29-55,9-38,40.9,10-10,0,15,28,15,9,9,23,-100,106,CharlotteHornets
