PLAYER,Pts,Reb,2M,2A,3M,3A,1M,1A,Ast,MIN,2M-2A,3M-3A,FG%,1M-1A,1%,Or,Dr,To,Stl,Blk,Fo,+/-,Eff,Team
LukaDoncic,34,8,7,13,4,11,8,12,9,39,7-13,4-11,45.8,8-12,66.7,1,7,5,1,2,1,-22,32,DallasMavericks
TimHardawayJr.,17,5,2,6,4,10,1,2,2,34,2-6,4-10,37.5,1-2,50.0,0,5,1,2,0,1,-21,14,DallasMavericks
JadenHardy,11,3,1,5,3,4,0,0,2,15,1-5,3-4,44.4,0-0,0,0,3,0,0,0,1,3,11,DallasMavericks
DereckLively,8,2,4,5,0,0,0,0,1,25,4-5,0-0,80.0,0-0,0,1,1,0,1,1,2,-20,12,DallasMavericks
JoshGreen,8,4,1,2,2,6,0,0,3,31,1-2,2-6,37.5,0-0,0,3,1,1,0,0,1,-13,9,DallasMavericks
GrantWilliams,8,1,1,2,2,4,0,0,1,11,1-2,2-4,50.0,0-0,0,0,1,3,0,0,3,5,4,DallasMavericks
DanteExum,6,2,1,3,1,1,1,2,2,19,1-3,1-1,50.0,1-2,50.0,0,2,0,0,0,1,-14,7,DallasMavericks
DerrickJones,6,2,3,5,0,3,0,1,1,24,3-5,0-3,37.5,0-1,0.0,1,1,3,0,0,3,-35,0,DallasMavericks
RichaunHolmes,4,2,2,2,0,0,0,0,0,5,2-2,0-0,100.0,0-0,0,2,0,0,0,0,0,0,6,DallasMavericks
A.J.Lawson,3,1,0,1,1,2,0,0,1,5,0-1,1-2,33.3,0-0,0,0,1,0,0,0,0,0,3,DallasMavericks
MaximilianKleber,2,3,1,1,0,1,0,0,3,22,1-1,0-1,50.0,0-0,0,2,1,1,0,0,3,2,6,DallasMavericks
BrandonWilliams,2,0,1,1,0,1,0,1,0,5,1-1,0-1,50.0,0-1,0.0,0,0,0,0,0,0,0,0,DallasMavericks
Olivier-MaxenceProsper,0,0,0,0,0,0,0,0,0,5,0-0,0-0,0,0-0,0,0,0,0,0,0,0,0,0,DallasMavericks
DallasMavericks,109,36,24,46,17,43,10,18,25,240,24-46,17-43,46.1,10-18,0,12,24,14,4,3,16,-115,104,DallasMavericks
DevinBooker,46,7,11,13,6,10,6,8,3,35,11-13,6-10,73.9,6-8,75.0,1,6,2,2,0,0,33,48,PhoenixSuns
BradleyBeal,20,7,5,8,3,7,1,2,7,36,5-8,3-7,53.3,1-2,50.0,2,5,2,1,1,4,9,26,PhoenixSuns
GraysonAllen,15,5,2,3,3,5,2,2,4,34,2-3,3-5,62.5,2-2,100.0,1,4,2,1,0,3,26,20,PhoenixSuns
KevinDurant,12,10,4,6,0,4,4,7,7,38,4-6,0-4,40.0,4-7,57.1,0,10,1,1,2,4,19,22,PhoenixSuns
KeitaBates-Diop,11,2,4,5,1,2,0,0,1,15,4-5,1-2,71.4,0-0,0,2,0,1,1,0,0,1,12,PhoenixSuns
JusufNurkic,8,5,3,4,0,1,2,2,3,21,3-4,0-1,60.0,2-2,100.0,3,2,4,2,0,4,23,12,PhoenixSuns
JoshOkogie,6,4,1,4,1,3,1,1,3,24,1-4,1-3,28.6,1-1,100.0,1,3,2,2,1,2,15,9,PhoenixSuns
JordanGoodwin,6,0,3,3,0,1,0,0,1,4,3-3,0-1,75.0,0-0,0,0,0,0,0,0,0,2,6,PhoenixSuns
ChimezieMetu,2,7,1,1,0,0,0,0,1,14,1-1,0-0,100.0,0-0,0,1,6,0,0,0,1,0,10,PhoenixSuns
YutaWatanabe,2,2,1,1,0,0,0,0,0,7,1-1,0-0,100.0,0-0,0,0,2,0,0,0,1,-5,4,PhoenixSuns
NassirLittle,2,0,1,1,0,1,0,0,0,4,1-1,0-1,50.0,0-0,0,0,0,0,0,0,0,2,1,PhoenixSuns
DrewEubanks,2,0,1,2,0,0,0,0,0,9,1-2,0-0,50.0,0-0,0,0,0,1,0,0,1,-10,0,PhoenixSuns
PhoenixSuns,132,52,37,51,14,34,16,22,30,240,37-51,14-34,60.0,16-22,0,13,39,17,10,4,20,115,170,PhoenixSuns
