PLAYER,Pts,Reb,Ast,MIN,2M-2A,3M-3A,FG%,1M-1A,1%,Or,Dr,To,Stl,Blk,Fo,+/-,Eff,Team
BrandonMiller,29,7,3,39,8-13,3-6,57.9%,4-5,80.0%,1,6,1,0,1,1,-19,30,CharlotteHornets
MilesBridges,21,10,5,39,9-14,1-6,50.0%,0-2,0.0%,1,9,3,3,1,2,-22,25,CharlotteHornets
P.J.Washington,16,2,2,35,5-10,2-9,36.8%,0-0,-,0,2,1,0,1,0,-12,8,CharlotteHornets
CodyMartin,14,6,8,31,2-5,3-5,50.0%,1-1,100.0%,0,6,5,1,0,2,-3,19,CharlotteHornets
NickSmith,6,0,0,12,0-1,2-4,40.0%,0-0,-,0,0,0,0,0,0,1,3,CharlotteHornets
NickRichards,5,8,1,37,2-2,0-0,100.0%,1-4,25.0%,4,4,3,0,2,3,-13,10,CharlotteHornets
J.T.Thor,1,1,0,2,0-1,0-1,0.0%,1-2,50.0%,1,0,0,0,0,0,-3,-1,CharlotteHornets
LeakyBlack,0,3,1,12,0-0,0-0,-,0-0,-,0,3,0,0,0,0,1,4,CharlotteHornets
NathanMensah,0,1,0,6,0-0,0-0,-,0-0,-,1,0,0,0,1,1,-7,2,CharlotteHornets
IshmaelSmith,0,0,3,11,0-1,0-0,0.0%,0-0,-,0,0,0,0,0,1,-11,2,CharlotteHornets
FrankNtilikina,0,2,0,11,0-1,0-0,0.0%,0-0,-,1,1,0,0,0,3,-11,1,CharlotteHornets
BryceMcGowens,0,1,0,2,0-1,0-0,0.0%,0-0,-,0,1,0,0,0,0,-3,0,CharlotteHornets
JamesBouknight,0,0,0,2,0-0,0-1,0.0%,0-0,-,0,0,0,0,0,1,-3,-1,CharlotteHornets
CharlotteHornets,92,44,23,240,26-49,11-32,45.7%,7-14,50.0%  ,9,35,15,4,6,14,-105,102,CharlotteHornets
JalenBrunson,32,4,7,34,11-18,2-6,54.2%,4-5,80.0%,0,4,2,1,0,1,20,30,NewYorkKnicks
DonteDiVincenzo,28,6,5,42,5-7,5-15,45.5%,3-4,75.0%,0,6,2,0,1,3,24,25,NewYorkKnicks
MilesMcBride,11,0,1,15,1-1,3-6,57.1%,0-0,-,0,0,1,1,0,3,-2,9,NewYorkKnicks
IsaiahHartenstein,10,4,1,16,4-4,0-0,100.0%,2-3,66.7%,1,3,1,3,0,2,10,16,NewYorkKnicks
PreciousAchiuwa,9,5,0,33,3-5,1-1,66.7%,0-0,-,1,4,0,0,1,4,21,13,NewYorkKnicks
JoshHart,8,12,7,39,3-4,0-3,42.9%,2-2,100.0%,2,10,1,0,0,0,15,22,NewYorkKnicks
QuentinGrimes,7,2,2,32,2-5,1-6,27.3%,0-0,-,0,2,0,0,0,1,3,3,NewYorkKnicks
JerichoSims,6,7,2,24,3-3,0-0,100.0%,0-0,-,3,4,2,0,0,1,5,13,NewYorkKnicks
MalachiFlynn,2,1,0,2,0-0,0-0,-,2-2,100.0%,0,1,0,0,0,0,3,3,NewYorkKnicks
RyanArcidiacono,0,1,0,2,0-0,0-0,-,0-0,-,0,1,0,0,0,0,3,1,NewYorkKnicks
CharlesBrown,0,0,0,2,0-0,0-0,-,0-0,-,0,0,0,0,1,1,3,1,NewYorkKnicks
NewYorkKnicks,113,44,25,240,32-47,12-37,52.4%,13-16,81.3%  ,7,37,9,5,3,16,105,136,NewYorkKnicks
