PLAYER,Pts,Reb,2M,2A,3M,3A,1M,1A,Ast,MIN,2M-2A,3M-3A,FG%,1M-1A,1%,Or,Dr,To,Stl,Blk,Fo,+/-,Eff,Team
BamAdebayo,24,10,9,16,0,1,6,8,7,35,9-16,0-1,52.9,6-8,75.0,0,10,2,0,1,3,5,30,MiamiHeat
TylerHerro,21,7,3,6,4,9,3,4,4,28,3-6,4-9,46.7,3-4,75.0,1,6,3,1,0,1,12,21,MiamiHeat
DuncanRobinson,19,4,4,5,3,6,2,2,5,30,4-5,3-6,63.6,2-2,100.0,0,4,2,1,1,2,12,24,MiamiHeat
JaimeJaquez,15,5,7,11,0,0,1,1,2,15,7-11,0-0,63.6,1-1,100.0,1,4,0,1,0,1,8,19,MiamiHeat
JoshRichardson,11,2,2,5,2,3,1,1,0,20,2-5,2-3,50.0,1-1,100.0,1,1,1,0,0,1,5,8,MiamiHeat
HaywoodHighsmith,7,2,2,4,1,1,0,0,2,31,2-4,1-1,60.0,0-0,0,0,2,0,2,1,0,11,12,MiamiHeat
NikolaJovic,5,7,1,4,1,2,0,0,2,28,1-4,1-2,33.3,0-0,0,1,6,3,0,2,3,13,9,MiamiHeat
CalebMartin,2,3,1,3,0,2,0,0,2,25,1-3,0-2,20.0,0-0,0,0,3,1,1,0,2,13,3,MiamiHeat
KyleLowry,0,4,0,2,0,1,0,0,3,26,0-2,0-1,0.0,0-0,0,0,4,2,0,1,1,7,3,MiamiHeat
OrlandoRobinson,0,0,0,0,0,0,0,0,0,2,0-0,0-0,0,0-0,0,0,0,0,0,0,1,-1,0,MiamiHeat
MiamiHeat,104,49,29,56,11,25,13,16,27,240,29-56,11-25,49.4,13-16,0,6,43,14,6,6,15,85,129,MiamiHeat
TerryRozier,26,5,4,12,4,11,6,6,7,35,4-12,4-11,34.8,6-6,100.0,2,3,1,0,0,2,-18,22,CharlotteHornets
LaMeloBall,21,10,6,12,3,12,0,0,5,30,6-12,3-12,37.5,0-0,0,2,8,2,3,0,3,8,22,CharlotteHornets
MilesBridges,20,7,7,10,1,7,3,3,1,38,7-10,1-7,47.1,3-3,100.0,1,6,3,1,0,0,-16,17,CharlotteHornets
P.J.Washington,5,6,1,2,1,5,0,2,1,28,1-2,1-5,28.6,0-2,0.0,2,4,1,1,0,3,-4,5,CharlotteHornets
NickSmith,4,2,2,3,0,2,0,0,0,16,2-3,0-2,40.0,0-0,0,0,2,2,0,0,0,-19,1,CharlotteHornets
CodyMartin,3,2,0,1,1,2,0,0,2,23,0-1,1-2,33.3,0-0,0,2,0,3,0,2,1,-8,4,CharlotteHornets
NickRichards,2,8,1,5,0,0,0,0,0,27,1-5,0-0,20.0,0-0,0,0,8,1,0,0,4,-15,5,CharlotteHornets
NathanMensah,2,2,1,1,0,0,0,0,0,11,1-1,0-0,100.0,0-0,0,2,0,0,0,0,3,0,4,CharlotteHornets
BryceMcGowens,2,2,1,1,0,1,0,0,0,5,1-1,0-1,50.0,0-0,0,1,1,0,0,0,0,1,3,CharlotteHornets
IshmaelSmith,1,2,0,1,0,0,1,2,0,12,0-1,0-0,0.0,1-2,50.0,1,1,0,0,0,0,-6,1,CharlotteHornets
JamesBouknight,1,0,0,1,0,0,1,2,0,2,0-1,0-0,0.0,1-2,50.0,0,0,0,0,0,0,1,-1,CharlotteHornets
J.T.Thor,0,4,0,6,0,0,0,0,1,10,0-6,0-0,0.0,0-0,0,4,0,0,0,1,1,-10,0,CharlotteHornets
LeakyBlack,0,0,0,0,0,0,0,0,0,2,0-0,0-0,0,0-0,0,0,0,0,0,0,0,1,0,CharlotteHornets
CharlotteHornets,87,55,23,55,10,40,11,15,17,240,23-55,10-40,34.7,11-15,0,21,34,13,5,3,17,-85,83,CharlotteHornets
