PLAYER,Pts,Reb,2M,2A,3M,3A,1M,1A,Ast,MIN,2M-2A,3M-3A,FG%,1M-1A,1%,Or,Dr,To,Stl,Blk,Fo,+/-,Eff,Team
TraeYoung,30,2,8,20,1,4,11,12,12,42,8-20,1-4,37.5,11-12,91.7,0,2,5,2,0,3,8,25,AtlantaHawks
SaddiqBey,26,13,8,12,0,6,10,15,3,41,8-12,0-6,44.4,10-15,66.7,7,6,1,0,0,1,19,26,AtlantaHawks
BogdanBogdanovic,24,4,3,3,4,8,6,7,2,39,3-3,4-8,63.6,6-7,85.7,0,4,5,2,2,4,17,24,AtlantaHawks
ClintCapela,19,14,9,13,0,0,1,2,0,28,9-13,0-0,69.2,1-2,50.0,6,8,0,0,1,2,19,29,AtlantaHawks
JalenT.Johnson,17,12,5,13,1,4,4,4,5,42,5-13,1-4,35.3,4-4,100.0,3,9,2,2,0,4,6,23,AtlantaHawks
OnyekaOkongwu,10,3,5,6,0,1,0,0,1,20,5-6,0-1,71.4,0-0,0,2,1,0,0,1,3,-18,13,AtlantaHawks
PattyMills,0,3,0,0,0,2,0,0,1,15,0-0,0-2,0.0,0-0,0,2,1,1,1,0,1,-18,2,AtlantaHawks
TrentForrest,0,0,0,0,0,1,0,0,3,6,0-0,0-1,0.0,0-0,0,0,0,0,0,0,1,-7,2,AtlantaHawks
GarrisonMathews,0,0,0,1,0,1,0,0,0,8,0-1,0-1,0.0,0-0,0,0,0,0,0,0,2,-21,-2,AtlantaHawks
AtlantaHawks,126,55,38,68,6,27,32,40,27,240,38-68,6-27,46.3,32-40,0,22,33,14,7,4,21,5,142,AtlantaHawks
JordanNwora,24,9,4,9,3,7,7,8,6,31,4-9,3-7,43.8,7-8,87.5,3,6,1,1,0,4,11,29,TorontoRaptors
ScottieBarnes,24,4,8,14,0,0,8,8,8,38,8-14,0-0,57.1,8-8,100.0,1,3,5,0,2,2,-11,27,TorontoRaptors
GaryTrentJr.,16,1,2,4,4,8,0,0,0,26,2-4,4-8,50.0,0-0,0,0,1,1,2,0,5,-19,12,TorontoRaptors
GradeyDick,15,5,2,7,3,5,2,3,3,25,2-7,3-5,41.7,2-3,66.7,3,2,2,1,0,3,19,14,TorontoRaptors
DennisSchroder,14,3,4,8,1,4,3,4,6,29,4-8,1-4,41.7,3-4,75.0,0,3,4,4,0,6,7,15,TorontoRaptors
JontayPorter,12,7,0,2,3,4,3,4,3,19,0-2,3-4,50.0,3-4,75.0,2,5,0,2,0,2,14,20,TorontoRaptors
BruceBrown,11,9,3,10,1,2,2,2,2,37,3-10,1-2,33.3,2-2,100.0,4,5,0,2,1,4,-22,17,TorontoRaptors
ChrisBoucher,5,4,1,1,0,1,3,3,0,13,1-1,0-1,50.0,3-3,100.0,1,3,1,0,0,2,14,7,TorontoRaptors
ThaddeusYoung,4,4,2,3,0,0,0,0,1,22,2-3,0-0,66.7,0-0,0,1,3,0,0,0,2,-18,8,TorontoRaptors
TorontoRaptors,125,53,26,58,15,31,28,32,29,240,26-58,15-31,46.1,28-32,0,18,35,15,12,3,30,-5,149,TorontoRaptors
