PLAYER,Pts,Reb,2M,2A,3M,3A,1M,1A,Ast,MIN,2M-2A,3M-3A,FG%,1M-1A,1%,Or,Dr,To,Stl,Blk,Fo,+/-,Eff,Team
TariEason,25,14,7,12,3,4,2,4,1,27,7-12,3-4,62.5,2-4,50.0,6,8,3,1,1,2,19,31,HoustonRockets
JabariSmithJr.,20,10,4,5,3,5,3,6,1,30,4-5,3-5,70.0,3-6,50.0,2,8,1,1,1,2,11,26,HoustonRockets
FredVanVleet,11,5,2,5,0,3,7,9,9,39,2-5,0-3,25.0,7-9,77.8,0,5,3,3,0,4,18,17,HoustonRockets
DillonBrooks,11,2,3,5,1,3,2,2,1,28,3-5,1-3,50.0,2-2,100.0,0,2,4,0,0,6,12,6,HoustonRockets
Jae&#039;SeanTate,10,7,3,5,1,4,1,3,3,23,3-5,1-4,44.4,1-3,33.3,3,4,0,1,0,1,-4,14,HoustonRockets
AlperenSengun,9,10,2,7,0,1,5,6,2,24,2-7,0-1,25.0,5-6,83.3,1,9,2,0,0,4,-10,12,HoustonRockets
JeffGreen,9,3,3,3,0,0,3,3,0,13,3-3,0-0,100.0,3-3,100.0,1,2,2,0,0,2,10,10,HoustonRockets
JalenGreen,8,4,2,7,0,5,4,4,4,24,2-7,0-5,16.7,4-4,100.0,0,4,3,0,0,3,-1,3,HoustonRockets
AaronHoliday,6,0,0,3,2,3,0,0,2,14,0-3,2-3,33.3,0-0,0,0,0,1,0,1,2,-9,4,HoustonRockets
ReggieBullock,6,0,0,0,2,4,0,0,0,6,0-0,2-4,50.0,0-0,0,0,0,0,0,0,0,6,4,HoustonRockets
JockLandale,2,3,1,2,0,0,0,0,0,10,1-2,0-0,50.0,0-0,0,2,1,0,0,0,2,13,4,HoustonRockets
HoustonRockets,117,58,27,54,12,32,27,37,23,240,27-54,12-32,45.3,27-37,0,15,43,19,6,3,28,65,131,HoustonRockets
JarenJacksonJr.,44,7,12,16,3,8,11,13,2,40,12-16,3-8,62.5,11-13,84.6,1,6,3,4,1,4,-1,44,MemphisGrizzlies
DerrickRose,19,4,6,10,1,4,4,4,6,31,6-10,1-4,50.0,4-4,100.0,1,3,1,0,1,4,-14,22,MemphisGrizzlies
VinceWilliamsJr.,10,7,0,1,2,4,4,6,1,28,0-1,2-4,40.0,4-6,66.7,1,6,0,1,0,6,-3,14,MemphisGrizzlies
DavidRoddy,9,6,1,7,2,7,1,2,4,32,1-7,2-7,21.4,1-2,50.0,1,5,1,1,0,1,1,7,MemphisGrizzlies
SantiagoAldama,7,5,2,2,1,2,0,0,1,16,2-2,1-2,75.0,0-0,0,0,5,1,0,2,4,-11,13,MemphisGrizzlies
ZiaireWilliams,5,4,1,2,0,6,3,3,3,26,1-2,0-6,12.5,3-3,100.0,0,4,1,0,0,2,-4,4,MemphisGrizzlies
JakeLaRavia,4,0,2,3,0,3,0,0,2,15,2-3,0-3,33.3,0-0,0,0,0,1,0,0,3,-14,1,MemphisGrizzlies
JacobGilyard,3,0,0,0,1,1,0,0,3,13,0-0,1-1,100.0,0-0,0,0,0,0,0,0,0,1,6,MemphisGrizzlies
BismackBiyombo,3,6,1,2,0,0,1,6,1,24,1-2,0-0,50.0,1-6,16.7,1,5,2,0,0,5,-2,2,MemphisGrizzlies
JohnKonchar,0,0,0,0,0,1,0,0,1,7,0-0,0-1,0.0,0-0,0,0,0,0,1,0,0,-13,1,MemphisGrizzlies
JaylenNowell,0,0,0,1,0,2,0,0,1,8,0-1,0-2,0.0,0-0,0,0,0,1,0,0,1,-5,-3,MemphisGrizzlies
MemphisGrizzlies,104,39,25,44,10,38,24,34,25,240,25-44,10-38,42.7,24-34,0,5,34,11,7,4,30,-65,111,MemphisGrizzlies
