PLAYER,Pts,Reb,2M,2A,3M,3A,1M,1A,Ast,MIN,2M-2A,3M-3A,FG%,1M-1A,1%,Or,Dr,To,Stl,Blk,Fo,+/-,Eff,Team
BrandonIngram,26,5,6,11,4,7,2,5,8,38,6-11,4-7,55.6,2-5,40.0,1,4,3,3,2,3,17,30,NewOrleansPelicans
ZionWilliamson,26,4,8,12,0,0,10,12,6,32,8-12,0-0,66.7,10-12,83.3,2,2,4,0,0,5,12,26,NewOrleansPelicans
C.J.McCollum,22,5,2,8,6,11,0,0,9,36,2-8,6-11,42.1,0-0,0,0,5,1,1,1,2,15,26,NewOrleansPelicans
JonasValanciunas,13,8,4,7,0,0,5,5,1,25,4-7,0-0,57.1,5-5,100.0,2,6,0,1,1,1,3,21,NewOrleansPelicans
HerbertJones,13,4,2,4,3,5,0,0,1,29,2-4,3-5,55.6,0-0,0,3,1,0,0,0,3,8,14,NewOrleansPelicans
LarryNance,11,10,2,3,1,1,4,4,3,23,2-3,1-1,75.0,4-4,100.0,2,8,1,0,0,3,17,22,NewOrleansPelicans
JoseAlvarado,8,3,1,3,2,5,0,0,1,20,1-3,2-5,37.5,0-0,0,0,3,1,4,2,1,8,12,NewOrleansPelicans
NajiMarshall,6,5,3,5,0,3,0,0,3,21,3-5,0-3,37.5,0-0,0,2,3,0,0,0,2,10,9,NewOrleansPelicans
DysonDaniels,3,1,0,0,1,1,0,0,0,8,0-0,1-1,100.0,0-0,0,0,1,1,0,0,1,6,3,NewOrleansPelicans
JordanHawkins,1,2,0,0,0,1,1,1,1,8,0-0,0-1,0.0,1-1,100.0,0,2,0,0,0,1,4,3,NewOrleansPelicans
NewOrleansPelicans,129,47,28,53,17,34,22,27,33,240,28-53,17-34,51.7,22-27,0,12,35,11,9,6,22,100,166,NewOrleansPelicans
LeBronJames,34,5,9,17,3,7,7,8,8,37,9-17,3-7,50.0,7-8,87.5,0,5,4,0,1,2,-11,31,LosAngelesLakers
AustinReaves,20,2,6,7,1,5,5,6,9,36,6-7,1-5,58.3,5-6,83.3,1,1,0,1,1,3,-19,27,LosAngelesLakers
AnthonyDavis,20,10,7,13,0,2,6,8,3,35,7-13,0-2,46.7,6-8,75.0,2,8,3,0,5,4,-17,25,LosAngelesLakers
TaureanPrince,15,1,1,2,4,7,1,1,4,34,1-2,4-7,55.6,1-1,100.0,0,1,2,2,2,2,-12,18,LosAngelesLakers
MaxChristie,7,7,2,5,1,6,0,0,0,29,2-5,1-6,27.3,0-0,0,1,6,2,2,0,1,-8,6,LosAngelesLakers
RuiHachimura,4,1,1,1,0,0,2,2,1,8,1-1,0-0,100.0,2-2,100.0,0,1,1,1,0,0,-4,6,LosAngelesLakers
JarredVanderbilt,4,2,2,3,0,1,0,0,0,21,2-3,0-1,50.0,0-0,0,0,2,1,1,0,0,-13,4,LosAngelesLakers
ChristianWood,3,5,0,0,1,4,0,0,1,25,0-0,1-4,25.0,0-0,0,0,5,0,0,1,1,-12,7,LosAngelesLakers
JalenHood,2,0,1,1,0,0,0,0,0,5,1-1,0-0,100.0,0-0,0,0,0,0,1,0,0,2,3,LosAngelesLakers
JaxsonHayes,0,2,0,1,0,0,0,0,0,10,0-1,0-0,0.0,0-0,0,0,2,0,0,0,2,-6,1,LosAngelesLakers
LosAngelesLakers,109,35,29,50,10,32,21,25,26,240,29-50,10-32,47.6,21-25,0,4,31,13,8,10,15,-100,128,LosAngelesLakers
