PLAYER,Pts,Reb,2M,2A,3M,3A,1M,1A,Ast,MIN,2M-2A,3M-3A,FG%,1M-1A,1%,Or,Dr,To,Stl,Blk,Fo,+/-,Eff,Team
KawhiLeonard,21,3,3,6,3,7,6,7,4,28,3-6,3-7,46.2,6-7,85.7,0,3,3,2,0,2,24,19,LAClippers
PaulGeorge,19,4,6,10,2,7,1,1,5,28,6-10,2-7,47.1,1-1,100.0,1,3,1,5,0,1,24,23,LAClippers
RussellWestbrook,19,8,5,8,3,5,0,3,3,27,5-8,3-5,61.5,0-3,0.0,1,7,2,1,1,3,30,22,LAClippers
BonesHyland,18,3,3,6,4,8,0,0,1,21,3-6,4-8,50.0,0-0,0,0,3,4,1,0,1,10,12,LAClippers
IvicaZubac,16,8,6,7,0,0,4,6,0,22,6-7,0-0,85.7,4-6,66.7,2,6,1,0,1,4,23,21,LAClippers
NormanPowell,13,3,3,6,2,5,1,2,1,19,3-6,2-5,45.5,1-2,50.0,1,2,0,2,1,1,8,13,LAClippers
KenyonMartin,10,2,3,3,1,3,1,2,0,18,3-3,1-3,66.7,1-2,50.0,0,2,2,1,1,1,13,9,LAClippers
MasonPlumlee,4,6,2,3,0,0,0,0,1,21,2-3,0-0,66.7,0-0,0,2,4,0,0,0,0,7,10,LAClippers
KobeBrown,3,4,0,0,1,2,0,0,1,5,0-0,1-2,50.0,0-0,0,0,4,0,1,0,1,10,8,LAClippers
RobertCovington,0,3,0,0,0,1,0,0,3,26,0-0,0-1,0.0,0-0,0,1,2,0,1,1,1,25,7,LAClippers
MoussaDiabate,0,1,0,0,0,0,0,0,2,5,0-0,0-0,0,0-0,0,1,0,1,0,0,0,10,2,LAClippers
AmirCoffey,0,1,0,0,0,0,0,0,1,6,0-0,0-0,0,0-0,0,0,1,1,0,0,0,10,1,LAClippers
NicolasBatum,0,2,0,0,0,4,0,0,1,15,0-0,0-4,0.0,0-0,0,0,2,1,1,0,1,6,-1,LAClippers
LAClippers,123,56,31,49,16,42,13,21,23,240,31-49,16-42,51.6,13-21,0,14,42,16,15,5,16,200,146,LAClippers
DevinVassell,14,1,5,7,1,3,1,1,0,28,5-7,1-3,60.0,1-1,100.0,0,1,2,1,0,2,-30,10,SanAntonioSpurs
CediOsman,12,1,2,3,2,4,2,2,1,17,2-3,2-4,57.1,2-2,100.0,0,1,0,1,1,1,-5,13,SanAntonioSpurs
VictorWembanyama,11,5,4,8,0,2,3,6,2,26,4-8,0-2,40.0,3-6,50.0,1,4,5,1,1,1,-14,6,SanAntonioSpurs
ZachCollins,9,6,3,7,1,4,0,0,4,25,3-7,1-4,36.4,0-0,0,1,5,5,0,0,2,-36,7,SanAntonioSpurs
MalakiBranham,9,1,1,8,2,4,1,1,2,21,1-8,2-4,25.0,1-1,100.0,0,1,3,1,0,1,-10,1,SanAntonioSpurs
DougMcDermott,8,3,1,2,2,4,0,0,2,15,1-2,2-4,50.0,0-0,0,0,3,0,0,0,3,-8,10,SanAntonioSpurs
CharlesBassey,6,5,3,4,0,0,0,0,1,16,3-4,0-0,75.0,0-0,0,1,4,0,1,1,2,9,13,SanAntonioSpurs
TreJones,5,2,0,2,1,2,2,2,4,20,0-2,1-2,25.0,2-2,100.0,0,2,4,1,0,3,0,5,SanAntonioSpurs
KeldonJohnson,5,5,0,4,1,5,2,2,1,24,0-4,1-5,11.1,2-2,100.0,0,5,0,1,0,4,-27,4,SanAntonioSpurs
JulianChampagnie,3,2,0,2,1,2,0,0,0,7,0-2,1-2,25.0,0-0,0,0,2,1,0,1,0,-13,2,SanAntonioSpurs
BlakeWesley,1,0,0,0,0,1,1,2,1,7,0-0,0-1,0.0,1-2,50.0,0,0,1,0,1,0,-13,0,SanAntonioSpurs
JeremySochan,0,4,0,0,0,2,0,0,3,22,0-0,0-2,0.0,0-0,0,2,2,4,1,1,3,-30,3,SanAntonioSpurs
SandroMamukelashvili,0,2,0,0,0,0,0,0,0,7,0-0,0-0,0,0-0,0,1,1,0,1,0,1,-13,3,SanAntonioSpurs
DominickBarlow,0,0,0,0,0,0,0,0,0,5,0-0,0-0,0,0-0,0,0,0,0,0,0,0,-10,0,SanAntonioSpurs
SanAntonioSpurs,83,39,19,47,11,33,12,16,21,240,19-47,11-33,37.5,12-16,0,8,31,27,9,6,23,-200,77,SanAntonioSpurs
