PLAYER,Pts,Reb,2M,2A,3M,3A,1M,1A,Ast,MIN,2M-2A,3M-3A,FG%,1M-1A,1%,Or,Dr,To,Stl,Blk,Fo,+/-,Eff,Team
AlperenSengun,22,15,7,11,1,1,5,5,3,25,7-11,1-1,66.7,5-5,100.0,2,13,0,0,0,2,30,36,HoustonRockets
JabariSmithJr.,21,8,7,10,1,3,4,5,1,31,7-10,1-3,61.5,4-5,80.0,2,6,1,0,0,0,37,23,HoustonRockets
JalenGreen,17,6,2,7,3,7,4,4,4,27,2-7,3-7,35.7,4-4,100.0,1,5,4,2,0,2,35,16,HoustonRockets
CamWhitmore,14,4,5,6,1,6,1,2,0,14,5-6,1-6,50.0,1-2,50.0,2,2,0,2,0,2,-10,13,HoustonRockets
FredVanVleet,10,2,2,3,1,5,3,3,4,26,2-3,1-5,37.5,3-3,100.0,0,2,0,1,0,2,29,12,HoustonRockets
DillonBrooks,10,3,2,4,2,5,0,0,1,22,2-4,2-5,44.4,0-0,0,0,3,2,0,0,2,35,7,HoustonRockets
AmenThompson,9,6,4,7,0,2,1,2,4,22,4-7,0-2,44.4,1-2,50.0,0,6,3,1,0,4,-3,11,HoustonRockets
JermaineSamuels,6,1,3,3,0,0,0,0,0,9,3-3,0-0,100.0,0-0,0,0,1,0,1,0,0,-5,8,HoustonRockets
JockLandale,3,4,1,2,0,3,1,2,2,16,1-2,0-3,20.0,1-2,50.0,3,1,0,0,1,1,-9,5,HoustonRockets
NateHinton,3,2,0,1,1,2,0,0,1,10,0-1,1-2,33.3,0-0,0,1,1,1,0,0,3,-5,3,HoustonRockets
AaronHoliday,3,3,0,0,1,3,0,0,0,15,0-0,1-3,33.3,0-0,0,0,3,2,0,0,0,-5,2,HoustonRockets
Jae&#039;SeanTate,2,8,1,1,0,1,0,0,1,18,1-1,0-1,50.0,0-0,0,1,7,3,0,0,4,-4,7,HoustonRockets
JeffGreen,2,1,1,2,0,0,0,0,0,8,1-2,0-0,50.0,0-0,0,0,1,0,0,2,0,5,4,HoustonRockets
HoustonRockets,122,67,35,57,11,38,19,23,21,240,35-57,11-38,48.4,19-23,0,13,54,16,7,3,22,130,147,HoustonRockets
Olivier-MaxenceProsper,20,6,5,9,1,4,7,9,2,30,5-9,1-4,46.2,7-9,77.8,5,1,3,1,0,2,-5,17,DallasMavericks
DexterDennis,18,5,7,8,1,3,1,2,4,17,7-8,1-3,72.7,1-2,50.0,0,5,0,0,0,0,10,23,DallasMavericks
RichaunHolmes,16,8,7,12,0,0,2,3,1,22,7-12,0-0,58.3,2-3,66.7,5,3,1,1,0,2,10,19,DallasMavericks
TimHardawayJr.,16,3,4,12,2,8,2,2,1,26,4-12,2-8,30.0,2-2,100.0,1,2,1,0,0,0,-27,5,DallasMavericks
A.J.Lawson,8,2,3,3,0,1,2,2,1,23,3-3,0-1,75.0,2-2,100.0,0,2,3,4,0,0,2,11,DallasMavericks
JadenHardy,8,2,1,5,2,12,0,0,4,24,1-5,2-12,17.6,0-0,0,0,2,0,0,0,5,-33,0,DallasMavericks
MarkieffMorris,4,2,0,0,1,4,1,2,0,12,0-0,1-4,25.0,1-2,50.0,0,2,0,0,0,0,-13,2,DallasMavericks
GregBrownIII,3,5,0,2,0,1,3,4,2,12,0-2,0-1,0.0,3-4,75.0,1,4,0,0,0,1,-1,6,DallasMavericks
DerrickJones,3,4,1,3,0,1,1,2,1,22,1-3,0-1,25.0,1-2,50.0,2,2,1,0,0,3,-21,3,DallasMavericks
GrantWilliams,0,4,0,2,0,3,0,0,2,26,0-2,0-3,0.0,0-0,0,0,4,0,2,1,2,-28,4,DallasMavericks
DwightPowell,0,4,0,0,0,1,0,0,0,8,0-0,0-1,0.0,0-0,0,0,4,0,0,0,1,-1,3,DallasMavericks
SethCurry,0,2,0,5,0,2,0,0,0,18,0-5,0-2,0.0,0-0,0,0,2,2,2,0,1,-23,-5,DallasMavericks
DallasMavericks,96,52,28,61,7,40,19,26,18,240,28-61,7-40,34.7,19-26,0,18,34,11,10,1,17,-130,88,DallasMavericks
