PLAYER,Pts,Reb,2M,2A,3M,3A,1M,1A,Ast,MIN,2M-2A,3M-3A,FG%,1M-1A,1%,Or,Dr,To,Stl,Blk,Fo,+/-,Eff,Team
LukaDoncic,49,10,7,11,9,14,8,10,7,36,7-11,9-14,64.0,8-10,80.0,1,9,0,0,0,1,9,55,DallasMavericks
TimHardawayJr.,19,4,3,10,3,7,4,4,1,30,3-10,3-7,35.3,4-4,100.0,1,3,1,0,0,2,13,12,DallasMavericks
KyrieIrving,17,7,5,13,1,4,4,4,6,34,5-13,1-4,35.3,4-4,100.0,1,6,0,0,0,2,-7,19,DallasMavericks
DwightPowell,11,2,3,3,1,1,2,2,0,13,3-3,1-1,100.0,2-2,100.0,2,0,0,1,0,0,-6,14,DallasMavericks
DereckLively,9,2,4,4,0,0,1,2,0,17,4-4,0-0,100.0,1-2,50.0,1,1,1,0,1,0,1,10,DallasMavericks
JoshGreen,7,3,2,4,0,3,3,6,2,28,2-4,0-3,28.6,3-6,50.0,1,2,3,3,0,2,8,4,DallasMavericks
GrantWilliams,5,6,1,2,1,4,0,0,0,29,1-2,1-4,33.3,0-0,0,0,6,2,0,0,5,-4,5,DallasMavericks
DerrickJones,4,1,2,3,0,2,0,0,1,14,2-3,0-2,40.0,0-0,0,0,1,1,0,0,1,1,2,DallasMavericks
DanteExum,2,0,1,1,0,1,0,0,0,4,1-1,0-1,50.0,0-0,0,0,0,0,1,1,0,-1,3,DallasMavericks
SethCurry,2,0,1,1,0,0,0,0,1,9,1-1,0-0,100.0,0-0,0,0,0,1,0,0,1,1,2,DallasMavericks
MaximilianKleber,0,5,0,3,0,0,0,0,2,26,0-3,0-0,0.0,0-0,0,1,4,0,0,0,1,10,4,DallasMavericks
DallasMavericks,125,40,29,55,15,36,22,28,20,240,29-55,15-36,48.4,22-28,0,8,32,9,5,2,15,25,130,DallasMavericks
CamThomas,30,7,11,15,1,4,5,5,2,33,11-15,1-4,63.2,5-5,100.0,0,7,0,1,1,2,3,34,BrooklynNets
SpencerDinwiddie,23,3,2,5,6,12,1,2,8,40,2-5,6-12,47.1,1-2,50.0,0,3,2,0,0,4,4,22,BrooklynNets
MikalBridges,18,4,3,10,3,7,3,3,3,35,3-10,3-7,35.3,3-3,100.0,1,3,1,0,0,2,-12,13,BrooklynNets
LonnieWalker,14,1,1,3,4,6,0,0,2,21,1-3,4-6,55.6,0-0,0,0,1,2,0,1,3,8,12,BrooklynNets
DorianFinney-Smith,12,7,0,1,4,7,0,0,3,32,0-1,4-7,50.0,0-0,0,1,6,2,0,0,5,-15,16,BrooklynNets
RoyceO&#039;Neale,11,10,1,2,3,7,0,0,3,34,1-2,3-7,44.4,0-0,0,2,8,3,1,0,4,-11,17,BrooklynNets
BenSimmons,10,10,5,8,0,0,0,0,8,32,5-8,0-0,62.5,0-0,0,4,6,2,2,2,3,0,27,BrooklynNets
Day&#039;RonSharpe,2,4,1,2,0,0,0,0,0,3,1-2,0-0,50.0,0-0,0,2,2,2,1,0,1,5,4,BrooklynNets
DennisSmith,0,1,0,3,0,0,0,0,1,8,0-3,0-0,0.0,0-0,0,0,1,1,0,0,4,-7,-2,BrooklynNets
BrooklynNets,120,47,24,49,21,43,9,10,30,240,24-49,21-43,48.9,9-10,0,10,37,15,5,4,28,-25,143,BrooklynNets
