PLAYER,Pts,Reb,Ast,MIN,2M-2A,3M-3A,FG%,1M-1A,1%,Or,Dr,To,Stl,Blk,Fo,+/-,Eff,Team
KawhiLeonard,31,4,3,31,9-11,2-3,78.6%,7-7,100.0%,0,4,1,1,1,0,21,36,LAClippers
JamesHarden,15,6,7,28,4-5,0-4,44.4%,7-7,100.0%,0,6,2,2,0,3,26,23,LAClippers
NormanPowell,15,1,2,27,3-7,2-4,45.5%,3-3,100.0%,0,1,1,0,0,1,26,11,LAClippers
TeranceMann,10,5,2,30,1-3,2-3,50.0%,2-2,100.0%,1,4,1,1,0,1,7,14,LAClippers
PaulGeorge,9,6,1,16,1-2,2-5,42.9%,1-1,100.0%,0,6,3,2,0,0,14,11,LAClippers
RussellWestbrook,8,7,3,20,4-7,0-1,50.0%,0-0,-,2,5,4,0,0,0,12,10,LAClippers
DanielTheis,8,3,0,16,4-7,0-1,50.0%,0-0,-,1,2,0,1,0,2,15,8,LAClippers
KobeBrown,7,6,0,24,2-2,1-3,60.0%,0-0,-,1,5,1,0,1,5,-3,11,LAClippers
IvicaZubac,6,9,0,23,3-5,0-0,60.0%,0-1,0.0%,0,9,1,0,0,4,17,11,LAClippers
BonesHyland,6,1,1,9,0-4,2-4,25.0%,0-0,-,0,1,0,0,0,0,-12,2,LAClippers
AmirCoffey,2,1,0,9,1-1,0-0,100.0%,0-0,-,1,0,0,0,0,0,-12,3,LAClippers
XavierMoon,2,0,2,7,1-1,0-1,50.0%,0-0,-,0,0,1,0,0,1,-11,2,LAClippers
LAClippers,119,49,21,240,33-55,11-29,52.4%,20-21,95.2%  ,6,43,16,7,2,17,100,142,LAClippers
KeeganMurray,17,7,1,31,6-9,0-5,42.9%,5-6,83.3%,0,7,0,3,0,2,-21,19,SacramentoKings
DomantasSabonis,15,10,3,26,5-9,0-2,45.5%,5-8,62.5%,5,5,2,2,0,3,-23,19,SacramentoKings
De&#039;AaronFox,14,3,3,25,2-9,3-7,31.3%,1-1,100.0%,0,3,4,0,0,3,-14,5,SacramentoKings
SashaVezenkov,9,3,3,20,3-4,1-3,57.1%,0-0,-,0,3,0,1,0,0,2,13,SacramentoKings
MalikMonk,8,0,5,22,1-3,2-5,37.5%,0-0,-,0,0,4,0,0,4,-20,4,SacramentoKings
KesslerEdwards,7,0,0,8,2-2,1-1,100.0%,0-0,-,0,0,0,0,0,0,12,7,SacramentoKings
ChrisDuarte,6,2,1,12,1-1,0-2,33.3%,4-4,100.0%,0,2,0,0,1,1,9,8,SacramentoKings
JaValeMcGee,6,1,0,6,3-3,0-0,100.0%,0-1,0.0%,1,0,1,0,0,1,-8,5,SacramentoKings
JordanFord,5,1,1,8,1-1,1-1,100.0%,0-0,-,0,1,1,0,0,0,12,6,SacramentoKings
TreyLyles,3,6,3,20,1-1,0-3,25.0%,1-2,50.0%,1,5,0,1,0,1,-19,9,SacramentoKings
KevinHuerter,3,4,3,17,0-4,1-4,12.5%,0-0,-,0,4,0,1,0,1,-8,4,SacramentoKings
KeonEllis,3,0,1,12,0-0,1-1,100.0%,0-0,-,0,0,2,0,1,0,5,3,SacramentoKings
HarrisonBarnes,2,1,1,19,1-1,0-2,33.3%,0-0,-,0,1,0,0,0,2,-13,2,SacramentoKings
DavionMitchell,1,0,2,15,0-2,0-1,0.0%,1-2,50.0%,0,0,0,0,0,1,-14,-1,SacramentoKings
SacramentoKings,99,43,27,240,26-49,10-37,41.9%,17-24,70.8%  ,10,33,17,8,2,19,-100,103,SacramentoKings
