PLAYER,Pts,Reb,2M,2A,3M,3A,1M,1A,Ast,MIN,2M-2A,3M-3A,FG%,1M-1A,1%,Or,Dr,To,Stl,Blk,Fo,+/-,Eff,Team
De&#039;AaronFox,41,3,9,14,5,11,8,11,7,34,9-14,5-11,56.0,8-11,72.7,0,3,5,2,0,3,3,34,SacramentoKings
DomantasSabonis,18,16,7,12,1,2,1,2,7,40,7-12,1-2,57.1,1-2,50.0,2,14,2,0,0,2,-1,32,SacramentoKings
MalikMonk,18,1,3,7,4,8,0,0,9,33,3-7,4-8,46.7,0-0,0,0,1,4,0,1,2,12,17,SacramentoKings
KeonEllis,17,6,1,1,5,7,0,0,3,28,1-1,5-7,75.0,0-0,0,2,4,0,1,1,5,9,26,SacramentoKings
KeeganMurray,15,3,4,6,0,2,7,8,1,31,4-6,0-2,50.0,7-8,87.5,2,1,1,1,0,4,-10,14,SacramentoKings
TreyLyles,5,7,1,1,1,4,0,0,1,19,1-1,1-4,40.0,0-0,0,1,6,0,0,1,2,22,11,SacramentoKings
HarrisonBarnes,5,3,1,3,1,4,0,0,2,21,1-3,1-4,28.6,0-0,0,2,1,2,0,0,1,-7,3,SacramentoKings
KevinHuerter,4,2,2,5,0,3,0,0,2,20,2-5,0-3,25.0,0-0,0,1,1,1,2,1,1,-10,4,SacramentoKings
SashaVezenkov,3,4,0,0,1,4,0,0,0,10,0-0,1-4,25.0,0-0,0,1,3,0,0,0,1,7,4,SacramentoKings
JaValeMcGee,2,2,1,1,0,0,0,0,0,4,1-1,0-0,100.0,0-0,0,0,2,2,0,0,1,2,2,SacramentoKings
KesslerEdwards,0,0,0,0,0,0,0,0,0,1,0-0,0-0,0,0-0,0,0,0,0,0,0,0,-2,0,SacramentoKings
SacramentoKings,128,50,29,50,18,45,16,21,32,240,29-50,18-45,49.5,16-21,0,14,36,18,6,4,22,25,147,SacramentoKings
ShaiGilgeous-Alexander,43,6,12,22,1,5,16,18,9,38,12-22,1-5,48.1,16-18,88.9,2,4,3,2,0,2,3,41,OklahomaCityThunder
JoshGiddey,18,8,6,11,2,3,0,0,4,29,6-11,2-3,57.1,0-0,0,5,3,4,3,1,4,10,24,OklahomaCityThunder
LuguentzDort,17,4,2,3,3,5,4,5,0,32,2-3,3-5,62.5,4-5,80.0,2,2,1,2,2,4,3,20,OklahomaCityThunder
ChetHolmgren,14,11,6,10,0,2,2,2,1,30,6-10,0-2,50.0,2-2,100.0,2,9,1,0,3,4,-10,22,OklahomaCityThunder
AaronWiggins,6,1,3,4,0,0,0,0,0,7,3-4,0-0,75.0,0-0,0,1,0,1,0,0,0,-5,5,OklahomaCityThunder
OusmaneDieng,6,0,0,0,2,4,0,0,0,10,0-0,2-4,50.0,0-0,0,0,0,1,0,0,0,-3,3,OklahomaCityThunder
IsaiahJoe,6,1,1,2,1,5,1,1,0,15,1-2,1-5,28.6,1-1,100.0,0,1,0,0,0,1,-6,2,OklahomaCityThunder
JalenWilliams,5,4,2,10,0,4,1,1,3,29,2-10,0-4,14.3,1-1,100.0,2,2,1,1,1,3,2,1,OklahomaCityThunder
JaylinWilliams,3,6,0,0,1,3,0,0,3,15,0-0,1-3,33.3,0-0,0,1,5,0,0,0,2,7,10,OklahomaCityThunder
CasonWallace,3,0,0,1,1,2,0,0,4,19,0-1,1-2,33.3,0-0,0,0,0,0,0,0,3,-18,5,OklahomaCityThunder
KenrichWilliams,2,0,1,3,0,2,0,0,1,11,1-3,0-2,20.0,0-0,0,0,0,0,0,0,1,-5,-1,OklahomaCityThunder
DavisBertans,0,3,0,0,0,1,0,0,1,5,0-0,0-1,0.0,0-0,0,1,2,1,0,0,1,-3,2,OklahomaCityThunder
OklahomaCityThunder,123,49,33,66,11,36,24,27,26,240,33-66,11-36,43.1,24-27,0,18,31,14,8,7,25,-25,134,OklahomaCityThunder
