PLAYER,Pts,Reb,2M,2A,3M,3A,1M,1A,Ast,MIN,2M-2A,3M-3A,FG%,1M-1A,1%,Or,Dr,To,Stl,Blk,Fo,+/-,Eff,Team
PaoloBanchero,20,10,9,18,0,3,2,3,4,36,9-18,0-3,42.9,2-3,66.7,4,6,8,1,0,0,6,14,OrlandoMagic
FranzWagner,19,8,7,13,0,5,5,7,4,33,7-13,0-5,38.9,5-7,71.4,1,7,1,0,0,4,11,17,OrlandoMagic
GogaBitadze,15,7,6,8,0,0,3,4,2,29,6-8,0-0,75.0,3-4,75.0,3,4,0,0,4,3,8,25,OrlandoMagic
JalenSuggs,12,4,2,2,2,4,2,2,3,28,2-2,2-4,66.7,2-2,100.0,1,3,1,0,1,2,10,17,OrlandoMagic
JoeIngles,12,4,0,1,2,4,6,6,3,20,0-1,2-4,40.0,6-6,100.0,1,3,1,0,1,2,-2,16,OrlandoMagic
ColeAnthony,8,2,2,5,1,1,1,2,4,18,2-5,1-1,50.0,1-2,50.0,1,1,0,0,0,3,-2,10,OrlandoMagic
MoritzWagner,8,2,4,7,0,2,0,1,0,18,4-7,0-2,44.4,0-1,0.0,0,2,0,1,0,3,-2,5,OrlandoMagic
JonathanIsaac,7,4,2,3,1,3,0,0,0,13,2-3,1-3,50.0,0-0,0,1,3,0,2,0,0,8,10,OrlandoMagic
GaryHarris,3,1,0,0,1,3,0,0,2,26,0-0,1-3,33.3,0-0,0,0,1,0,0,1,2,1,5,OrlandoMagic
AnthonyBlack,0,1,0,1,0,1,0,0,0,19,0-1,0-1,0.0,0-0,0,0,1,1,3,1,3,12,2,OrlandoMagic
OrlandoMagic,104,48,32,58,7,26,19,25,22,240,32-58,7-26,46.4,19-25,0,16,32,12,7,8,25,50,121,OrlandoMagic
DariusGarland,36,6,8,14,3,9,11,12,5,39,8-14,3-9,47.8,11-12,91.7,1,5,3,2,0,0,6,33,ClevelandCavaliers
DonovanMitchell,22,3,4,8,2,10,8,9,3,37,4-8,2-10,33.3,8-9,88.9,1,2,2,3,1,3,-11,17,ClevelandCavaliers
TristanThompson,10,13,5,7,0,0,0,0,2,29,5-7,0-0,71.4,0-0,0,4,9,1,0,2,1,8,24,ClevelandCavaliers
DeanWade,9,6,1,2,2,3,1,2,0,29,1-2,2-3,60.0,1-2,50.0,4,2,2,3,0,2,-14,13,ClevelandCavaliers
SamMerrill,6,3,0,2,2,4,0,0,1,17,0-2,2-4,33.3,0-0,0,1,2,1,0,0,2,-4,5,ClevelandCavaliers
MaxStrus,6,2,1,4,0,5,4,6,3,26,1-4,0-5,11.1,4-6,66.7,1,1,3,1,0,4,0,-1,ClevelandCavaliers
JarrettAllen,4,7,2,3,0,0,0,0,1,15,2-3,0-0,66.7,0-0,0,2,5,1,1,0,6,-15,11,ClevelandCavaliers
IsaacOkoro,1,4,0,0,0,4,1,4,0,26,0-0,0-4,0.0,1-4,25.0,3,1,1,0,0,2,-21,-3,ClevelandCavaliers
GeorgesNiang,0,4,0,5,0,5,0,0,0,22,0-5,0-5,0.0,0-0,0,1,3,0,0,0,3,1,-6,ClevelandCavaliers
ClevelandCavaliers,94,56,21,45,9,40,25,33,15,240,21-45,9-40,35.3,25-33,0,18,38,14,10,3,23,-50,93,ClevelandCavaliers
