PLAYER,Pts,Reb,2M,2A,3M,3A,1M,1A,Ast,MIN,2M-2A,3M-3A,FG%,1M-1A,1%,Or,Dr,To,Stl,Blk,Fo,+/-,Eff,Team
GiannisAntetokounmpo,35,11,12,19,1,3,8,14,2,35,12-19,1-3,59.1,8-14,57.1,3,8,3,0,0,4,13,30,MilwaukeeBucks
BobbyPortis,19,10,4,4,3,6,2,2,2,25,4-4,3-6,70.0,2-2,100.0,2,8,0,0,1,3,24,29,MilwaukeeBucks
KhrisMiddleton,13,6,5,5,1,5,0,0,2,19,5-5,1-5,60.0,0-0,0,1,5,2,1,0,2,0,16,MilwaukeeBucks
DamianLillard,12,3,2,8,1,9,5,5,5,32,2-8,1-9,17.6,5-5,100.0,2,1,5,0,0,0,-6,1,MilwaukeeBucks
BrookLopez,11,5,2,2,2,6,1,3,0,29,2-2,2-6,50.0,1-3,33.3,0,5,2,0,3,3,-10,11,MilwaukeeBucks
MalikBeasley,9,2,0,0,3,6,0,0,0,21,0-0,3-6,50.0,0-0,0,1,1,0,0,0,3,-9,8,MilwaukeeBucks
MarJonBeauchamp,8,5,1,3,2,4,0,0,2,20,1-3,2-4,42.9,0-0,0,1,4,1,1,1,1,7,12,MilwaukeeBucks
PatConnaughton,6,8,0,0,1,3,3,3,5,29,0-0,1-3,33.3,3-3,100.0,1,7,0,1,0,4,9,18,MilwaukeeBucks
AndreJacksonJr.,5,3,1,1,1,3,0,0,0,13,1-1,1-3,50.0,0-0,0,2,1,0,0,0,1,2,6,MilwaukeeBucks
CameronPayne,0,0,0,0,0,2,0,0,5,17,0-0,0-2,0.0,0-0,0,0,0,2,0,0,2,15,1,MilwaukeeBucks
MilwaukeeBucks,118,53,27,42,15,47,19,27,23,240,27-42,15-47,47.2,19-27,0,13,40,15,3,5,23,45,132,MilwaukeeBucks
NikolaVucevic,26,12,9,17,2,7,2,3,5,36,9-17,2-7,45.8,2-3,66.7,6,6,1,1,1,5,-1,30,ChicagoBulls
ZachLaVine,20,8,3,9,2,10,8,8,5,39,3-9,2-10,26.3,8-8,100.0,1,7,1,1,1,1,-6,20,ChicagoBulls
CobyWhite,16,3,3,6,3,8,1,2,1,26,3-6,3-8,42.9,1-2,50.0,0,3,1,2,0,3,1,12,ChicagoBulls
PatrickWilliams,13,3,1,3,3,4,2,2,2,27,1-3,3-4,57.1,2-2,100.0,0,3,0,2,3,3,-6,20,ChicagoBulls
DeMarDerozan,11,4,3,11,0,3,5,5,7,37,3-11,0-3,21.4,5-5,100.0,2,2,1,0,1,3,-2,11,ChicagoBulls
TorreyCraig,8,12,2,4,1,4,1,1,2,22,2-4,1-4,37.5,1-1,100.0,7,5,0,0,0,2,1,17,ChicagoBulls
JevonCarter,6,0,0,1,2,4,0,0,1,14,0-1,2-4,40.0,0-0,0,0,0,0,1,1,2,-11,6,ChicagoBulls
AyoDosunmu,5,2,1,2,1,2,0,0,1,26,1-2,1-2,50.0,0-0,0,1,1,1,0,0,4,-13,5,ChicagoBulls
AndreDrummond,4,3,2,5,0,0,0,0,0,12,2-5,0-0,40.0,0-0,0,1,2,1,2,0,2,-8,5,ChicagoBulls
ChicagoBulls,109,47,24,58,14,42,19,21,24,240,24-58,14-42,38.0,19-21,0,18,29,6,9,7,25,-45,126,ChicagoBulls
