PLAYER,Pts,Reb,Ast,MIN,2M-2A,3M-3A,FG%,1M-1A,1%,Or,Dr,To,Stl,Blk,Fo,+/-,Eff,Team
DamianLillard,40,3,4,35,7-10,7-12,63.6%,5-5,100.0%,0,3,1,3,0,0,26,41,MilwaukeeBucks
BobbyPortis,23,10,2,26,7-10,3-6,62.5%,0-0,-,1,9,0,2,0,3,4,31,MilwaukeeBucks
KhrisMiddleton,17,3,4,28,4-9,3-6,46.7%,0-0,-,0,3,1,1,0,2,12,16,MilwaukeeBucks
BrookLopez,14,5,1,32,6-9,0-5,42.9%,2-2,100.0%,5,0,0,0,6,3,13,18,MilwaukeeBucks
GiannisAntetokounmpo,11,14,16,34,4-10,0-2,33.3%,3-6,50.0%,2,12,3,2,1,1,13,30,MilwaukeeBucks
MalikBeasley,7,4,2,28,2-2,1-5,42.9%,0-0,-,1,3,0,1,0,1,14,10,MilwaukeeBucks
AndreJacksonJr.,7,3,2,15,0-1,2-3,50.0%,1-2,50.0%,2,1,1,1,0,2,-1,9,MilwaukeeBucks
CameronPayne,7,0,0,13,2-4,0-2,33.3%,3-3,100.0%,0,0,0,0,0,1,-9,3,MilwaukeeBucks
RobinLopez,3,1,0,2,0-0,1-1,100.0%,0-0,-,0,1,0,0,0,0,-2,4,MilwaukeeBucks
PatConnaughton,3,3,2,18,0-2,1-6,12.5%,0-0,-,0,3,0,1,0,2,5,2,MilwaukeeBucks
MarJonBeauchamp,0,1,0,6,0-0,0-0,-,0-0,-,0,1,0,0,0,0,-6,1,MilwaukeeBucks
ThanasisAntetokounmpo,0,0,1,1,0-0,0-0,-,0-0,-,0,0,0,0,0,0,-2,1,MilwaukeeBucks
A.J.Green,0,0,0,2,0-0,0-1,0.0%,0-0,-,0,0,0,0,0,0,-2,-1,MilwaukeeBucks
MilwaukeeBucks,132,49,34,240,32-57,18-49,47.2%,14-18,77.8%  ,11,38,6,11,7,15,65,165,MilwaukeeBucks
KeldonJohnson,28,12,1,35,9-12,0-1,69.2%,10-12,83.3%,2,10,5,0,0,2,-5,30,SanAntonioSpurs
ZachCollins,22,8,2,29,5-9,4-7,56.3%,0-0,-,2,6,4,1,2,3,-9,24,SanAntonioSpurs
DevinVassell,17,3,2,33,5-12,2-6,38.9%,1-1,100.0%,0,3,2,0,0,0,-12,9,SanAntonioSpurs
TreJones,14,1,5,24,7-10,0-1,63.6%,0-0,-,0,1,2,1,0,1,-12,15,SanAntonioSpurs
MalakiBranham,12,2,3,27,3-7,2-4,45.5%,0-0,-,0,2,1,0,0,1,0,10,SanAntonioSpurs
CediOsman,10,2,1,19,3-4,0-2,50.0%,4-4,100.0%,0,2,0,0,0,1,-9,10,SanAntonioSpurs
JeremySochan,9,11,8,33,4-9,0-2,36.4%,1-2,50.0%,3,8,0,1,0,3,-13,21,SanAntonioSpurs
SandroMamukelashvili,3,8,3,15,0-1,1-4,20.0%,0-0,-,1,7,2,1,2,1,-7,11,SanAntonioSpurs
DominickBarlow,2,3,0,11,0-0,0-2,0.0%,2-2,100.0%,0,3,0,0,0,2,0,3,SanAntonioSpurs
JulianChampagnie,2,0,0,2,1-1,0-0,100.0%,0-0,-,0,0,0,0,0,0,2,2,SanAntonioSpurs
DougMcDermott,0,2,2,13,0-1,0-1,0.0%,0-0,-,0,2,0,0,0,3,0,2,SanAntonioSpurs
SanAntonioSpurs,119,55,27,240,37-66,9-30,47.9%,18-21,85.7%  ,10,45,16,4,4,17,-65,137,SanAntonioSpurs
