PLAYER,Pts,Reb,2M,2A,3M,3A,1M,1A,Ast,MIN,2M-2A,3M-3A,FG%,1M-1A,1%,Or,Dr,To,Stl,Blk,Fo,+/-,Eff,Team
De&#039;AaronFox,40,5,11,15,3,8,9,10,3,38,11-15,3-8,60.9,9-10,90.0,1,4,4,0,1,3,-17,35,SacramentoKings
MalikMonk,15,4,1,3,2,5,7,7,2,28,1-3,2-5,37.5,7-7,100.0,0,4,2,0,0,1,-8,14,SacramentoKings
SashaVezenkov,13,5,2,2,3,5,0,0,0,24,2-2,3-5,71.4,0-0,0,1,4,0,0,0,2,6,16,SacramentoKings
DomantasSabonis,11,5,1,9,2,3,3,4,3,31,1-9,2-3,25.0,3-4,75.0,1,4,1,0,0,3,-19,8,SacramentoKings
HarrisonBarnes,9,5,2,4,1,3,2,2,4,34,2-4,1-3,42.9,2-2,100.0,1,4,0,1,0,3,-9,15,SacramentoKings
DavionMitchell,9,3,2,2,1,5,2,2,3,13,2-2,1-5,42.9,2-2,100.0,0,3,1,0,0,0,-5,10,SacramentoKings
KevinHuerter,7,5,2,2,1,5,0,0,5,26,2-2,1-5,42.9,0-0,0,1,4,2,0,0,3,3,11,SacramentoKings
ChrisDuarte,7,3,3,4,0,2,1,1,0,13,3-4,0-2,50.0,1-1,100.0,1,2,0,0,0,2,-8,7,SacramentoKings
JaValeMcGee,2,5,1,1,0,0,0,0,0,5,1-1,0-0,100.0,0-0,0,3,2,1,0,0,1,-1,6,SacramentoKings
TreyLyles,2,5,1,2,0,3,0,2,2,18,1-2,0-3,20.0,0-2,0.0,2,3,2,0,0,2,4,1,SacramentoKings
ColbyJones,2,1,1,1,0,1,0,0,0,1,1-1,0-1,50.0,0-0,0,1,0,1,0,0,0,0,1,SacramentoKings
KesslerEdwards,0,1,0,0,0,1,0,0,0,7,0-0,0-1,0.0,0-0,0,1,0,0,0,0,0,-16,0,SacramentoKings
JalenSlawson,0,0,0,0,0,0,0,0,0,1,0-0,0-0,0,0-0,0,0,0,0,0,0,0,0,0,SacramentoKings
JordanFord,0,0,0,0,0,0,0,0,0,1,0-0,0-0,0,0-0,0,0,0,0,0,0,0,0,0,SacramentoKings
SacramentoKings,117,53,27,45,13,41,24,28,22,240,27-45,13-41,46.5,24-28,0,17,36,15,1,1,20,-70,124,SacramentoKings
KawhiLeonard,34,9,12,15,2,3,4,6,3,37,12-15,2-3,77.8,4-6,66.7,0,9,0,1,2,2,20,43,LAClippers
JamesHarden,26,3,3,6,5,8,5,5,6,39,3-6,5-8,57.1,5-5,100.0,1,2,2,5,0,4,19,32,LAClippers
PaulGeorge,19,3,3,9,4,9,1,2,7,40,3-9,4-9,38.9,1-2,50.0,0,3,1,0,0,1,14,16,LAClippers
TeranceMann,18,3,7,9,1,3,1,1,1,31,7-9,1-3,66.7,1-1,100.0,0,3,0,0,0,1,12,18,LAClippers
IvicaZubac,14,8,7,12,0,0,0,0,3,30,7-12,0-0,58.3,0-0,0,3,5,0,0,3,1,23,23,LAClippers
RussellWestbrook,9,5,2,5,0,1,5,6,8,19,2-5,0-1,33.3,5-6,83.3,1,4,1,1,0,2,-3,17,LAClippers
DanielTheis,5,3,2,5,0,0,1,2,0,17,2-5,0-0,40.0,1-2,50.0,3,0,0,0,0,5,-12,4,LAClippers
KobeBrown,3,2,0,0,1,2,0,0,0,11,0-0,1-2,50.0,0-0,0,0,2,0,0,0,3,-3,4,LAClippers
NormanPowell,3,1,0,4,1,2,0,0,0,13,0-4,1-2,16.7,0-0,0,0,1,0,0,0,1,0,-1,LAClippers
BonesHyland,0,0,0,0,0,0,0,0,0,1,0-0,0-0,0,0-0,0,0,0,0,1,0,0,0,1,LAClippers
AmirCoffey,0,0,0,0,0,0,0,0,0,1,0-0,0-0,0,0-0,0,0,0,0,0,0,0,0,0,LAClippers
LAClippers,131,41,36,65,14,28,17,22,28,240,36-65,14-28,53.8,17-22,0,11,30,5,8,5,20,70,157,LAClippers
