PLAYER,Pts,Reb,Ast,MIN,2M-2A,3M-3A,FG%,1M-1A,1%,Or,Dr,To,Stl,Blk,Fo,+/-,Eff,Team
ShaiGilgeous-Alexander,30,4,7,28,12-16,0-1,70.6%,6-6,100.0%,1,3,1,3,0,1,35,38,OklahomaCityThunder
OusmaneDieng,18,3,3,26,3-3,3-4,85.7%,3-4,75.0%,0,3,1,0,0,2,-1,21,OklahomaCityThunder
ChetHolmgren,16,8,2,25,4-6,2-3,66.7%,2-2,100.0%,2,6,3,1,2,2,24,23,OklahomaCityThunder
JalenWilliams,15,3,3,22,3-8,2-2,50.0%,3-3,100.0%,1,2,2,0,0,1,16,14,OklahomaCityThunder
JoshGiddey,12,10,8,24,3-8,2-3,45.5%,0-0,-,2,8,3,1,1,1,17,23,OklahomaCityThunder
CasonWallace,10,3,2,25,2-4,2-4,50.0%,0-0,-,0,3,0,1,2,4,17,14,OklahomaCityThunder
IsaiahJoe,9,0,1,15,0-1,3-7,37.5%,0-0,-,0,0,0,0,1,1,18,6,OklahomaCityThunder
JaylinWilliams,7,1,1,10,1-1,1-1,100.0%,2-2,100.0%,0,1,1,1,0,0,4,9,OklahomaCityThunder
TreMann,4,2,0,13,2-5,0-1,33.3%,0-0,-,0,2,1,0,0,2,-21,1,OklahomaCityThunder
DavisBertans,3,0,1,9,0-0,1-2,50.0%,0-0,-,0,0,0,0,1,1,-17,4,OklahomaCityThunder
AaronWiggins,3,1,0,4,0-3,1-1,25.0%,0-0,-,1,0,0,0,0,0,2,1,OklahomaCityThunder
LindyWaters,3,0,1,8,0-0,1-4,25.0%,0-0,-,0,0,0,0,0,2,-15,1,OklahomaCityThunder
KenrichWilliams,2,2,1,7,1-1,0-0,100.0%,0-0,-,0,2,0,1,0,0,0,6,OklahomaCityThunder
VasilijeMicic,2,1,5,16,1-2,0-3,20.0%,0-0,-,0,1,0,1,0,0,8,5,OklahomaCityThunder
AleksejPokusevski,0,1,0,9,0-0,0-2,0.0%,0-0,-,0,1,0,0,0,0,-17,-1,OklahomaCityThunder
OklahomaCityThunder,134,44,35,240,32-58,18-38,52.1%,16-17,94.1%  ,11,33,12,9,7,20,70,165,OklahomaCityThunder
KeyonteGeorge,30,3,7,33,5-8,5-9,58.8%,5-5,100.0%,0,3,3,1,0,0,5,31,UtahJazz
CollinSexton,20,4,2,26,6-9,1-4,53.8%,5-6,83.3%,2,2,0,2,0,1,-1,21,UtahJazz
SimoneFontecchio,19,2,1,23,4-5,3-6,63.6%,2-2,100.0%,1,1,0,0,4,1,-13,22,UtahJazz
LukaSamanic,14,7,1,17,5-6,1-4,60.0%,1-1,100.0%,0,7,2,0,0,3,22,16,UtahJazz
TalenHorton-Tucker,11,1,2,15,2-4,1-3,42.9%,4-4,100.0%,0,1,2,0,1,5,-19,9,UtahJazz
TaylorHendricks,8,2,2,26,2-2,1-4,50.0%,1-1,100.0%,0,2,0,1,1,2,5,11,UtahJazz
JordanClarkson,8,4,5,22,3-9,0-4,23.1%,2-2,100.0%,2,2,2,1,1,1,-25,7,UtahJazz
KrisDunn,4,6,7,25,2-3,0-1,50.0%,0-0,-,2,4,0,1,0,2,11,16,UtahJazz
KellyOlynyk,2,6,3,21,1-3,0-2,20.0%,0-0,-,0,6,2,0,0,2,-19,5,UtahJazz
OchaiAgbaji,2,1,2,22,1-3,0-1,25.0%,0-0,-,0,1,1,3,1,1,-19,5,UtahJazz
OmerYurtseven,2,5,0,10,1-2,0-0,50.0%,0-0,-,2,3,3,0,1,3,-17,4,UtahJazz
UtahJazz,120,49,32,240,32-54,12-38,47.8%,20-21,95.2%  ,9,40,15,9,9,21,-70,147,UtahJazz
