PLAYER,Pts,Reb,2M,2A,3M,3A,1M,1A,Ast,MIN,2M-2A,3M-3A,FG%,1M-1A,1%,Or,Dr,To,Stl,Blk,Fo,+/-,Eff,Team
BrandonMiller,35,6,5,13,5,12,10,12,1,38,5-13,5-12,40.0,10-12,83.3,2,4,1,1,2,1,0,27,CharlotteHornets
P.J.Washington,22,9,8,10,1,6,3,5,2,32,8-10,1-6,56.3,3-5,60.0,3,6,0,2,1,3,-4,27,CharlotteHornets
MilesBridges,19,6,7,18,1,5,2,2,3,38,7-18,1-5,34.8,2-2,100.0,1,5,2,0,1,2,-24,12,CharlotteHornets
NickRichards,12,10,5,7,0,0,2,2,2,33,5-7,0-0,71.4,2-2,100.0,3,7,5,0,0,3,-10,17,CharlotteHornets
BryceMcGowens,4,1,0,1,0,1,4,4,1,16,0-1,0-1,0.0,4-4,100.0,0,1,0,0,0,0,-12,4,CharlotteHornets
IshmaelSmith,3,3,0,2,1,1,0,0,4,26,0-2,1-1,33.3,0-0,0,0,3,2,0,0,3,-30,6,CharlotteHornets
J.T.Thor,2,3,1,1,0,0,0,0,1,10,1-1,0-0,100.0,0-0,0,0,3,0,0,0,0,-4,6,CharlotteHornets
NickSmith,2,2,1,4,0,4,0,0,2,25,1-4,0-4,12.5,0-0,0,1,1,0,2,0,4,7,1,CharlotteHornets
LeakyBlack,0,3,0,3,0,0,0,0,2,19,0-3,0-0,0.0,0-0,0,1,2,0,1,1,0,-3,4,CharlotteHornets
JamesBouknight,0,0,0,0,0,0,0,0,0,2,0-0,0-0,0,0-0,0,0,0,0,0,0,0,0,0,CharlotteHornets
NathanMensah,0,0,0,0,0,0,0,0,0,2,0-0,0-0,0,0-0,0,0,0,0,0,0,0,0,0,CharlotteHornets
CharlotteHornets,99,43,27,59,8,29,21,25,18,240,27-59,8-29,39.8,21-25,0,11,32,10,6,5,16,-80,104,CharlotteHornets
PascalSiakam,25,8,10,16,1,4,2,3,9,35,10-16,1-4,55.0,2-3,66.7,3,5,0,1,1,3,30,34,IndianaPacers
AaronNesmith,22,8,5,6,3,5,3,3,4,34,5-6,3-5,72.7,3-3,100.0,1,7,2,1,0,3,19,30,IndianaPacers
TyreseHaliburton,17,1,3,3,3,5,2,3,4,20,3-3,3-5,75.0,2-3,66.7,0,1,1,1,2,0,13,21,IndianaPacers
MylesTurner,16,10,7,11,0,3,2,2,2,26,7-11,0-3,50.0,2-2,100.0,3,7,0,1,0,3,16,22,IndianaPacers
BennedictMathurin,14,5,2,9,2,3,4,6,1,27,2-9,2-3,33.3,4-6,66.7,1,4,0,0,0,0,3,10,IndianaPacers
JalenSmith,10,5,3,6,1,3,1,1,0,20,3-6,1-3,44.4,1-1,100.0,1,4,0,0,1,0,0,11,IndianaPacers
T.J.McConnell,4,6,2,5,0,0,0,0,7,21,2-5,0-0,40.0,0-0,0,1,5,4,0,0,2,0,10,IndianaPacers
BuddyHield,3,1,0,1,1,3,0,0,0,12,0-1,1-3,25.0,0-0,0,0,1,0,0,0,1,-6,1,IndianaPacers
IsaiahJackson,2,2,1,1,0,0,0,0,1,2,1-1,0-0,100.0,0-0,0,1,1,0,0,0,0,0,5,IndianaPacers
KendallBrown,2,0,1,1,0,0,0,0,1,2,1-1,0-0,100.0,0-0,0,0,0,0,0,0,0,0,3,IndianaPacers
AndrewNembhard,0,2,0,0,0,4,0,0,3,27,0-0,0-4,0.0,0-0,0,0,2,1,1,0,1,19,1,IndianaPacers
ObiToppin,0,1,0,0,0,1,0,0,2,11,0-0,0-1,0.0,0-0,0,0,1,3,0,0,1,-14,-1,IndianaPacers
JaraceWalker,0,0,0,0,0,1,0,0,0,2,0-0,0-1,0.0,0-0,0,0,0,0,0,0,1,0,-1,IndianaPacers
BenSheppard,0,0,0,0,0,1,0,0,0,2,0-0,0-1,0.0,0-0,0,0,0,0,0,0,0,0,-1,IndianaPacers
IndianaPacers,115,49,34,59,11,33,14,18,34,240,34-59,11-33,48.9,14-18,0,11,38,11,5,4,15,80,145,IndianaPacers
