PLAYER,Pts,Reb,Ast,MIN,2M-2A,3M-3A,FG%,1M-1A,1%,Or,Dr,To,Stl,Blk,Fo,+/-,Eff,Team
JeramiGrant,14,0,1,27,3-7,1-5,33.3%,5-6,83.3%,0,0,2,1,0,1,-25,5,PortlandTrailBlazers
JabariWalker,13,7,2,22,5-10,1-5,40.0%,0-1,0.0%,3,4,3,1,0,2,-21,10,PortlandTrailBlazers
DeandreAyton,11,5,2,24,5-7,0-0,71.4%,1-2,50.0%,2,3,2,1,1,0,-26,15,PortlandTrailBlazers
SkylarMays,11,2,7,26,2-3,2-6,44.4%,1-2,50.0%,0,2,3,2,0,0,-37,13,PortlandTrailBlazers
KrisMurray,8,2,0,21,1-2,1-2,50.0%,3-4,75.0%,1,1,1,1,0,3,-10,7,PortlandTrailBlazers
ShaedonSharpe,7,4,1,24,2-7,1-1,37.5%,0-0,-,2,2,1,0,0,3,-20,6,PortlandTrailBlazers
JustinMinaya,7,2,0,13,0-2,2-4,33.3%,1-2,50.0%,2,0,0,0,1,0,-7,5,PortlandTrailBlazers
ToumaniCamara,6,2,0,15,3-3,0-2,60.0%,0-0,-,0,2,1,0,0,4,-15,5,PortlandTrailBlazers
RayanRupert,4,1,1,12,0-2,1-3,20.0%,1-2,50.0%,1,0,1,1,0,0,-8,1,PortlandTrailBlazers
DuopReath,4,2,0,12,1-4,0-2,16.7%,2-2,100.0%,0,2,1,0,0,2,-9,0,PortlandTrailBlazers
MatisseThybulle,2,1,2,19,1-1,0-2,33.3%,0-0,-,0,1,0,2,0,0,-27,5,PortlandTrailBlazers
JamareeBouyea,2,2,5,16,1-2,0-2,25.0%,0-0,-,1,1,2,0,0,0,-6,4,PortlandTrailBlazers
MosesBrown,2,1,0,7,1-1,0-0,100.0%,0-0,-,1,0,0,1,0,0,-4,4,PortlandTrailBlazers
PortlandTrailBlazers,91,33,21,240,25-51,9-34,40.0%,14-21,66.7%  ,15,18,17,10,2,15,-215,80,PortlandTrailBlazers
ShaiGilgeous-Alexander,28,3,4,23,9-12,1-1,76.9%,7-7,100.0%,0,3,3,1,0,2,26,30,OklahomaCityThunder
ChetHolmgren,16,6,0,20,4-4,2-2,100.0%,2-2,100.0%,0,6,0,0,2,1,10,24,OklahomaCityThunder
IsaiahJoe,15,1,1,14,0-0,5-6,83.3%,0-0,-,0,1,1,1,0,0,20,16,OklahomaCityThunder
AaronWiggins,13,5,1,16,2-4,2-3,57.1%,3-3,100.0%,2,3,2,3,0,1,11,17,OklahomaCityThunder
LindyWaters,12,3,1,16,0-0,4-7,57.1%,0-0,-,0,3,0,0,0,0,6,13,OklahomaCityThunder
LuguentzDort,12,0,1,23,2-3,2-3,66.7%,2-2,100.0%,0,0,0,0,0,1,27,11,OklahomaCityThunder
TreMann,7,5,2,24,2-4,1-3,42.9%,0-0,-,2,3,3,0,0,1,17,7,OklahomaCityThunder
JaylinWilliams,6,7,3,18,3-4,0-1,60.0%,0-0,-,3,4,1,1,0,3,23,14,OklahomaCityThunder
JoshGiddey,6,4,5,23,3-6,0-0,50.0%,0-0,-,0,4,4,1,0,1,12,9,OklahomaCityThunder
OlivierSarr,6,2,0,10,0-2,2-3,40.0%,0-0,-,1,1,0,0,0,4,10,5,OklahomaCityThunder
AleksejPokusevski,5,3,4,9,1-2,1-1,66.7%,0-0,-,2,1,0,0,0,1,9,11,OklahomaCityThunder
KenrichWilliams,3,1,3,8,0-1,1-1,50.0%,0-0,-,0,1,0,0,0,2,11,6,OklahomaCityThunder
DavisBertans,3,2,2,11,0-0,1-5,20.0%,0-0,-,0,2,0,0,1,0,11,4,OklahomaCityThunder
CasonWallace,2,1,0,21,1-2,0-0,50.0%,0-0,-,0,1,1,1,0,1,19,2,OklahomaCityThunder
VasilijeMicic,0,0,1,6,0-1,0-0,0.0%,0-0,-,0,0,2,0,0,0,3,-2,OklahomaCityThunder
OklahomaCityThunder,134,48,28,240,27-45,22-36,60.5%,14-14,100.0%  ,14,34,20,8,3,18,215,167,OklahomaCityThunder
