PLAYER,Pts,Reb,Ast,MIN,2M-2A,3M-3A,FG%,1M-1A,1%,Or,Dr,To,Stl,Blk,Fo,+/-,Eff,Team
JeremySochan,33,8,6,36,9-11,3-3,85.7%,6-6,100.0%,3,5,5,1,0,5,-4,41,SanAntonioSpurs
DevinVassell,25,4,4,27,4-4,4-10,57.1%,5-5,100.0%,0,4,2,0,0,1,-4,25,SanAntonioSpurs
KeldonJohnson,22,11,3,33,6-12,2-3,53.3%,4-5,80.0%,4,7,2,1,0,2,-1,27,SanAntonioSpurs
VictorWembanyama,21,12,2,29,8-11,1-5,56.3%,2-2,100.0%,2,10,2,2,4,1,0,32,SanAntonioSpurs
JulianChampagnie,15,3,0,20,0-0,5-8,62.5%,0-0,-,1,2,1,0,0,2,-6,14,SanAntonioSpurs
ZachCollins,11,2,7,34,2-3,1-2,60.0%,4-4,100.0%,0,2,3,0,0,3,0,15,SanAntonioSpurs
TreJones,3,2,7,24,0-2,1-3,20.0%,0-1,0.0%,0,2,2,0,0,1,-2,5,SanAntonioSpurs
CediOsman,3,1,2,15,0-2,1-5,14.3%,0-0,-,0,1,1,0,0,3,-3,-1,SanAntonioSpurs
MalakiBranham,2,3,3,17,1-3,0-2,20.0%,0-0,-,0,3,3,0,1,1,7,2,SanAntonioSpurs
CharlesBassey,0,1,0,4,0-0,0-0,-,0-0,-,1,0,0,0,2,3,3,3,SanAntonioSpurs
SanAntonioSpurs,135,47,34,240,30-48,18-41,53.9%,21-23,91.3%  ,11,36,21,4,7,22,-10,163,SanAntonioSpurs
TraeYoung,45,4,14,40,13-20,2-9,51.7%,13-16,81.3%,0,4,2,2,0,1,-1,46,AtlantaHawks
DejounteMurray,24,3,2,35,8-17,2-4,47.6%,2-2,100.0%,0,3,0,5,0,1,-1,23,AtlantaHawks
BogdanBogdanovic,14,2,3,32,3-6,2-4,50.0%,2-2,100.0%,0,2,1,2,0,4,12,15,AtlantaHawks
SaddiqBey,13,4,0,34,2-4,3-4,62.5%,0-0,-,2,2,1,3,0,3,0,16,AtlantaHawks
ClintCapela,12,9,1,23,6-9,0-0,66.7%,0-0,-,4,5,2,0,1,4,8,18,AtlantaHawks
De&#039;AndreHunter,12,6,2,22,1-4,2-4,37.5%,4-4,100.0%,0,6,3,1,0,6,-5,13,AtlantaHawks
OnyekaOkongwu,11,8,0,28,2-3,1-3,50.0%,4-5,80.0%,2,6,1,0,0,4,-4,14,AtlantaHawks
WesleyMatthews,3,0,2,15,0-0,1-1,100.0%,0-0,-,0,0,0,0,1,1,1,6,AtlantaHawks
GarrisonMathews,3,1,0,12,0-0,1-4,25.0%,0-0,-,0,1,0,1,0,1,0,2,AtlantaHawks
AtlantaHawks,137,37,24,240,35-63,14-33,51.0%,25-29,86.2%  ,8,29,10,14,2,25,10,153,AtlantaHawks
