PLAYER,Pts,Reb,2M,2A,3M,3A,1M,1A,Ast,MIN,2M-2A,3M-3A,FG%,1M-1A,1%,Or,Dr,To,Stl,Blk,Fo,+/-,Eff,Team
JarenJacksonJr.,25,5,8,17,2,6,3,4,5,34,8-17,2-6,43.5,3-4,75.0,0,5,5,1,3,4,-11,20,MemphisGrizzlies
SantiagoAldama,18,9,3,5,4,7,0,0,3,38,3-5,4-7,58.3,0-0,0,1,8,1,0,2,0,-13,26,MemphisGrizzlies
VinceWilliamsJr.,17,6,4,5,1,5,6,6,2,31,4-5,1-5,50.0,6-6,100.0,2,4,2,1,1,2,-10,20,MemphisGrizzlies
ScottyPippenJr.,10,4,2,4,2,5,0,0,4,22,2-4,2-5,44.4,0-0,0,1,3,2,3,1,3,-2,15,MemphisGrizzlies
GregoryJackson,10,5,2,6,1,8,3,4,2,29,2-6,1-8,21.4,3-4,75.0,2,3,1,0,2,2,2,6,MemphisGrizzlies
JohnKonchar,8,6,3,3,0,1,2,2,0,32,3-3,0-1,75.0,2-2,100.0,0,6,1,1,2,3,-8,15,MemphisGrizzlies
JacobGilyard,6,1,0,0,2,4,0,0,6,23,0-0,2-4,50.0,0-0,0,0,1,0,1,0,1,1,12,MemphisGrizzlies
TreyJemison,5,3,2,2,0,0,1,1,0,14,2-2,0-0,100.0,1-1,100.0,1,2,0,1,1,2,4,10,MemphisGrizzlies
DavidRoddy,2,4,1,10,0,2,0,0,3,18,1-10,0-2,8.3,0-0,0,0,4,0,1,0,2,2,-1,MemphisGrizzlies
MemphisGrizzlies,101,43,25,52,12,38,15,17,25,240,25-52,12-38,41.1,15-17,0,7,36,12,9,12,19,-35,123,MemphisGrizzlies
DonovanMitchell,25,4,7,10,3,9,2,4,7,33,7-10,3-9,52.6,2-4,50.0,0,4,4,0,0,3,16,21,ClevelandCavaliers
CarisLeVert,16,1,5,6,1,4,3,4,3,29,5-6,1-4,60.0,3-4,75.0,0,1,2,2,0,1,-11,15,ClevelandCavaliers
JarrettAllen,14,9,6,13,0,0,2,4,2,21,6-13,0-0,46.2,2-4,50.0,2,7,2,0,3,1,6,17,ClevelandCavaliers
MaxStrus,11,10,2,4,2,4,1,2,4,29,2-4,2-4,50.0,1-2,50.0,4,6,0,1,0,1,13,21,ClevelandCavaliers
DariusGarland,9,2,3,7,1,3,0,0,7,24,3-7,1-3,40.0,0-0,0,0,2,3,1,0,0,2,10,ClevelandCavaliers
SamMerrill,9,2,0,1,3,5,0,0,1,18,0-1,3-5,50.0,0-0,0,0,2,0,0,0,1,-5,9,ClevelandCavaliers
DamianJones,7,6,2,4,0,0,3,3,1,15,2-4,0-0,50.0,3-3,100.0,2,4,2,0,3,2,-5,13,ClevelandCavaliers
DeanWade,6,5,0,0,2,5,0,0,1,28,0-0,2-5,40.0,0-0,0,0,5,0,2,2,1,19,13,ClevelandCavaliers
IsaacOkoro,6,4,1,3,1,1,1,1,0,21,1-3,1-1,50.0,1-1,100.0,1,3,1,0,0,2,7,7,ClevelandCavaliers
GeorgesNiang,5,5,1,3,1,4,0,0,0,22,1-3,1-4,28.6,0-0,0,1,4,0,0,0,4,-7,5,ClevelandCavaliers
ClevelandCavaliers,108,48,27,51,14,35,12,18,26,240,27-51,14-35,47.7,12-18,0,10,38,14,6,8,16,35,131,ClevelandCavaliers
