PLAYER,Pts,Reb,2M,2A,3M,3A,1M,1A,Ast,MIN,2M-2A,3M-3A,FG%,1M-1A,1%,Or,Dr,To,Stl,Blk,Fo,+/-,Eff,Team
KeldonJohnson,22,3,4,7,4,7,2,3,1,33,4-7,4-7,57.1,2-3,66.7,0,3,0,0,0,1,-13,19,SanAntonioSpurs
VictorWembanyama,19,13,4,11,2,6,5,6,4,31,4-11,2-6,35.3,5-6,83.3,4,9,2,1,8,5,-6,31,SanAntonioSpurs
ZachCollins,16,7,3,5,1,3,7,8,6,26,3-5,1-3,50.0,7-8,87.5,4,3,3,0,0,6,1,21,SanAntonioSpurs
JeremySochan,16,5,4,6,1,2,5,6,3,32,4-6,1-2,62.5,5-6,83.3,2,3,3,2,0,3,-6,19,SanAntonioSpurs
CediOsman,13,5,1,3,3,7,2,2,1,24,1-3,3-7,40.0,2-2,100.0,2,3,1,1,0,1,-21,13,SanAntonioSpurs
JulianChampagnie,6,2,0,0,2,6,0,0,2,20,0-0,2-6,33.3,0-0,0,0,2,1,0,0,0,6,5,SanAntonioSpurs
SandroMamukelashvili,5,2,1,3,1,2,0,0,1,11,1-3,1-2,40.0,0-0,0,0,2,1,0,1,3,-4,5,SanAntonioSpurs
DougMcDermott,5,0,1,2,1,3,0,0,2,16,1-2,1-3,40.0,0-0,0,0,0,0,1,0,3,-8,5,SanAntonioSpurs
MalakiBranham,4,1,2,3,0,3,0,0,3,18,2-3,0-3,33.3,0-0,0,0,1,2,0,0,2,2,2,SanAntonioSpurs
TreJones,2,0,1,3,0,1,0,1,3,21,1-3,0-1,25.0,0-1,0.0,0,0,1,0,0,1,-18,0,SanAntonioSpurs
DominickBarlow,0,1,0,0,0,0,0,0,0,3,0-0,0-0,0,0-0,0,0,1,0,0,0,0,6,1,SanAntonioSpurs
CharlesBassey,0,1,0,0,0,0,0,0,0,4,0-0,0-0,0,0-0,0,0,1,1,0,0,3,1,0,SanAntonioSpurs
SanAntonioSpurs,108,41,21,43,15,40,21,26,26,240,21-43,15-40,43.4,21-26,0,12,29,20,5,9,28,-60,121,SanAntonioSpurs
JarenJacksonJr.,27,5,5,12,2,8,11,12,0,27,5-12,2-8,35.0,11-12,91.7,3,2,2,1,1,3,10,18,MemphisGrizzlies
DesmondBane,26,5,5,9,3,6,7,7,4,34,5-9,3-6,53.3,7-7,100.0,3,2,2,1,0,5,4,27,MemphisGrizzlies
ZiaireWilliams,17,7,2,5,2,3,7,8,5,25,2-5,2-3,50.0,7-8,87.5,1,6,1,1,0,1,27,24,MemphisGrizzlies
SantiagoAldama,17,10,6,10,1,5,2,3,3,36,6-10,1-5,46.7,2-3,66.7,2,8,3,1,1,2,19,20,MemphisGrizzlies
BismackBiyombo,14,9,7,9,0,0,0,1,4,31,7-9,0-0,77.8,0-1,0.0,1,8,1,0,0,4,6,23,MemphisGrizzlies
DerrickRose,9,1,2,3,1,1,2,3,1,14,2-3,1-1,75.0,2-3,66.7,0,1,0,0,0,1,5,9,MemphisGrizzlies
JohnKonchar,5,3,1,1,1,4,0,0,2,23,1-1,1-4,40.0,0-0,0,0,3,1,1,1,2,-7,8,MemphisGrizzlies
JacobGilyard,3,0,0,0,1,2,0,0,1,12,0-0,1-2,50.0,0-0,0,0,0,0,0,0,3,-14,3,MemphisGrizzlies
KennyLofton,2,1,1,2,0,1,0,0,2,12,1-2,0-1,33.3,0-0,0,0,1,1,0,0,3,-6,2,MemphisGrizzlies
DavidRoddy,0,4,0,2,0,3,0,2,1,26,0-2,0-3,0.0,0-2,0.0,2,2,1,2,0,1,16,-1,MemphisGrizzlies
MemphisGrizzlies,120,47,29,53,11,33,29,36,23,240,29-53,11-33,46.5,29-36,0,13,34,13,7,3,25,60,133,MemphisGrizzlies
