PLAYER,Pts,Reb,2M,2A,3M,3A,1M,1A,Ast,MIN,2M-2A,3M-3A,FG%,1M-1A,1%,Or,Dr,To,Stl,Blk,Fo,+/-,Eff,Team
TerryRozier,30,4,7,14,4,11,4,4,6,39,7-14,4-11,44.0,4-4,100.0,0,4,2,3,0,0,-10,27,CharlotteHornets
MilesBridges,27,10,8,16,2,8,5,6,2,39,8-16,2-8,41.7,5-6,83.3,2,8,3,1,0,5,-11,22,CharlotteHornets
NickRichards,16,6,7,7,0,0,2,2,1,30,7-7,0-0,100.0,2-2,100.0,1,5,0,0,1,5,6,24,CharlotteHornets
BrandonMiller,16,4,5,11,2,5,0,2,3,35,5-11,2-5,43.8,0-2,0.0,0,4,0,1,0,3,-1,13,CharlotteHornets
GordonHayward,9,3,3,6,1,4,0,0,4,34,3-6,1-4,40.0,0-0,0,0,3,1,1,1,2,0,11,CharlotteHornets
BryceMcGowens,7,2,2,3,0,2,3,5,0,21,2-3,0-2,40.0,3-5,60.0,1,1,0,1,0,2,-14,5,CharlotteHornets
NathanMensah,2,7,0,1,0,0,2,2,0,13,0-1,0-0,0.0,2-2,100.0,2,5,2,0,0,6,-6,6,CharlotteHornets
J.T.Thor,0,2,0,1,0,1,0,0,0,14,0-1,0-1,0.0,0-0,0,1,1,0,0,2,1,1,2,CharlotteHornets
IshmaelSmith,0,1,0,2,0,0,0,0,2,15,0-2,0-0,0.0,0-0,0,1,0,0,0,0,0,10,1,CharlotteHornets
CharlotteHornets,107,43,32,61,9,31,16,21,18,240,32-61,9-31,44.6,16-21,0,11,32,8,7,4,24,-25,111,CharlotteHornets
JonasValanciunas,29,13,9,12,2,4,5,6,4,37,9-12,2-4,68.8,5-6,83.3,4,9,2,0,2,3,5,40,NewOrleansPelicans
ZionWilliamson,21,11,9,16,0,0,3,4,4,30,9-16,0-0,56.3,3-4,75.0,3,8,1,0,0,4,-1,27,NewOrleansPelicans
C.J.McCollum,19,5,4,9,3,9,2,2,4,35,4-9,3-9,38.9,2-2,100.0,2,3,2,1,1,0,4,17,NewOrleansPelicans
TreyMurphyIII,13,6,2,2,1,5,6,6,2,25,2-2,1-5,42.9,6-6,100.0,0,6,0,0,0,2,8,17,NewOrleansPelicans
HerbertJones,11,2,2,2,1,2,4,6,1,28,2-2,1-2,75.0,4-6,66.7,1,1,0,1,1,1,2,13,NewOrleansPelicans
JoseAlvarado,8,8,0,3,1,3,5,6,1,21,0-3,1-3,16.7,5-6,83.3,1,7,1,1,1,3,9,12,NewOrleansPelicans
BrandonIngram,8,3,3,7,0,1,2,2,7,32,3-7,0-1,37.5,2-2,100.0,0,3,9,0,0,3,5,4,NewOrleansPelicans
NajiMarshall,3,1,0,2,1,2,0,0,1,13,0-2,1-2,25.0,0-0,0,0,1,0,0,0,0,-11,2,NewOrleansPelicans
DysonDaniels,0,0,0,0,0,0,0,0,0,15,0-0,0-0,0,0-0,0,0,0,0,1,0,1,7,1,NewOrleansPelicans
JordanHawkins,0,0,0,0,0,1,0,0,0,4,0-0,0-1,0.0,0-0,0,0,0,0,0,0,0,-3,-1,NewOrleansPelicans
NewOrleansPelicans,112,52,29,53,9,27,27,32,24,240,29-53,9-27,47.5,27-32,0,13,39,18,4,5,17,25,132,NewOrleansPelicans
