PLAYER,Pts,Reb,2M,2A,3M,3A,1M,1A,Ast,MIN,2M-2A,3M-3A,FG%,1M-1A,1%,Or,Dr,To,Stl,Blk,Fo,+/-,Eff,Team
LukaDoncic,36,15,6,9,5,13,9,14,18,46,6-9,5-13,50.0,9-14,64.3,2,13,7,2,2,2,-7,50,DallasMavericks
DerrickJones,24,4,2,3,6,12,2,2,1,33,2-3,6-12,53.3,2-2,100.0,1,3,3,1,1,3,-1,21,DallasMavericks
DereckLively,20,16,9,9,0,0,2,5,0,39,9-9,0-0,100.0,2-5,40.0,6,10,2,1,7,2,12,39,DallasMavericks
SethCurry,12,5,0,6,4,9,0,0,3,36,0-6,4-9,26.7,0-0,0,3,2,0,1,1,2,14,11,DallasMavericks
A.J.Lawson,12,0,1,3,3,7,1,2,2,19,1-3,3-7,40.0,1-2,50.0,0,0,0,0,1,1,9,8,DallasMavericks
JadenHardy,6,2,1,2,1,4,1,2,0,15,1-2,1-4,33.3,1-2,50.0,0,2,2,0,0,5,-17,1,DallasMavericks
GrantWilliams,5,1,1,2,0,4,3,4,1,27,1-2,0-4,16.7,3-4,75.0,1,0,0,0,0,3,-7,1,DallasMavericks
Olivier-MaxenceProsper,2,1,0,1,0,1,2,2,1,14,0-1,0-1,0.0,2-2,100.0,1,0,0,0,0,2,-4,2,DallasMavericks
DwightPowell,2,0,0,0,0,0,2,2,0,4,0-0,0-0,0,2-2,100.0,0,0,1,0,0,1,-9,1,DallasMavericks
RichaunHolmes,1,1,0,0,0,0,1,2,0,5,0-0,0-0,0,1-2,50.0,0,1,0,0,0,0,-9,1,DallasMavericks
DexterDennis,0,2,0,0,0,2,0,0,0,3,0-0,0-2,0.0,0-0,0,1,1,0,0,0,0,-11,0,DallasMavericks
DallasMavericks,120,50,20,35,19,52,23,35,26,240,20-35,19-52,44.8,23-35,0,16,34,15,5,12,21,-30,135,DallasMavericks
JalenWilliams,23,5,6,14,3,5,2,2,5,30,6-14,3-5,47.4,2-2,100.0,2,3,1,1,0,3,-2,23,OklahomaCityThunder
ShaiGilgeous-Alexander,17,3,4,10,2,3,3,4,9,39,4-10,2-3,46.2,3-4,75.0,1,2,2,5,1,4,8,25,OklahomaCityThunder
DavisBertans,15,1,0,0,3,3,6,6,1,11,0-0,3-3,100.0,6-6,100.0,0,1,0,1,0,3,16,18,OklahomaCityThunder
CasonWallace,15,6,4,5,2,7,1,2,0,20,4-5,2-7,50.0,1-2,50.0,2,4,0,0,0,3,0,14,OklahomaCityThunder
JaylinWilliams,14,3,0,1,4,5,2,2,0,15,0-1,4-5,66.7,2-2,100.0,1,2,1,0,0,1,16,14,OklahomaCityThunder
ChetHolmgren,11,11,4,7,0,3,3,4,3,30,4-7,0-3,40.0,3-4,75.0,3,8,2,1,5,3,4,22,OklahomaCityThunder
LuguentzDort,10,5,3,7,1,6,1,2,3,33,3-7,1-6,30.8,1-2,50.0,1,4,2,0,0,4,-10,6,OklahomaCityThunder
JoshGiddey,10,3,2,7,2,6,0,0,1,17,2-7,2-6,30.8,0-0,0,2,1,2,0,0,1,1,3,OklahomaCityThunder
IsaiahJoe,6,7,0,1,2,5,0,0,2,25,0-1,2-5,33.3,0-0,0,1,6,0,0,0,1,10,11,OklahomaCityThunder
KenrichWilliams,5,6,1,3,1,1,0,0,0,11,1-3,1-1,50.0,0-0,0,3,3,2,0,0,1,-13,7,OklahomaCityThunder
AaronWiggins,0,0,0,1,0,0,0,0,0,10,0-1,0-0,0.0,0-0,0,0,0,0,0,0,0,0,-1,OklahomaCityThunder
OklahomaCityThunder,126,53,24,56,20,44,18,22,24,240,24-56,20-44,44.0,18-22,0,18,35,12,8,6,24,30,142,OklahomaCityThunder
