PLAYER,Pts,Reb,2M,2A,3M,3A,1M,1A,Ast,MIN,2M-2A,3M-3A,FG%,1M-1A,1%,Or,Dr,To,Stl,Blk,Fo,+/-,Eff,Team
FredVanVleet,33,3,1,4,8,12,7,8,10,43,1-4,8-12,56.3,7-8,87.5,0,3,5,1,1,3,-3,35,HoustonRockets
JalenGreen,31,6,7,10,5,9,2,4,4,36,7-10,5-9,63.2,2-4,50.0,0,6,1,0,0,0,-7,31,HoustonRockets
AlperenSengun,28,7,11,14,1,2,3,4,8,34,11-14,1-2,75.0,3-4,75.0,3,4,5,1,1,6,12,35,HoustonRockets
TariEason,10,11,5,11,0,2,0,0,2,27,5-11,0-2,38.5,0-0,0,5,6,2,3,2,3,-8,18,HoustonRockets
JeffGreen,10,4,5,9,0,2,0,1,0,33,5-9,0-2,45.5,0-1,0.0,2,2,0,1,1,2,-7,9,HoustonRockets
JockLandale,6,1,2,5,0,0,2,2,0,8,2-5,0-0,40.0,2-2,100.0,1,0,0,0,1,4,-6,5,HoustonRockets
Jae&#039;SeanTate,4,5,2,3,0,1,0,0,2,35,2-3,0-1,50.0,0-0,0,1,4,0,0,0,3,4,9,HoustonRockets
AaronHoliday,4,2,2,4,0,2,0,0,3,15,2-4,0-2,33.3,0-0,0,1,1,3,2,0,2,-5,4,HoustonRockets
AmenThompson,1,3,0,1,0,0,1,2,1,9,0-1,0-0,0.0,1-2,50.0,1,2,0,0,0,1,0,3,HoustonRockets
HoustonRockets,127,44,35,61,14,30,15,21,30,240,35-61,14-30,53.8,15-21,0,15,29,18,8,6,24,-20,149,HoustonRockets
TyreseMaxey,42,4,11,17,2,9,14,15,4,41,11-17,2-9,50.0,14-15,93.3,1,3,1,0,1,1,0,36,Philadelphia76ers
TobiasHarris,22,4,8,12,2,6,0,0,7,35,8-12,2-6,55.6,0-0,0,1,3,3,4,3,3,5,29,Philadelphia76ers
De&#039;AnthonyMelton,15,3,3,5,2,7,3,4,2,36,3-5,2-7,41.7,3-4,75.0,0,3,2,1,0,1,3,11,Philadelphia76ers
MarcusMorris,14,5,2,3,2,5,4,5,1,27,2-3,2-5,50.0,4-5,80.0,1,4,1,1,1,5,10,16,Philadelphia76ers
KellyOubre,13,1,1,3,3,4,2,2,1,24,1-3,3-4,57.1,2-2,100.0,0,1,3,0,0,1,-4,9,Philadelphia76ers
PatrickBeverley,9,3,2,3,1,1,2,2,3,20,2-3,1-1,75.0,2-2,100.0,2,1,0,0,0,1,7,14,Philadelphia76ers
RobertCovington,7,4,3,4,0,1,1,1,0,16,3-4,0-1,60.0,1-1,100.0,2,2,0,3,0,4,3,12,Philadelphia76ers
PaulReed,7,2,3,5,0,0,1,2,4,24,3-5,0-0,60.0,1-2,50.0,2,0,0,1,0,3,-6,11,Philadelphia76ers
MohamedBamba,2,2,0,1,0,0,2,2,0,5,0-1,0-0,0.0,2-2,100.0,2,0,0,0,0,1,-3,3,Philadelphia76ers
DanuelHouse,0,2,0,0,0,0,0,0,0,12,0-0,0-0,0,0-0,0,0,2,0,0,0,1,5,2,Philadelphia76ers
Philadelphia76ers,131,30,33,53,12,33,29,33,22,240,33-53,12-33,52.3,29-33,0,11,19,10,10,5,21,20,143,Philadelphia76ers
