PLAYER,Pts,Reb,2M,2A,3M,3A,1M,1A,Ast,MIN,2M-2A,3M-3A,FG%,1M-1A,1%,Or,Dr,To,Stl,Blk,Fo,+/-,Eff,Team
KevinDurant,28,9,4,13,3,5,11,11,4,36,4-13,3-5,38.9,11-11,100.0,0,9,3,1,2,1,-13,30,PhoenixSuns
DrewEubanks,15,5,7,9,0,0,1,2,1,21,7-9,0-0,77.8,1-2,50.0,4,1,2,0,0,1,4,16,PhoenixSuns
BradleyBeal,15,8,6,13,0,5,3,6,5,30,6-13,0-5,33.3,3-6,50.0,1,7,5,0,0,5,-18,8,PhoenixSuns
JordanGoodwin,11,6,1,3,3,7,0,0,3,29,1-3,3-7,40.0,0-0,0,2,4,1,1,1,2,3,15,PhoenixSuns
JoshOkogie,8,2,0,1,0,2,8,8,1,21,0-1,0-2,0.0,8-8,100.0,1,1,1,0,1,1,-8,8,PhoenixSuns
GraysonAllen,7,6,1,5,1,3,2,2,1,32,1-5,1-3,25.0,2-2,100.0,2,4,2,0,1,2,-19,7,PhoenixSuns
KeitaBates-Diop,6,8,3,8,0,1,0,0,2,27,3-8,0-1,33.3,0-0,0,4,4,1,0,0,3,-4,9,PhoenixSuns
YutaWatanabe,6,0,0,0,2,2,0,0,2,17,0-0,2-2,100.0,0-0,0,0,0,0,0,0,1,10,8,PhoenixSuns
JusufNurkic,3,8,1,3,0,3,1,2,1,26,1-3,0-3,16.7,1-2,50.0,3,5,2,2,2,3,-15,8,PhoenixSuns
ChimezieMetu,0,0,0,0,0,1,0,0,0,1,0-0,0-1,0.0,0-0,0,0,0,0,0,0,0,0,-1,PhoenixSuns
PhoenixSuns,99,58,23,55,9,29,26,31,20,240,23-55,9-29,38.1,26-31,0,21,37,19,4,7,19,-60,108,PhoenixSuns
ShaiGilgeous-Alexander,35,7,11,17,2,5,7,8,4,37,11-17,2-5,59.1,7-8,87.5,0,7,1,1,1,3,7,37,OklahomaCityThunder
JalenWilliams,31,1,8,12,3,4,6,8,1,38,8-12,3-4,68.8,6-8,75.0,0,1,1,2,0,4,23,27,OklahomaCityThunder
ChetHolmgren,18,6,2,4,3,6,5,5,4,33,2-4,3-6,50.0,5-5,100.0,0,6,0,0,2,3,27,25,OklahomaCityThunder
JoshGiddey,10,6,5,11,0,1,0,0,10,32,5-11,0-1,41.7,0-0,0,3,3,4,1,2,1,17,18,OklahomaCityThunder
LuguentzDort,9,6,3,5,0,5,3,4,1,33,3-5,0-5,30.0,3-4,75.0,2,4,0,3,1,5,8,12,OklahomaCityThunder
JaylinWilliams,3,4,0,0,1,3,0,0,0,13,0-0,1-3,33.3,0-0,0,1,3,1,0,1,0,-11,5,OklahomaCityThunder
IsaiahJoe,3,1,0,1,1,2,0,0,1,16,0-1,1-2,33.3,0-0,0,0,1,0,1,1,1,-13,5,OklahomaCityThunder
AaronWiggins,2,2,1,4,0,0,0,0,1,12,1-4,0-0,25.0,0-0,0,0,2,0,1,0,1,9,3,OklahomaCityThunder
CasonWallace,0,0,0,1,0,0,0,0,1,17,0-1,0-0,0.0,0-0,0,0,0,0,0,0,3,2,0,OklahomaCityThunder
DavisBertans,0,0,0,0,0,0,0,0,0,3,0-0,0-0,0,0-0,0,0,0,0,0,0,0,-5,0,OklahomaCityThunder
OusmaneDieng,0,0,0,0,0,1,0,0,0,6,0-0,0-1,0.0,0-0,0,0,0,0,0,0,0,-4,-1,OklahomaCityThunder
OklahomaCityThunder,111,37,30,55,10,27,21,25,23,240,30-55,10-27,48.8,21-25,0,8,29,7,9,8,21,60,131,OklahomaCityThunder
