PLAYER,Pts,Reb,2M,2A,3M,3A,1M,1A,Ast,MIN,2M-2A,3M-3A,FG%,1M-1A,1%,Or,Dr,To,Stl,Blk,Fo,+/-,Eff,Team
ChetHolmgren,19,4,6,8,1,4,4,4,0,26,6-8,1-4,58.3,4-4,100.0,2,2,1,0,0,2,-23,17,OklahomaCityThunder
JalenWilliams,13,3,6,8,0,1,1,1,5,28,6-8,0-1,66.7,1-1,100.0,0,3,0,0,1,2,-21,19,OklahomaCityThunder
TreMann,12,4,4,5,1,2,1,1,1,8,4-5,1-2,71.4,1-1,100.0,1,3,1,0,0,0,-5,14,OklahomaCityThunder
LuguentzDort,10,1,2,2,1,5,3,3,0,21,2-2,1-5,42.9,3-3,100.0,1,0,0,1,1,2,-18,9,OklahomaCityThunder
JoshGiddey,9,2,3,11,1,2,0,0,3,22,3-11,1-2,30.8,0-0,0,1,1,2,1,0,0,-18,4,OklahomaCityThunder
CasonWallace,7,3,2,2,1,1,0,0,1,22,2-2,1-1,100.0,0-0,0,1,2,0,1,1,1,-11,13,OklahomaCityThunder
ShaiGilgeous-Alexander,7,4,2,12,0,4,3,4,7,28,2-12,0-4,12.5,3-4,75.0,1,3,0,1,0,2,-22,4,OklahomaCityThunder
IsaiahJoe,5,2,1,3,1,4,0,0,1,17,1-3,1-4,28.6,0-0,0,0,2,1,4,0,3,-5,6,OklahomaCityThunder
OusmaneDieng,5,5,2,3,0,5,1,1,1,19,2-3,0-5,25.0,1-1,100.0,0,5,0,0,0,0,-10,5,OklahomaCityThunder
AaronWiggins,5,0,2,2,0,1,1,2,0,10,2-2,0-1,66.7,1-2,50.0,0,0,0,0,0,0,-8,3,OklahomaCityThunder
VasilijeMicic,2,0,1,1,0,2,0,0,3,14,1-1,0-2,33.3,0-0,0,0,0,2,0,0,1,-9,1,OklahomaCityThunder
AleksejPokusevski,1,1,0,0,0,1,1,2,0,14,0-0,0-1,0.0,1-2,50.0,0,1,2,0,1,1,-11,-1,OklahomaCityThunder
OlivierSarr,0,0,0,0,0,0,0,0,0,6,0-0,0-0,0,0-0,0,0,0,0,0,0,0,-2,0,OklahomaCityThunder
KeyontaeJohnson,0,0,0,1,0,0,0,0,0,6,0-1,0-0,0.0,0-0,0,0,0,0,0,0,0,-2,-1,OklahomaCityThunder
OklahomaCityThunder,95,37,31,58,6,32,15,18,22,240,31-58,6-32,41.1,15-18,0,12,25,9,8,4,14,-165,93,OklahomaCityThunder
NikolaJokic,28,14,11,14,1,2,3,3,5,30,11-14,1-2,75.0,3-3,100.0,2,12,4,0,0,3,21,39,DenverNuggets
MichaelPorter,20,9,4,7,4,7,0,0,2,25,4-7,4-7,57.1,0-0,0,3,6,1,0,0,3,12,24,DenverNuggets
JamalMurray,19,2,8,13,1,1,0,0,8,30,8-13,1-1,64.3,0-0,0,1,1,4,0,0,1,22,20,DenverNuggets
PeytonWatson,17,4,7,8,1,3,0,0,1,22,7-8,1-3,72.7,0-0,0,1,3,0,1,1,1,11,21,DenverNuggets
ChristianBraun,13,7,4,7,0,2,5,5,7,21,4-7,0-2,44.4,5-5,100.0,1,6,0,1,1,2,25,24,DenverNuggets
AaronGordon,9,3,4,6,0,1,1,3,2,23,4-6,0-1,57.1,1-3,33.3,1,2,1,1,3,1,22,12,DenverNuggets
JulianStrawther,8,1,1,2,2,3,0,0,1,8,1-2,2-3,60.0,0-0,0,0,1,0,0,0,0,4,8,DenverNuggets
KentaviousCaldwell-Pope,7,3,1,1,1,4,2,2,1,30,1-1,1-4,40.0,2-2,100.0,0,3,1,2,0,2,21,9,DenverNuggets
ReggieJackson,5,0,1,1,1,2,0,0,6,22,1-1,1-2,66.7,0-0,0,0,0,2,2,0,4,13,10,DenverNuggets
BraxtonKey,2,1,1,1,0,1,0,0,0,3,1-1,0-1,50.0,0-0,0,0,1,0,0,0,0,0,2,DenverNuggets
ZekeNnaji,0,3,0,1,0,0,0,0,1,15,0-1,0-0,0.0,0-0,0,1,2,0,0,0,2,12,3,DenverNuggets
HunterTyson,0,1,0,0,0,0,0,0,0,3,0-0,0-0,0,0-0,0,0,1,0,0,0,1,0,1,DenverNuggets
JustinHoliday,0,0,0,0,0,0,0,0,0,3,0-0,0-0,0,0-0,0,0,0,0,0,0,0,0,0,DenverNuggets
CollinGillespie,0,0,0,0,0,1,0,0,0,6,0-0,0-1,0.0,0-0,0,0,0,0,1,0,1,2,0,DenverNuggets
DenverNuggets,128,50,42,61,11,27,11,13,34,240,42-61,11-27,60.2,11-13,0,12,38,15,8,5,21,165,173,DenverNuggets
