PLAYER,Pts,Reb,Ast,MIN,2M-2A,3M-3A,FG%,1M-1A,1%,Or,Dr,To,Stl,Blk,Fo,+/-,Eff,Team
LeBronJames,30,5,8,23,5-8,4-4,75.0%,8-8,100.0%,0,5,0,0,0,1,36,40,LosAngelesLakers
AustinReaves,17,5,7,23,2-3,3-6,55.6%,4-4,100.0%,0,5,2,1,0,0,21,24,LosAngelesLakers
AnthonyDavis,16,15,5,31,5-8,0-2,50.0%,6-8,75.0%,5,10,2,2,2,1,35,31,LosAngelesLakers
TaureanPrince,15,3,1,23,0-1,5-8,55.6%,0-0,-,0,3,0,1,0,3,23,16,LosAngelesLakers
D&#039;AngeloRussell,14,3,1,22,4-5,2-5,60.0%,0-0,-,0,3,4,1,0,1,23,11,LosAngelesLakers
RuiHachimura,12,1,2,21,4-6,1-3,55.6%,1-2,50.0%,0,1,0,0,0,3,9,10,LosAngelesLakers
CameronReddish,9,5,2,23,2-4,1-2,50.0%,2-2,100.0%,2,3,1,0,0,1,31,12,LosAngelesLakers
MaxChristie,6,2,0,17,3-4,0-1,60.0%,0-2,0.0%,0,2,0,1,0,1,6,5,LosAngelesLakers
ChristianWood,4,6,2,8,2-3,0-1,50.0%,0-0,-,3,3,2,0,0,0,6,8,LosAngelesLakers
JaxsonHayes,4,4,0,17,2-2,0-1,66.7%,0-1,0.0%,0,4,1,0,0,4,9,5,LosAngelesLakers
MaxwellLewis,3,1,1,8,0-2,1-2,25.0%,0-0,-,0,1,1,0,0,0,6,1,LosAngelesLakers
JarredVanderbilt,2,5,1,14,1-2,0-0,50.0%,0-0,-,0,5,0,0,1,0,9,8,LosAngelesLakers
JalenHood,1,4,1,8,0-3,0-0,0.0%,1-2,50.0%,1,3,1,0,1,1,6,2,LosAngelesLakers
LosAngelesLakers,133,59,31,240,30-51,17-35,54.7%,22-29,75.9%  ,11,48,14,6,4,16,220,173,LosAngelesLakers
TreyMurphyIII,14,3,1,22,3-6,2-7,38.5%,2-2,100.0%,0,3,0,0,0,1,-25,10,NewOrleansPelicans
ZionWilliamson,13,2,3,26,6-8,0-0,75.0%,1-6,16.7%,1,1,3,0,0,3,-33,8,NewOrleansPelicans
HerbertJones,10,7,1,26,4-7,0-3,40.0%,2-2,100.0%,4,3,1,2,1,4,-22,14,NewOrleansPelicans
JonasValanciunas,9,3,2,23,2-5,1-4,33.3%,2-2,100.0%,0,3,1,1,3,2,-25,11,NewOrleansPelicans
C.J.McCollum,9,4,2,25,3-10,1-4,28.6%,0-0,-,1,3,1,2,0,2,-38,6,NewOrleansPelicans
BrandonIngram,9,3,7,31,4-10,0-3,30.8%,1-2,50.0%,1,2,3,0,0,3,-33,6,NewOrleansPelicans
JoseAlvarado,8,2,4,20,1-4,2-3,42.9%,0-0,-,0,2,1,2,0,1,-13,11,NewOrleansPelicans
NajiMarshall,5,4,0,12,0-1,1-1,50.0%,2-2,100.0%,2,2,1,0,0,1,-17,7,NewOrleansPelicans
DysonDaniels,4,8,0,17,1-3,0-2,20.0%,2-2,100.0%,2,6,0,0,1,1,2,9,NewOrleansPelicans
JordanHawkins,4,2,0,12,2-5,0-3,25.0%,0-0,-,0,2,0,0,0,1,-5,0,NewOrleansPelicans
CodyZeller,2,2,1,12,0-1,0-0,0.0%,2-2,100.0%,1,1,0,0,0,2,-5,4,NewOrleansPelicans
KiraLewis,2,0,0,6,1-2,0-1,33.3%,0-0,-,0,0,1,0,0,0,-3,-1,NewOrleansPelicans
JeremiahRobinson-Earl,0,2,1,6,0-2,0-0,0.0%,0-0,-,0,2,0,0,0,0,-3,1,NewOrleansPelicans
NewOrleansPelicans,89,42,22,240,27-64,7-31,35.8%,14-20,70.0%  ,12,30,12,7,5,21,-220,86,NewOrleansPelicans
