PLAYER,Pts,Reb,Ast,MIN,2M-2A,3M-3A,FG%,1M-1A,1%,Or,Dr,To,Stl,Blk,Fo,+/-,Eff,Team
JaysonTatum,25,10,5,41,5-10,2-9,36.8%,9-9,100.0%,0,10,4,0,2,3,9,26,BostonCeltics
JaylenBrown,25,2,4,35,9-12,1-5,58.8%,4-4,100.0%,1,1,3,1,1,1,-6,23,BostonCeltics
KristapsPorzingis,21,10,3,32,3-10,2-6,31.3%,9-9,100.0%,3,7,3,1,2,1,-3,23,BostonCeltics
DerrickWhite,17,4,4,37,0-1,5-8,55.6%,2-2,100.0%,0,4,1,1,2,3,-6,23,BostonCeltics
JrueHoliday,11,4,2,34,1-2,3-5,57.1%,0-0,-,2,2,1,3,1,3,2,17,BostonCeltics
SamHauser,9,3,1,20,0-1,3-4,60.0%,0-0,-,1,2,0,0,0,1,14,11,BostonCeltics
PaytonPritchard,6,3,3,12,0-0,2-5,40.0%,0-0,-,0,3,1,2,1,1,10,11,BostonCeltics
LukeKornet,4,4,0,8,1-3,0-0,33.3%,2-2,100.0%,3,1,0,0,0,0,2,6,BostonCeltics
AlHorford,2,5,1,22,1-1,0-2,33.3%,0-0,-,2,3,0,1,0,0,13,7,BostonCeltics
BostonCeltics,120,45,23,240,20-40,18-44,45.2%,26-26,100.0%  ,12,33,13,9,9,13,35,147,BostonCeltics
DonovanMitchell,29,6,3,35,6-9,5-13,50.0%,2-2,100.0%,0,6,3,1,0,3,6,25,ClevelandCavaliers
DariusGarland,26,2,7,38,7-15,4-8,47.8%,0-0,-,0,2,2,1,0,1,-3,22,ClevelandCavaliers
MaxStrus,17,9,3,37,1-4,5-11,40.0%,0-0,-,0,9,1,0,0,4,1,19,ClevelandCavaliers
JarrettAllen,14,5,5,37,6-9,0-0,66.7%,2-5,40.0%,2,3,2,3,2,4,4,21,ClevelandCavaliers
CarisLeVert,11,2,3,23,4-7,1-4,45.5%,0-0,-,0,2,2,0,1,1,-5,9,ClevelandCavaliers
DeanWade,8,3,3,20,0-0,2-6,33.3%,2-2,100.0%,1,2,0,0,1,3,2,11,ClevelandCavaliers
GeorgesNiang,3,2,1,23,0-0,1-1,100.0%,0-0,-,0,2,1,0,0,1,-14,5,ClevelandCavaliers
IsaacOkoro,3,2,1,16,0-2,1-2,25.0%,0-0,-,0,2,1,1,0,1,-15,3,ClevelandCavaliers
TristanThompson,2,4,1,12,1-1,0-0,100.0%,0-0,-,3,1,0,0,0,0,-11,7,ClevelandCavaliers
ClevelandCavaliers,113,35,27,240,25-47,19-45,47.8%,6-9,66.7%  ,6,29,12,6,4,18,-35,122,ClevelandCavaliers
