PLAYER,Pts,Reb,2M,2A,3M,3A,1M,1A,Ast,MIN,2M-2A,3M-3A,FG%,1M-1A,1%,Or,Dr,To,Stl,Blk,Fo,+/-,Eff,Team
ShaiGilgeous-Alexander,38,5,15,27,0,3,8,11,5,42,15-27,0-3,50.0,8-11,72.7,3,2,0,5,1,4,11,36,OklahomaCityThunder
JalenWilliams,28,5,11,14,1,1,3,4,2,40,11-14,1-1,80.0,3-4,75.0,0,5,1,3,1,3,-8,34,OklahomaCityThunder
ChetHolmgren,21,7,5,8,1,4,8,8,1,35,5-8,1-4,50.0,8-8,100.0,2,5,3,0,3,4,-3,23,OklahomaCityThunder
LuguentzDort,16,5,4,6,0,3,8,8,1,39,4-6,0-3,44.4,8-8,100.0,4,1,1,0,1,4,6,17,OklahomaCityThunder
CasonWallace,10,1,3,3,1,2,1,2,0,24,3-3,1-2,80.0,1-2,50.0,0,1,1,1,1,0,1,10,OklahomaCityThunder
JoshGiddey,9,9,3,6,1,6,0,0,4,25,3-6,1-6,33.3,0-0,0,1,8,1,3,0,2,-10,16,OklahomaCityThunder
AaronWiggins,9,3,3,3,1,2,0,0,1,22,3-3,1-2,80.0,0-0,0,1,2,1,2,0,2,-15,13,OklahomaCityThunder
IsaiahJoe,5,1,1,1,0,3,3,3,1,23,1-1,0-3,25.0,3-3,100.0,0,1,0,3,0,1,28,7,OklahomaCityThunder
KenrichWilliams,2,2,1,1,0,3,0,0,0,9,1-1,0-3,25.0,0-0,0,0,2,0,0,0,1,2,1,OklahomaCityThunder
DavisBertans,0,0,0,0,0,0,0,0,0,1,0-0,0-0,0,0-0,0,0,0,0,0,0,0,2,0,OklahomaCityThunder
JaylinWilliams,0,1,0,0,0,2,0,0,0,6,0-0,0-2,0.0,0-0,0,0,1,1,0,0,1,-4,-2,OklahomaCityThunder
OklahomaCityThunder,138,39,46,69,5,29,31,36,15,265,46-69,5-29,52.0,31-36,0,11,28,9,17,7,22,10,155,OklahomaCityThunder
StephenCurry,34,6,4,8,6,12,8,8,3,40,4-8,6-12,50.0,8-8,100.0,0,6,3,1,0,0,-5,31,GoldenStateWarriors
JonathanKuminga,24,12,7,15,3,6,1,1,0,29,7-15,3-6,47.6,1-1,100.0,6,6,3,0,0,6,-15,22,GoldenStateWarriors
KlayThompson,22,4,4,6,4,9,2,2,0,39,4-6,4-9,53.3,2-2,100.0,1,3,4,0,1,4,11,16,GoldenStateWarriors
DraymondGreen,12,5,4,5,1,2,1,2,13,35,4-5,1-2,71.4,1-2,50.0,1,4,4,0,1,6,-2,24,GoldenStateWarriors
BrandinPodziemski,12,6,4,7,1,4,1,1,4,23,4-7,1-4,45.5,1-1,100.0,5,1,1,1,0,2,-1,16,GoldenStateWarriors
AndrewWiggins,12,6,2,7,2,4,2,2,1,32,2-7,2-4,36.4,2-2,100.0,2,4,6,0,0,3,-1,6,GoldenStateWarriors
DarioSaric,11,12,1,2,2,6,3,4,3,23,1-2,2-6,37.5,3-4,75.0,6,6,3,1,0,2,4,18,GoldenStateWarriors
KevonLooney,5,4,2,2,0,0,1,3,2,16,2-2,0-0,100.0,1-3,33.3,1,3,2,0,0,1,3,7,GoldenStateWarriors
CoryJoseph,2,1,1,2,0,1,0,0,3,13,1-2,0-1,33.3,0-0,0,0,1,0,0,0,0,3,4,GoldenStateWarriors
MosesMoody,2,4,1,2,0,4,0,0,0,16,1-2,0-4,16.7,0-0,0,2,2,2,0,0,4,-7,-1,GoldenStateWarriors
GoldenStateWarriors,136,60,30,56,19,48,19,23,29,265,30-56,19-48,47.1,19-23,0,24,36,28,3,2,28,-10,143,GoldenStateWarriors
