PLAYER,Pts,Reb,2M,2A,3M,3A,1M,1A,Ast,MIN,2M-2A,3M-3A,FG%,1M-1A,1%,Or,Dr,To,Stl,Blk,Fo,+/-,Eff,Team
FranzWagner,27,2,10,16,2,4,1,1,3,31,10-16,2-4,60.0,1-1,100.0,0,2,0,0,0,0,19,24,OrlandoMagic
PaoloBanchero,24,4,9,14,0,3,6,7,2,30,9-14,0-3,52.9,6-7,85.7,0,4,0,2,0,3,25,23,OrlandoMagic
ColeAnthony,16,3,5,9,1,3,3,3,6,24,5-9,1-3,50.0,3-3,100.0,0,3,1,0,0,4,23,18,OrlandoMagic
GogaBitadze,13,8,6,7,0,0,1,1,2,28,6-7,0-0,85.7,1-1,100.0,4,4,1,0,4,1,26,25,OrlandoMagic
GaryHarris,11,3,2,3,2,5,1,1,1,23,2-3,2-5,50.0,1-1,100.0,0,3,1,2,0,3,23,12,OrlandoMagic
JoeIngles,6,4,0,3,2,3,0,0,5,16,0-3,2-3,33.3,0-0,0,0,4,0,0,0,1,15,11,OrlandoMagic
AnthonyBlack,6,5,2,3,0,1,2,4,3,25,2-3,0-1,50.0,2-4,50.0,1,4,1,0,0,2,7,9,OrlandoMagic
CalebHoustan,6,4,0,0,2,6,0,0,1,25,0-0,2-6,33.3,0-0,0,0,4,0,0,0,1,9,7,OrlandoMagic
JettHoward,6,1,1,1,1,1,1,2,1,5,1-1,1-1,100.0,1-2,50.0,0,1,0,0,0,1,3,7,OrlandoMagic
MoritzWagner,4,5,2,4,0,0,0,0,2,16,2-4,0-0,50.0,0-0,0,1,4,2,0,0,1,5,7,OrlandoMagic
ChumaOkeke,2,4,1,1,0,0,0,0,0,13,1-1,0-0,100.0,0-0,0,0,4,1,1,0,0,4,6,OrlandoMagic
AdmiralSchofield,2,2,1,2,0,0,0,0,0,4,1-2,0-0,50.0,0-0,0,0,2,2,0,0,3,1,1,OrlandoMagic
OrlandoMagic,123,45,39,63,10,26,15,19,26,240,39-63,10-26,55.1,15-19,0,6,39,9,5,4,20,160,150,OrlandoMagic
CadeCunningham,21,3,6,9,2,6,3,4,6,32,6-9,2-6,53.3,3-4,75.0,1,2,3,1,0,1,-20,20,DetroitPistons
KillianHayes,16,7,7,9,0,2,2,3,4,32,7-9,0-2,63.6,2-3,66.7,1,6,2,0,1,1,-22,21,DetroitPistons
AlecBurks,14,3,2,4,2,3,4,4,0,13,2-4,2-3,57.1,4-4,100.0,1,2,1,0,0,1,-3,13,DetroitPistons
MarvinBagley,9,5,4,7,0,0,1,2,0,23,4-7,0-0,57.1,1-2,50.0,2,3,4,0,0,1,-19,6,DetroitPistons
BojanBogdanovic,9,3,3,7,1,3,0,1,1,29,3-7,1-3,40.0,0-1,0.0,0,3,2,1,0,1,-18,5,DetroitPistons
JadenIvey,8,2,2,3,0,4,4,4,0,21,2-3,0-4,28.6,4-4,100.0,0,2,0,0,0,2,-14,5,DetroitPistons
AusarThompson,5,2,2,7,0,5,1,2,2,20,2-7,0-5,16.7,1-2,50.0,1,1,0,1,0,3,-15,-1,DetroitPistons
MarcusSasser,4,0,2,2,0,1,0,0,1,5,2-2,0-1,66.7,0-0,0,0,0,0,0,0,0,-3,4,DetroitPistons
IsaiahStewart,3,6,0,0,1,3,0,0,2,29,0-0,1-3,33.3,0-0,0,0,6,1,0,0,3,-19,8,DetroitPistons
JamesWiseman,2,5,0,0,0,0,2,4,0,16,0-0,0-0,0,2-4,50.0,2,3,1,0,0,2,-6,4,DetroitPistons
KevinKnox,0,1,0,0,0,0,0,0,0,5,0-0,0-0,0,0-0,0,0,1,1,0,0,0,-3,0,DetroitPistons
JoeHarris,0,0,0,1,0,0,0,0,0,4,0-1,0-0,0.0,0-0,0,0,0,0,0,1,0,-7,0,DetroitPistons
IsaiahLivers,0,1,0,2,0,3,0,0,1,12,0-2,0-3,0.0,0-0,0,0,1,0,0,0,2,-11,-3,DetroitPistons
DetroitPistons,91,38,28,51,6,30,17,24,17,240,28-51,6-30,42.0,17-24,0,8,30,15,3,2,17,-160,82,DetroitPistons
