PLAYER,Pts,Reb,Ast,MIN,2M-2A,3M-3A,FG%,1M-1A,1%,Or,Dr,To,Stl,Blk,Fo,+/-,Eff,Team
LeBronJames,35,12,7,42,9-11,4-8,68.4%,5-10,50.0%,0,12,4,1,2,3,6,42,LosAngelesLakers
AnthonyDavis,27,10,3,48,10-18,0-0,55.6%,7-9,77.8%,4,6,0,1,4,3,11,35,LosAngelesLakers
D&#039;AngeloRussell,27,2,6,36,7-12,3-7,52.6%,4-4,100.0%,0,2,3,0,0,2,3,23,LosAngelesLakers
AustinReaves,15,7,7,38,5-10,0-3,38.5%,5-5,100.0%,2,5,5,3,0,4,-5,19,LosAngelesLakers
ChristianWood,10,11,0,29,2-2,2-4,66.7%,0-0,-,2,9,2,1,1,3,14,19,LosAngelesLakers
CameronReddish,8,4,4,37,1-2,1-5,28.6%,3-4,75.0%,0,4,0,3,1,5,-4,14,LosAngelesLakers
MaxChristie,5,3,0,22,0-2,1-5,14.3%,2-2,100.0%,0,3,0,1,0,3,0,3,LosAngelesLakers
JaxsonHayes,3,2,1,14,1-1,0-0,100.0%,1-2,50.0%,1,1,0,0,1,1,0,6,LosAngelesLakers
LosAngelesLakers,130,51,28,265,35-58,11-32,51.1%,27-36,75.0%  ,9,42,14,10,9,24,25,161,LosAngelesLakers
KawhiLeonard,38,6,5,41,10-17,5-11,53.6%,3-6,50.0%,1,5,2,2,0,2,4,33,LAClippers
PaulGeorge,35,6,1,37,5-7,6-9,68.8%,7-8,87.5%,0,6,3,2,0,6,22,35,LAClippers
RussellWestbrook,24,11,8,44,6-15,3-6,42.9%,3-5,60.0%,4,7,6,4,0,5,-8,27,LAClippers
NormanPowell,12,2,3,35,6-10,0-4,42.9%,0-0,-,0,2,0,0,1,6,-14,10,LAClippers
IvicaZubac,7,9,0,29,3-8,0-0,37.5%,1-2,50.0%,2,7,1,0,0,5,-6,9,LAClippers
MasonPlumlee,5,6,0,19,1-3,0-0,33.3%,3-6,50.0%,0,6,1,3,0,0,-9,8,LAClippers
BonesHyland,4,1,5,34,2-4,0-3,28.6%,0-0,-,0,1,0,1,0,3,8,6,LAClippers
P.J.Tucker,0,5,0,21,0-1,0-0,0.0%,0-0,-,5,0,0,0,0,4,-15,4,LAClippers
KobeBrown,0,0,0,6,0-0,0-1,0.0%,0-0,-,0,0,0,0,0,0,-7,-1,LAClippers
LAClippers,125,46,22,265,33-65,14-34,47.5%,17-27,63.0%  ,12,34,13,12,1,31,-25,131,LAClippers
