PLAYER,Pts,Reb,2M,2A,3M,3A,1M,1A,Ast,MIN,2M-2A,3M-3A,FG%,1M-1A,1%,Or,Dr,To,Stl,Blk,Fo,+/-,Eff,Team
CadeCunningham,30,3,7,16,2,4,10,10,12,38,7-16,2-4,45.0,10-10,100.0,0,3,0,1,0,4,1,35,DetroitPistons
BojanBogdanovic,19,7,5,8,2,6,3,5,3,37,5-8,2-6,50.0,3-5,60.0,0,7,4,0,0,2,-4,16,DetroitPistons
JalenDuren,18,17,6,11,0,0,6,6,2,34,6-11,0-0,54.5,6-6,100.0,2,15,1,0,0,5,-6,31,DetroitPistons
KevinKnox,17,2,4,6,3,8,0,0,2,31,4-6,3-8,50.0,0-0,0,0,2,1,1,1,2,1,15,DetroitPistons
AlecBurks,16,0,1,3,3,3,5,5,1,19,1-3,3-3,66.7,5-5,100.0,0,0,0,0,0,0,6,15,DetroitPistons
JadenIvey,12,5,0,2,1,3,9,12,4,29,0-2,1-3,20.0,9-12,75.0,4,1,1,1,0,2,3,14,DetroitPistons
JamesWiseman,8,4,4,4,0,0,0,0,0,13,4-4,0-0,100.0,0-0,0,0,4,0,0,3,1,4,15,DetroitPistons
AusarThompson,6,1,2,2,0,2,2,2,0,12,2-2,0-2,50.0,2-2,100.0,0,1,0,0,0,1,3,5,DetroitPistons
IsaiahLivers,3,1,0,0,1,2,0,0,1,17,0-0,1-2,50.0,0-0,0,0,1,1,0,0,3,1,3,DetroitPistons
KillianHayes,0,1,0,2,0,0,0,0,4,10,0-2,0-0,0.0,0-0,0,0,1,3,1,0,2,1,1,DetroitPistons
DetroitPistons,129,43,29,54,12,28,35,40,29,240,29-54,12-28,50.0,35-40,0,6,37,11,4,4,22,10,150,DetroitPistons
PascalSiakam,35,5,12,22,2,2,5,8,4,40,12-22,2-2,58.3,5-8,62.5,1,4,2,0,0,5,-5,29,TorontoRaptors
DennisSchroder,30,0,8,12,3,6,5,5,9,37,8-12,3-6,61.1,5-5,100.0,0,0,1,0,0,1,4,31,TorontoRaptors
GaryTrentJr.,24,1,2,7,6,9,2,2,4,39,2-7,6-9,50.0,2-2,100.0,0,1,0,4,1,3,4,26,TorontoRaptors
ScottieBarnes,22,9,7,15,1,5,5,5,2,36,7-15,1-5,40.0,5-5,100.0,2,7,1,2,1,4,1,23,TorontoRaptors
ThaddeusYoung,6,1,3,5,0,0,0,0,1,11,3-5,0-0,60.0,0-0,0,1,0,2,2,0,3,-9,6,TorontoRaptors
JakobPoeltl,4,14,2,4,0,0,0,0,5,35,2-4,0-0,50.0,0-0,0,2,12,0,1,3,4,8,25,TorontoRaptors
ChrisBoucher,4,2,0,0,0,1,4,6,0,17,0-0,0-1,0.0,4-6,66.7,0,2,0,0,0,2,-3,3,TorontoRaptors
JalenMcDaniels,2,1,0,2,0,1,2,2,0,17,0-2,0-1,0.0,2-2,100.0,0,1,1,0,0,3,-7,-1,TorontoRaptors
OttoPorter,0,0,0,0,0,0,0,0,1,8,0-0,0-0,0,0-0,0,0,0,0,0,0,2,-3,1,TorontoRaptors
TorontoRaptors,127,36,34,67,12,24,23,28,26,240,34-67,12-24,50.5,23-28,0,8,28,8,9,5,27,-10,143,TorontoRaptors
