PLAYER,Pts,Reb,Ast,MIN,2M-2A,3M-3A,FG%,1M-1A,1%,Or,Dr,To,Stl,Blk,Fo,+/-,Eff,Team
DamianLillard,30,4,4,36,3-8,4-7,46.7%,12-12,100.0%,0,4,4,1,1,0,2,28,MilwaukeeBucks
GiannisAntetokounmpo,22,8,6,36,3-7,3-3,60.0%,7-13,53.8%,1,7,7,0,1,3,13,20,MilwaukeeBucks
JaeCrowder,14,6,2,24,1-2,4-6,62.5%,0-0,-,0,6,0,1,0,1,3,20,MilwaukeeBucks
BrookLopez,13,5,0,36,0-5,4-10,26.7%,1-2,50.0%,0,5,1,1,8,2,1,14,MilwaukeeBucks
MarJonBeauchamp,13,2,2,13,2-2,3-5,71.4%,0-1,0.0%,1,1,0,0,0,2,5,14,MilwaukeeBucks
KhrisMiddleton,12,9,4,21,3-7,2-3,50.0%,0-0,-,3,6,0,0,0,1,-2,20,MilwaukeeBucks
BobbyPortis,4,2,0,17,2-8,0-2,20.0%,0-0,-,0,2,0,2,0,1,-2,0,MilwaukeeBucks
PatConnaughton,2,2,2,24,1-2,0-2,25.0%,0-0,-,2,0,1,1,0,2,-4,3,MilwaukeeBucks
MalikBeasley,0,3,3,22,0-1,0-1,0.0%,0-0,-,0,3,0,0,0,2,6,4,MilwaukeeBucks
CameronPayne,0,0,1,12,0-1,0-0,0.0%,0-0,-,0,0,1,0,0,2,3,-1,MilwaukeeBucks
MilwaukeeBucks,110,43,24,240,15-43,20-39,42.7%,20-28,71.4%  ,8,35,14,6,10,16,25,122,MilwaukeeBucks
JalenBrunson,45,5,4,42,15-22,2-8,56.7%,9-11,81.8%,2,3,4,1,0,3,2,36,NewYorkKnicks
QuentinGrimes,17,4,2,34,1-1,5-10,54.5%,0-0,-,0,4,1,0,0,3,3,17,NewYorkKnicks
JuliusRandle,16,12,5,39,4-11,1-9,25.0%,5-9,55.6%,4,8,1,2,0,4,-5,15,NewYorkKnicks
ImmanuelQuickley,14,3,1,22,4-7,1-3,50.0%,3-3,100.0%,0,3,1,0,0,1,-1,12,NewYorkKnicks
JoshHart,6,10,5,36,2-5,0-4,22.2%,2-2,100.0%,2,8,0,3,1,4,1,18,NewYorkKnicks
IsaiahHartenstein,4,3,0,18,2-3,0-0,66.7%,0-0,-,1,2,2,0,0,3,-1,4,NewYorkKnicks
DonteDiVincenzo,3,4,0,18,0-4,1-4,12.5%,0-0,-,1,3,1,0,0,0,-10,-1,NewYorkKnicks
MitchellRobinson,0,15,1,29,0-4,0-0,0.0%,0-0,-,6,9,0,0,0,4,-4,12,NewYorkKnicks
MilesMcBride,0,0,0,2,0-0,0-1,0.0%,0-0,-,0,0,0,0,0,0,-10,-1,NewYorkKnicks
NewYorkKnicks,105,61,18,240,28-57,10-39,39.6%,19-25,76.0%  ,17,44,10,6,1,22,-25,112,NewYorkKnicks
