PLAYER,Pts,Reb,Ast,MIN,2M-2A,3M-3A,FG%,1M-1A,1%,Or,Dr,To,Stl,Blk,Fo,+/-,Eff,Team
JalenBrunson,40,5,1,37,14-24,1-6,50.0%,9-11,81.8%,1,4,2,0,0,3,4,27,NewYorkKnicks
DonteDiVincenzo,20,2,3,38,4-10,4-16,30.8%,0-0,-,0,2,1,2,0,1,-4,8,NewYorkKnicks
MilesMcBride,16,1,0,29,3-5,3-8,46.2%,1-1,100.0%,0,1,1,2,0,1,10,11,NewYorkKnicks
IsaiahHartenstein,12,19,6,36,6-8,0-0,75.0%,0-1,0.0%,8,11,1,0,1,2,9,34,NewYorkKnicks
PreciousAchiuwa,12,16,0,43,5-13,0-3,31.3%,2-4,50.0%,8,8,2,4,2,4,7,19,NewYorkKnicks
JoshHart,5,12,3,38,0-3,0-3,0.0%,5-6,83.3%,3,9,2,0,1,3,0,12,NewYorkKnicks
JerichoSims,2,4,1,13,1-1,0-0,100.0%,0-0,-,4,0,1,0,3,0,-5,9,NewYorkKnicks
MalachiFlynn,2,1,1,7,0-1,0-2,0.0%,2-2,100.0%,0,1,0,0,0,0,-1,1,NewYorkKnicks
NewYorkKnicks,109,65,15,240,33-65,8-38,39.8%,19-25,76.0%  ,26,39,12,8,7,14,20,121,NewYorkKnicks
JalenSmith,20,9,0,24,7-8,2-3,81.8%,0-1,0.0%,1,8,1,2,2,0,2,29,IndianaPacers
PascalSiakam,18,7,5,35,7-16,1-3,42.1%,1-2,50.0%,4,3,5,0,1,5,-10,14,IndianaPacers
AaronNesmith,17,6,1,37,3-7,3-6,46.2%,2-2,100.0%,1,5,2,1,0,6,2,16,IndianaPacers
TyreseHaliburton,15,4,5,22,4-4,2-6,60.0%,1-1,100.0%,0,4,1,0,2,1,5,21,IndianaPacers
ObiToppin,12,3,2,22,2-8,2-2,40.0%,2-2,100.0%,2,1,1,1,2,0,3,13,IndianaPacers
AndrewNembhard,10,3,6,26,3-9,1-3,33.3%,1-2,50.0%,0,3,0,0,0,2,-9,10,IndianaPacers
BenSheppard,5,6,1,22,1-1,1-3,50.0%,0-0,-,0,6,2,3,0,4,3,11,IndianaPacers
MylesTurner,5,4,1,24,2-6,0-0,33.3%,1-3,33.3%,0,4,1,1,0,5,-6,4,IndianaPacers
BuddyHield,3,2,0,28,0-1,1-7,12.5%,0-0,-,1,1,0,1,2,2,-10,1,IndianaPacers
IndianaPacers,105,47,21,240,29-60,13-33,45.2%,8-13,61.5%  ,12,35,13,9,9,25,-20,119,IndianaPacers
