PLAYER,Pts,Reb,Ast,MIN,2M-2A,3M-3A,FG%,1M-1A,1%,Or,Dr,To,Stl,Blk,Fo,+/-,Eff,Team
NikolaJokic,35,14,12,36,13-18,2-6,62.5%,3-5,60.0%,3,11,2,1,1,1,16,50,DenverNuggets
MichaelPorter,22,9,3,29,6-10,2-6,50.0%,4-4,100.0%,2,7,1,0,0,2,13,25,DenverNuggets
JulianStrawther,21,2,1,19,3-4,5-9,61.5%,0-1,0.0%,0,2,1,0,0,1,-7,17,DenverNuggets
AaronGordon,15,12,6,36,7-9,0-2,63.6%,1-2,50.0%,5,7,2,0,1,1,8,27,DenverNuggets
KentaviousCaldwell-Pope,15,1,7,33,2-3,3-7,50.0%,2-2,100.0%,0,1,2,1,0,4,23,17,DenverNuggets
ReggieJackson,7,1,4,24,1-4,1-4,25.0%,2-2,100.0%,0,1,0,0,0,1,16,6,DenverNuggets
CollinGillespie,6,1,1,17,1-1,1-3,50.0%,1-1,100.0%,0,1,0,2,0,3,-1,8,DenverNuggets
ChristianBraun,6,0,1,18,1-4,0-1,20.0%,4-6,66.7%,0,0,0,0,0,1,4,1,DenverNuggets
PeytonWatson,4,3,1,19,2-3,0-0,66.7%,0-0,-,0,3,0,2,2,0,15,11,DenverNuggets
JalenPickett,3,0,0,1,0-0,1-1,100.0%,0-0,-,0,0,0,0,0,0,3,3,DenverNuggets
ZekeNnaji,0,2,1,6,0-0,0-0,-,0-0,-,1,1,1,0,1,2,-6,3,DenverNuggets
HunterTyson,0,0,0,1,0-0,0-0,-,0-0,-,0,0,0,0,0,0,3,0,DenverNuggets
BraxtonKey,0,0,0,1,0-0,0-0,-,0-0,-,0,0,0,0,0,0,3,0,DenverNuggets
DenverNuggets,134,45,37,240,36-56,15-39,53.7%,17-23,73.9%  ,11,34,9,6,5,16,90,168,DenverNuggets
JordanHawkins,31,7,3,38,3-5,7-14,52.6%,4-5,80.0%,1,6,1,1,0,2,-15,31,NewOrleansPelicans
BrandonIngram,22,2,5,36,10-18,0-4,45.5%,2-2,100.0%,1,1,5,0,0,1,-29,12,NewOrleansPelicans
ZionWilliamson,20,10,9,37,10-22,0-0,45.5%,0-1,0.0%,3,7,0,2,0,2,-11,28,NewOrleansPelicans
MattRyan,17,0,1,25,1-2,4-6,62.5%,3-3,100.0%,0,0,0,0,0,3,-4,15,NewOrleansPelicans
DysonDaniels,9,2,1,21,3-4,1-1,80.0%,0-0,-,0,2,3,1,1,0,9,10,NewOrleansPelicans
JonasValanciunas,6,11,2,24,2-5,0-1,33.3%,2-2,100.0%,2,9,2,0,1,6,-10,14,NewOrleansPelicans
LarryNance,5,3,1,15,1-2,1-1,66.7%,0-0,-,1,2,1,0,0,1,2,7,NewOrleansPelicans
HerbertJones,4,2,2,31,1-1,0-2,33.3%,2-2,100.0%,0,2,1,2,0,2,-23,7,NewOrleansPelicans
KiraLewis,2,0,0,9,1-1,0-1,50.0%,0-0,-,0,0,0,0,0,1,0,1,NewOrleansPelicans
CodyZeller,0,1,0,4,0-0,0-0,-,0-0,-,0,1,0,0,0,0,-9,1,NewOrleansPelicans
NewOrleansPelicans,116,38,24,240,32-60,13-30,50.0%,13-15,86.7%  ,8,30,13,6,2,18,-90,126,NewOrleansPelicans
