PLAYER,Pts,Reb,2M,2A,3M,3A,1M,1A,Ast,MIN,2M-2A,3M-3A,FG%,1M-1A,1%,Or,Dr,To,Stl,Blk,Fo,+/-,Eff,Team
TyreseMaxey,50,7,13,21,7,11,3,3,5,39,13-21,7-11,62.5,3-3,100.0,3,4,2,0,3,2,17,51,Philadelphia76ers
JoelEmbiid,37,13,11,22,1,4,12,14,7,33,11-22,1-4,46.2,12-14,85.7,8,5,3,1,1,2,-1,40,Philadelphia76ers
TobiasHarris,18,9,9,17,0,3,0,0,4,36,9-17,0-3,45.0,0-0,0,4,5,1,0,0,2,12,19,Philadelphia76ers
De&#039;AnthonyMelton,10,4,3,4,1,3,1,1,6,30,3-4,1-3,57.1,1-1,100.0,1,3,2,0,0,1,-1,15,Philadelphia76ers
NicolasBatum,9,7,0,0,3,5,0,0,0,33,0-0,3-5,60.0,0-0,0,2,5,1,1,3,2,1,17,Philadelphia76ers
PaulReed,4,6,2,4,0,0,0,0,3,15,2-4,0-0,50.0,0-0,0,2,4,0,1,0,2,12,12,Philadelphia76ers
DanuelHouse,4,1,0,0,1,1,1,2,0,16,0-0,1-1,100.0,1-2,50.0,0,1,1,0,0,0,15,3,Philadelphia76ers
PatrickBeverley,3,2,0,0,1,4,0,0,1,17,0-0,1-4,25.0,0-0,0,1,1,0,1,0,3,3,4,Philadelphia76ers
RobertCovington,2,5,1,3,0,2,0,0,2,16,1-3,0-2,20.0,0-0,0,2,3,0,0,0,1,-1,5,Philadelphia76ers
FurkanKorkmaz,0,0,0,1,0,0,0,0,0,5,0-1,0-0,0.0,0-0,0,0,0,1,1,0,0,-2,-1,Philadelphia76ers
Philadelphia76ers,137,60,39,72,14,33,17,20,28,240,39-72,14-33,50.5,17-20,0,27,33,13,5,7,15,55,165,Philadelphia76ers
TyreseHaliburton,25,1,6,8,3,6,4,4,17,37,6-8,3-6,64.3,4-4,100.0,0,1,0,2,1,0,4,41,IndianaPacers
MylesTurner,22,5,3,8,4,9,4,4,0,29,3-8,4-9,41.2,4-4,100.0,2,3,3,1,3,4,-6,18,IndianaPacers
BuddyHield,16,4,2,5,4,8,0,0,3,21,2-5,4-8,46.2,0-0,0,1,3,0,1,1,0,-1,18,IndianaPacers
ObiToppin,14,1,4,4,2,3,0,0,1,21,4-4,2-3,85.7,0-0,0,0,1,0,0,0,2,-14,15,IndianaPacers
JalenSmith,11,6,3,5,1,2,2,2,1,19,3-5,1-2,57.1,2-2,100.0,1,5,2,0,0,2,-5,13,IndianaPacers
BruceBrown,9,4,3,4,0,1,3,4,3,31,3-4,0-1,60.0,3-4,75.0,2,2,0,0,2,1,-6,15,IndianaPacers
BennedictMathurin,9,5,4,8,0,3,1,3,1,26,4-8,0-3,36.4,1-3,33.3,1,4,1,0,1,1,-24,6,IndianaPacers
AaronNesmith,8,4,1,1,2,5,0,0,3,26,1-1,2-5,50.0,0-0,0,1,3,0,1,0,3,2,13,IndianaPacers
T.J.McConnell,8,2,3,6,0,0,2,2,1,17,3-6,0-0,50.0,2-2,100.0,0,2,1,3,1,1,10,11,IndianaPacers
AndrewNembhard,4,0,2,2,0,2,0,0,1,14,2-2,0-2,50.0,0-0,0,0,0,3,0,0,0,-15,0,IndianaPacers
IndianaPacers,126,36,31,51,16,39,16,19,31,240,31-51,16-39,52.2,16-19,0,10,26,10,8,9,14,-55,150,IndianaPacers
