PLAYER,Pts,Reb,2M,2A,3M,3A,1M,1A,Ast,MIN,2M-2A,3M-3A,FG%,1M-1A,1%,Or,Dr,To,Stl,Blk,Fo,+/-,Eff,Team
JadenIvey,28,7,8,10,3,8,3,6,3,34,8-10,3-8,61.1,3-6,50.0,5,2,3,0,0,2,5,25,DetroitPistons
BojanBogdanovic,26,1,3,4,6,9,2,2,3,30,3-4,6-9,69.2,2-2,100.0,0,1,4,0,0,2,-8,22,DetroitPistons
MarcusSasser,21,1,3,4,5,6,0,0,2,21,3-4,5-6,80.0,0-0,0,0,1,2,0,0,2,-7,20,DetroitPistons
CadeCunningham,16,3,6,14,1,3,1,1,11,33,6-14,1-3,41.2,1-1,100.0,0,3,4,1,0,4,-11,17,DetroitPistons
JalenDuren,11,13,5,7,0,0,1,2,2,31,5-7,0-0,71.4,1-2,50.0,2,11,0,0,0,1,-8,23,DetroitPistons
DaniloGallinari,11,1,0,1,1,2,8,9,2,15,0-1,1-2,33.3,8-9,88.9,1,0,0,0,1,3,-10,12,DetroitPistons
AlecBurks,6,2,1,3,1,7,1,1,1,21,1-3,1-7,20.0,1-1,100.0,1,1,1,1,1,0,-13,2,DetroitPistons
AusarThompson,3,7,1,3,0,1,1,2,1,26,1-3,0-1,25.0,1-2,50.0,4,3,1,2,1,1,-11,9,DetroitPistons
JamesWiseman,3,1,1,1,0,0,1,1,0,2,1-1,0-0,100.0,1-1,100.0,0,1,0,0,0,0,7,4,DetroitPistons
KevinKnox,0,1,0,0,0,2,0,0,2,18,0-0,0-2,0.0,0-0,0,0,1,1,1,0,3,16,1,DetroitPistons
MonteMorris,0,1,0,2,0,2,0,0,1,10,0-2,0-2,0.0,0-0,0,0,1,0,0,0,0,-15,-2,DetroitPistons
DetroitPistons,125,43,28,49,17,40,18,24,28,240,28-49,17-40,50.6,18-24,0,14,29,17,5,3,18,-55,133,DetroitPistons
KawhiLeonard,33,4,6,9,6,8,3,3,3,32,6-9,6-8,70.6,3-3,100.0,0,4,0,0,1,2,18,36,LAClippers
RussellWestbrook,23,3,8,10,2,3,1,2,9,25,8-10,2-3,76.9,1-2,50.0,1,2,2,2,0,2,15,31,LAClippers
PaulGeorge,18,4,6,11,2,5,0,0,7,27,6-11,2-5,50.0,0-0,0,0,4,0,3,1,3,13,25,LAClippers
NormanPowell,15,5,3,5,3,6,0,0,2,25,3-5,3-6,54.5,0-0,0,1,4,0,0,0,5,19,17,LAClippers
AmirCoffey,14,4,4,6,1,1,3,3,0,24,4-6,1-1,71.4,3-3,100.0,0,4,1,4,1,0,9,20,LAClippers
MasonPlumlee,12,9,5,7,0,0,2,3,2,26,5-7,0-0,71.4,2-3,66.7,3,6,1,1,0,3,-4,20,LAClippers
TeranceMann,12,1,4,4,0,0,4,4,0,24,4-4,0-0,100.0,4-4,100.0,1,0,1,0,0,1,-20,12,LAClippers
DanielTheis,5,3,2,2,0,1,1,2,2,18,2-2,0-1,66.7,1-2,50.0,0,3,2,1,2,3,11,9,LAClippers
JamesHarden,4,3,1,5,0,5,2,2,6,34,1-5,0-5,10.0,2-2,100.0,1,2,1,1,0,1,8,4,LAClippers
B.J.Boston,0,0,0,0,0,0,0,0,0,3,0-0,0-0,0,0-0,0,0,0,1,0,0,1,-7,-1,LAClippers
KobeBrown,0,0,0,1,0,0,0,0,0,3,0-1,0-0,0.0,0-0,0,0,0,0,0,0,0,-7,-1,LAClippers
LAClippers,136,40,39,60,14,29,16,19,31,240,39-60,14-29,59.6,16-19,0,9,31,10,12,5,21,55,172,LAClippers
