PLAYER,Pts,Reb,Ast,MIN,2M-2A,3M-3A,FG%,1M-1A,1%,Or,Dr,To,Stl,Blk,Fo,+/-,Eff,Team
CadeCunningham,28,7,10,39,8-16,2-6,45.5%,6-7,85.7%,1,6,6,2,1,2,1,29,DetroitPistons
JadenIvey,24,5,7,35,7-11,2-5,56.3%,4-4,100.0%,2,3,5,3,2,4,5,29,DetroitPistons
MarvinBagley,22,5,0,31,10-11,0-1,83.3%,2-2,100.0%,2,3,0,0,0,3,6,25,DetroitPistons
MarcusSasser,8,3,0,13,1-3,2-5,37.5%,0-0,-,1,2,2,0,0,0,-13,4,DetroitPistons
BojanBogdanovic,8,1,1,35,1-5,2-7,25.0%,0-0,-,0,1,1,0,1,4,-1,1,DetroitPistons
IsaiahStewart,7,9,4,32,2-3,1-1,75.0%,0-1,0.0%,2,7,0,0,1,0,12,19,DetroitPistons
AusarThompson,7,2,1,19,3-3,0-0,100.0%,1-2,50.0%,1,1,3,1,2,2,-18,9,DetroitPistons
AlecBurks,5,1,0,9,1-1,0-3,25.0%,3-3,100.0%,0,1,0,0,1,1,-9,4,DetroitPistons
JamesWiseman,2,5,0,15,1-2,0-0,50.0%,0-0,-,2,3,2,0,1,1,-16,5,DetroitPistons
IsaiahLivers,0,3,1,13,0-0,0-3,0.0%,0-0,-,1,2,1,0,0,2,-7,0,DetroitPistons
DetroitPistons,111,44,24,240,34-55,9-31,50.0%,16-19,84.2%  ,13,31,20,6,9,19,-40,125,DetroitPistons
KellyOlynyk,27,3,6,35,7-10,3-6,62.5%,4-4,100.0%,0,3,4,4,0,2,-4,30,UtahJazz
CollinSexton,19,4,8,32,5-15,1-3,33.3%,6-6,100.0%,3,1,3,4,0,3,-10,20,UtahJazz
OchaiAgbaji,18,2,0,33,5-6,2-6,58.3%,2-2,100.0%,0,2,0,2,0,4,10,17,UtahJazz
SimoneFontecchio,16,2,0,29,2-5,4-7,50.0%,0-0,-,0,2,0,1,0,1,2,13,UtahJazz
KrisDunn,13,5,10,33,5-9,0-2,45.5%,3-4,75.0%,1,4,1,2,1,2,11,23,UtahJazz
JohnCollins,13,9,1,32,4-9,0-3,33.3%,5-5,100.0%,2,7,3,2,1,4,3,15,UtahJazz
TaylorHendricks,7,4,0,16,2-3,1-2,60.0%,0-0,-,3,1,0,0,1,0,7,10,UtahJazz
WalkerKessler,4,10,1,20,2-3,0-0,66.7%,0-1,0.0%,5,5,1,0,4,1,17,16,UtahJazz
LukaSamanic,2,5,0,10,0-4,0-1,0.0%,2-2,100.0%,1,4,0,0,0,1,4,2,UtahJazz
UtahJazz,119,49,26,240,32-64,11-30,45.7%,22-24,91.7%  ,17,32,12,15,7,18,40,146,UtahJazz
