PLAYER,Pts,Reb,Ast,MIN,2M-2A,3M-3A,FG%,1M-1A,1%,Or,Dr,To,Stl,Blk,Fo,+/-,Eff,Team
AnthonyEdwards,24,2,1,32,7-12,1-4,50.0%,7-8,87.5%,0,2,4,2,0,1,11,16,MinnesotaTimberwolves
Karl-AnthonyTowns,21,8,4,31,6-15,1-4,36.8%,6-6,100.0%,2,6,1,2,0,2,22,22,MinnesotaTimberwolves
MikeConley,17,3,6,27,4-5,3-4,77.8%,0-0,-,0,3,0,1,0,1,19,25,MinnesotaTimberwolves
NazReid,16,5,1,19,5-6,1-3,66.7%,3-3,100.0%,1,4,1,1,0,0,4,19,MinnesotaTimberwolves
KyleAnderson,9,3,2,25,3-5,1-1,66.7%,0-0,-,0,3,0,0,0,0,-1,12,MinnesotaTimberwolves
JadenMcDaniels,6,9,2,21,3-4,0-1,60.0%,0-0,-,3,6,4,0,2,5,19,13,MinnesotaTimberwolves
NickeilAlexander-Walker,5,0,1,21,1-4,1-2,33.3%,0-0,-,0,0,0,0,1,2,2,3,MinnesotaTimberwolves
RudyGobert,4,12,1,32,0-7,0-0,0.0%,4-4,100.0%,2,10,1,1,2,3,15,12,MinnesotaTimberwolves
TroyBrown,4,4,1,5,0-0,0-1,0.0%,4-4,100.0%,0,4,1,0,0,0,0,7,MinnesotaTimberwolves
ShakeMilton,2,1,1,18,0-3,0-0,0.0%,2-2,100.0%,0,1,1,2,0,1,10,2,MinnesotaTimberwolves
JoshMinott,2,0,0,4,1-1,0-0,100.0%,0-0,-,0,0,0,0,0,0,2,2,MinnesotaTimberwolves
JordanMcLaughlin,0,0,0,4,0-0,0-1,0.0%,0-0,-,0,0,0,0,0,0,2,-1,MinnesotaTimberwolves
MinnesotaTimberwolves,110,47,20,240,30-62,8-21,45.8%,26-27,96.3%  ,8,39,13,9,5,15,105,132,MinnesotaTimberwolves
NikolaJokic,25,10,3,30,10-17,1-6,47.8%,2-2,100.0%,2,8,5,0,0,0,-19,21,DenverNuggets
JamalMurray,14,6,6,32,4-12,1-4,31.3%,3-5,60.0%,2,4,3,1,1,3,-17,12,DenverNuggets
ZekeNnaji,9,5,0,18,3-6,1-3,44.4%,0-0,-,2,3,0,0,2,3,-6,11,DenverNuggets
ChristianBraun,8,9,2,20,4-7,0-1,50.0%,0-0,-,3,6,1,0,1,3,-3,15,DenverNuggets
KentaviousCaldwell-Pope,6,0,0,26,1-3,1-1,50.0%,1-1,100.0%,0,0,1,1,1,2,-20,5,DenverNuggets
MichaelPorter,5,5,1,25,2-6,0-5,18.2%,1-1,100.0%,2,3,0,1,1,0,-19,4,DenverNuggets
JulianStrawther,5,0,0,16,1-1,1-6,28.6%,0-1,0.0%,0,0,0,1,2,0,2,2,DenverNuggets
AaronGordon,4,2,2,18,2-2,0-1,66.7%,0-0,-,1,1,2,0,1,4,-13,6,DenverNuggets
PeytonWatson,4,2,1,16,2-2,0-1,66.7%,0-0,-,0,2,2,0,0,2,-6,4,DenverNuggets
JustinHoliday,3,1,0,6,0-0,1-2,50.0%,0-0,-,0,1,0,0,0,0,2,3,DenverNuggets
ReggieJackson,2,0,5,19,1-3,0-1,25.0%,0-0,-,0,0,1,2,1,0,-4,6,DenverNuggets
JalenPickett,2,2,0,5,1-1,0-1,50.0%,0-0,-,0,2,0,0,0,1,0,3,DenverNuggets
HunterTyson,2,1,0,4,1-1,0-1,50.0%,0-0,-,0,1,0,0,0,2,-2,2,DenverNuggets
BraxtonKey,0,0,3,5,0-2,0-0,0.0%,0-0,-,0,0,0,0,0,2,0,1,DenverNuggets
DenverNuggets,89,43,23,240,32-63,6-33,39.6%,7-10,70.0%  ,12,31,15,6,10,22,-105,95,DenverNuggets
