PLAYER,Pts,Reb,2M,2A,3M,3A,1M,1A,Ast,MIN,2M-2A,3M-3A,FG%,1M-1A,1%,Or,Dr,To,Stl,Blk,Fo,+/-,Eff,Team
TerryRozier,23,3,8,13,2,6,1,1,9,41,8-13,2-6,52.6,1-1,100.0,0,3,2,1,1,2,-13,26,CharlotteHornets
BrandonMiller,22,9,5,11,2,5,6,6,2,36,5-11,2-5,43.8,6-6,100.0,4,5,0,0,1,3,-4,25,CharlotteHornets
MarkWilliams,18,7,8,8,0,0,2,2,1,23,8-8,0-0,100.0,2-2,100.0,1,6,1,0,0,1,-7,25,CharlotteHornets
P.J.Washington,15,12,6,11,1,3,0,1,2,35,6-11,1-3,50.0,0-1,0.0,3,9,1,0,0,4,-14,20,CharlotteHornets
GordonHayward,15,0,4,9,2,2,1,1,5,31,4-9,2-2,54.5,1-1,100.0,0,0,0,2,1,4,-8,18,CharlotteHornets
TheoMaledon,9,1,2,4,0,5,5,5,2,20,2-4,0-5,22.2,5-5,100.0,0,1,0,2,0,0,-3,7,CharlotteHornets
LaMeloBall,8,3,3,6,0,6,2,2,8,22,3-6,0-6,25.0,2-2,100.0,0,3,3,2,0,6,-3,9,CharlotteHornets
J.T.Thor,7,2,2,2,1,4,0,0,3,19,2-2,1-4,50.0,0-0,0,0,2,1,0,0,1,-1,8,CharlotteHornets
NickRichards,4,2,1,1,0,0,2,2,1,13,1-1,0-0,100.0,2-2,100.0,0,2,1,1,2,2,-7,9,CharlotteHornets
CharlotteHornets,121,39,39,65,8,31,19,20,33,240,39-65,8-31,49.0,19-20,0,8,31,9,8,5,23,-60,147,CharlotteHornets
CamThomas,33,2,9,13,1,4,12,14,2,38,9-13,1-4,58.8,12-14,85.7,0,2,2,0,0,4,8,26,BrooklynNets
MikalBridges,24,7,9,10,1,3,3,3,4,38,9-10,1-3,76.9,3-3,100.0,1,6,5,1,1,3,10,29,BrooklynNets
DorianFinney-Smith,19,7,3,3,4,9,1,2,1,31,3-3,4-9,58.3,1-2,50.0,1,6,1,1,2,0,5,23,BrooklynNets
LonnieWalker,19,5,3,6,3,7,4,6,4,29,3-6,3-7,46.2,4-6,66.7,0,5,0,1,1,1,11,21,BrooklynNets
BenSimmons,11,10,5,6,0,0,1,2,8,35,5-6,0-0,83.3,1-2,50.0,3,7,2,0,1,1,3,26,BrooklynNets
Day&#039;RonSharpe,11,8,5,8,0,0,1,3,1,10,5-8,0-0,62.5,1-3,33.3,4,4,1,0,1,5,2,15,BrooklynNets
RoyceO&#039;Neale,8,2,1,2,2,6,0,0,0,32,1-2,2-6,37.5,0-0,0,0,2,0,0,2,1,0,7,BrooklynNets
SpencerDinwiddie,5,1,1,3,1,3,0,0,3,13,1-3,1-3,33.3,0-0,0,0,1,1,0,0,2,14,4,BrooklynNets
DennisSmith,3,4,1,3,0,1,1,2,2,14,1-3,0-1,25.0,1-2,50.0,1,3,1,1,0,2,7,5,BrooklynNets
BrooklynNets,133,46,37,54,12,33,23,32,25,240,37-54,12-33,56.3,23-32,0,10,36,13,4,8,19,60,156,BrooklynNets
