PLAYER,Pts,Reb,Ast,MIN,2M-2A,3M-3A,FG%,1M-1A,1%,Or,Dr,To,Stl,Blk,Fo,+/-,Eff,Team
JalenBrunson,24,3,3,34,9-12,1-4,62.5%,3-5,60.0%,0,3,2,0,0,1,-6,20,NewYorkKnicks
ImmanuelQuickley,20,4,2,26,4-9,4-8,47.1%,0-0,-,0,4,2,0,1,1,22,16,NewYorkKnicks
R.J.Barrett,18,7,1,34,6-9,1-5,50.0%,3-3,100.0%,0,7,3,0,0,2,9,16,NewYorkKnicks
JuliusRandle,13,8,7,35,4-8,1-4,41.7%,2-2,100.0%,0,8,6,0,0,0,-8,15,NewYorkKnicks
JoshHart,10,8,4,26,3-4,1-3,57.1%,1-1,100.0%,1,7,1,1,0,1,5,19,NewYorkKnicks
MitchellRobinson,5,7,0,20,2-4,0-0,50.0%,1-4,25.0%,3,4,0,2,0,2,-17,9,NewYorkKnicks
DonteDiVincenzo,5,4,1,16,0-2,1-2,25.0%,2-3,66.7%,1,3,3,1,0,1,7,4,NewYorkKnicks
QuentinGrimes,3,0,2,21,0-1,1-3,25.0%,0-0,-,0,0,0,1,0,3,-20,3,NewYorkKnicks
IsaiahHartenstein,2,5,1,28,1-3,0-0,33.3%,0-0,-,1,4,1,2,1,3,18,8,NewYorkKnicks
NewYorkKnicks,100,48,21,240,29-52,10-29,48.1%,12-18,66.7%  ,8,40,18,7,2,14,10,110,NewYorkKnicks
JimmyButler,23,2,3,37,4-9,3-5,50.0%,6-6,100.0%,0,2,2,1,0,1,7,20,MiamiHeat
BamAdebayo,21,12,2,35,8-15,0-1,50.0%,5-6,83.3%,2,10,2,2,0,4,0,26,MiamiHeat
JaimeJaquez,15,5,4,35,5-11,1-6,35.3%,2-2,100.0%,3,2,0,1,0,3,-18,14,MiamiHeat
JoshRichardson,15,2,2,34,3-6,2-4,50.0%,3-3,100.0%,1,1,2,2,0,3,-7,14,MiamiHeat
KyleLowry,10,8,2,33,2-4,2-5,44.4%,0-0,-,3,5,1,2,0,3,3,16,MiamiHeat
KevinLove,7,6,1,18,1-1,1-6,28.6%,2-2,100.0%,1,5,2,0,0,1,-1,7,MiamiHeat
HaywoodHighsmith,5,3,3,24,0-1,1-5,16.7%,2-2,100.0%,0,3,2,2,0,1,10,6,MiamiHeat
CalebMartin,2,3,1,18,1-2,0-3,20.0%,0-0,-,0,3,0,1,0,3,-1,3,MiamiHeat
ColeSwider,0,0,2,6,0-1,0-2,0.0%,0-0,-,0,0,0,0,0,0,-3,-1,MiamiHeat
MiamiHeat,98,47,20,240,24-50,10-37,39.1%,20-21,95.2%  ,13,34,14,11,0,19,-10,105,MiamiHeat
